"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"932","22","B1 & Below",">300","NA","Q3 2016"
"933","22","Level 1","30 & Below","NA","Q3 2016"
"934","22","Level 1",">30 - 100","NA","Q3 2016"
"935","22","Level 1",">100 - 300","NA","Q3 2016"
"936","22","Level 1",">300","NA","Q3 2016"
"937","22","Level 2 & 3","30 & Below","305.35","Q3 2016"
"938","22","Level 2 & 3",">30 - 100","251.06","Q3 2016"
"939","22","Level 2 & 3",">100 - 300","136.69","Q3 2016"
"940","22","Level 2 & 3",">300","NA","Q3 2016"
"941","22","Level 4 & Above","30 & Below","NA","Q3 2016"
"942","22","Level 4 & Above",">30 - 100","NA","Q3 2016"
"943","22","Level 4 & Above",">100 - 300","NA","Q3 2016"
"944","22","Level 4 & Above",">300","NA","Q3 2016"
"945","22","B1 & Below","30 & Below","360.59","Q4 2016"
"946","22","B1 & Below",">30 - 100","232.14","Q4 2016"
"947","22","B1 & Below",">100 - 300","216.64","Q4 2016"
"948","22","B1 & Below",">300","NA","Q4 2016"
"949","22","Level 1","30 & Below","523.75","Q4 2016"
"950","22","Level 1",">30 - 100","284.40","Q4 2016"
"951","22","Level 1",">100 - 300","NA","Q4 2016"
"952","22","Level 1",">300","NA","Q4 2016"
"953","22","Level 2 & 3","30 & Below","NA","Q4 2016"
"954","22","Level 2 & 3",">30 - 100","204.51","Q4 2016"
"955","22","Level 2 & 3",">100 - 300","252.37","Q4 2016"
"956","22","Level 2 & 3",">300","85.03","Q4 2016"
"957","22","Level 4 & Above","30 & Below","NA","Q4 2016"
"958","22","Level 4 & Above",">30 - 100","NA","Q4 2016"
"959","22","Level 4 & Above",">100 - 300","NA","Q4 2016"
"960","22","Level 4 & Above",">300","NA","Q4 2016"
"961","22","B1 & Below","30 & Below","329.74","Q1 2017"
"962","22","B1 & Below",">30 - 100","225.66","Q1 2017"
"963","22","B1 & Below",">100 - 300","NA","Q1 2017"
"964","22","B1 & Below",">300","NA","Q1 2017"
"965","22","Level 1","30 & Below","606.00","Q1 2017"
"966","22","Level 1",">30 - 100","430.56","Q1 2017"
"967","22","Level 1",">100 - 300","187.11","Q1 2017"
"968","22","Level 1",">300","161.46","Q1 2017"
"969","22","Level 2 & 3","30 & Below","190.91","Q1 2017"
"970","22","Level 2 & 3",">30 - 100","186.71","Q1 2017"
"971","22","Level 2 & 3",">100 - 300","143.70","Q1 2017"
"972","22","Level 2 & 3",">300","NA","Q1 2017"
"973","22","Level 4 & Above","30 & Below","NA","Q1 2017"
"974","22","Level 4 & Above",">30 - 100","NA","Q1 2017"
"975","22","Level 4 & Above",">100 - 300","NA","Q1 2017"
"976","22","Level 4 & Above",">300","NA","Q1 2017"
"977","22","B1 & Below","30 & Below","227.35","Q2 2017"
"978","22","B1 & Below",">30 - 100","179.31","Q2 2017"
"979","22","B1 & Below",">100 - 300","175.18","Q2 2017"
"980","22","B1 & Below",">300","125.17","Q2 2017"
"981","22","Level 1","30 & Below","393.75","Q2 2017"
"982","22","Level 1",">30 - 100","354.41","Q2 2017"
"983","22","Level 1",">100 - 300","201.93","Q2 2017"
"984","22","Level 1",">300","83.93","Q2 2017"
"985","22","Level 2 & 3","30 & Below","230.56","Q2 2017"
"986","22","Level 2 & 3",">30 - 100","182.98","Q2 2017"
"987","22","Level 2 & 3",">100 - 300","153.04","Q2 2017"
"988","22","Level 2 & 3",">300","75.99","Q2 2017"
"989","22","Level 4 & Above","30 & Below","NA","Q2 2017"
"990","22","Level 4 & Above",">30 - 100","162.62","Q2 2017"
"991","22","Level 4 & Above",">100 - 300","88.91","Q2 2017"
"992","22","Level 4 & Above",">300","NA","Q2 2017"
"993","22","B1 & Below","30 & Below","396.40","Q3 2017"
"994","22","B1 & Below",">30 - 100","149.96","Q3 2017"
"995","22","B1 & Below",">100 - 300","172.22","Q3 2017"
"996","22","B1 & Below",">300","NA","Q3 2017"
"997","22","Level 1","30 & Below","393.93","Q3 2017"
"998","22","Level 1",">30 - 100","166.84","Q3 2017"
"999","22","Level 1",">100 - 300","94.75","Q3 2017"
"1000","22","Level 1",">300","NA","Q3 2017"
"1001","22","Level 2 & 3","30 & Below","245.45","Q3 2017"
"1002","22","Level 2 & 3",">30 - 100","181.24","Q3 2017"
"1003","22","Level 2 & 3",">100 - 300","110.94","Q3 2017"
"1004","22","Level 2 & 3",">300","71.92","Q3 2017"
"1005","22","Level 4 & Above","30 & Below","NA","Q3 2017"
"1006","22","Level 4 & Above",">30 - 100","NA","Q3 2017"
"1007","22","Level 4 & Above",">100 - 300","NA","Q3 2017"
"1008","22","Level 4 & Above",">300","NA","Q3 2017"
"1009","22","B1 & Below","30 & Below","575.43","Q4 2017"
"1010","22","B1 & Below",">30 - 100","228.73","Q4 2017"
"1011","22","B1 & Below",">100 - 300","185.90","Q4 2017"
"1012","22","B1 & Below",">300","165.76","Q4 2017"
"1013","22","Level 1","30 & Below","419.79","Q4 2017"
"1014","22","Level 1",">30 - 100","215.27","Q4 2017"
"1015","22","Level 1",">100 - 300","74.27","Q4 2017"
"1016","22","Level 1",">300","176.83","Q4 2017"
"1017","22","Level 2 & 3","30 & Below","240.00","Q4 2017"
"1018","22","Level 2 & 3",">30 - 100","143.79","Q4 2017"
"1019","22","Level 2 & 3",">100 - 300","109.09","Q4 2017"
"1020","22","Level 2 & 3",">300","119.21","Q4 2017"
"1021","22","Level 4 & Above","30 & Below","NA","Q4 2017"
"1022","22","Level 4 & Above",">30 - 100","101.79","Q4 2017"
"1023","22","Level 4 & Above",">100 - 300","NA","Q4 2017"
"1024","22","Level 4 & Above",">300","NA","Q4 2017"
"1025","22","B1 & Below","30 & Below","302.20","Q1 2018"
"1026","22","B1 & Below",">30 - 100","193.06","Q1 2018"
"1027","22","B1 & Below",">100 - 300","120.56","Q1 2018"
"1028","22","B1 & Below",">300","NA","Q1 2018"
"1029","22","Level 1","30 & Below","433.69","Q1 2018"
"1030","22","Level 1",">30 - 100","167.91","Q1 2018"
"1031","22","Level 1",">100 - 300","112.84","Q1 2018"
"1032","22","Level 1",">300","NA","Q1 2018"
"1033","22","Level 2 & 3","30 & Below","269.11","Q1 2018"
"1034","22","Level 2 & 3",">30 - 100","154.56","Q1 2018"
"1035","22","Level 2 & 3",">100 - 300","150.66","Q1 2018"
"1036","22","Level 2 & 3",">300","NA","Q1 2018"
"1037","22","Level 4 & Above","30 & Below","NA","Q1 2018"
"1038","22","Level 4 & Above",">30 - 100","218.47","Q1 2018"
"1039","22","Level 4 & Above",">100 - 300","145.72","Q1 2018"
"1040","22","Level 4 & Above",">300","87.19","Q1 2018"
"1041","22","B1 & Below","30 & Below","239.45","Q2 2018"
"1042","22","B1 & Below",">30 - 100","191.28","Q2 2018"
"1043","22","B1 & Below",">100 - 300","NA","Q2 2018"
"1044","22","B1 & Below",">300","NA","Q2 2018"
"1045","22","Level 1","30 & Below","431.49","Q2 2018"
"1046","22","Level 1",">30 - 100","251.96","Q2 2018"
"1047","22","Level 1",">100 - 300","130.60","Q2 2018"
"1048","22","Level 1",">300","207.70","Q2 2018"
"1049","22","Level 2 & 3","30 & Below","175.00","Q2 2018"
"1050","22","Level 2 & 3",">30 - 100","179.85","Q2 2018"
"1051","22","Level 2 & 3",">100 - 300","165.02","Q2 2018"
"1052","22","Level 2 & 3",">300","103.58","Q2 2018"
"1053","22","Level 4 & Above","30 & Below","NA","Q2 2018"
"1054","22","Level 4 & Above",">30 - 100","NA","Q2 2018"
"1055","22","Level 4 & Above",">100 - 300","NA","Q2 2018"
"1056","22","Level 4 & Above",">300","NA","Q2 2018"
"1057","22","B1 & Below","30 & Below","286.76","Q3 2018"
"1058","22","B1 & Below",">30 - 100","205.89","Q3 2018"
"1059","22","B1 & Below",">100 - 300","NA","Q3 2018"
"1060","22","B1 & Below",">300","NA","Q3 2018"
"1061","22","Level 1","30 & Below","253.87","Q3 2018"
"1062","22","Level 1",">30 - 100","245.16","Q3 2018"
"1063","22","Level 1",">100 - 300","225.12","Q3 2018"
"1064","22","Level 1",">300","134.57","Q3 2018"
"1065","22","Level 2 & 3","30 & Below","253.33","Q3 2018"
"1066","22","Level 2 & 3",">30 - 100","143.26","Q3 2018"
"1067","22","Level 2 & 3",">100 - 300","155.34","Q3 2018"
"1068","22","Level 2 & 3",">300","NA","Q3 2018"
"1069","22","Level 4 & Above","30 & Below","NA","Q3 2018"
"1070","22","Level 4 & Above",">30 - 100","123.13","Q3 2018"
"1071","22","Level 4 & Above",">100 - 300","NA","Q3 2018"
"1072","22","Level 4 & Above",">300","NA","Q3 2018"
"1073","22","B1 & Below","30 & Below","290.43","Q4 2018"
"1074","22","B1 & Below",">30 - 100","264.40","Q4 2018"
"1075","22","B1 & Below",">100 - 300","NA","Q4 2018"
"1076","22","B1 & Below",">300","NA","Q4 2018"
"1077","22","Level 1","30 & Below","572.74","Q4 2018"
"1078","22","Level 1",">30 - 100","224.62","Q4 2018"
"1079","22","Level 1",">100 - 300","200.86","Q4 2018"
"1080","22","Level 1",">300","NA","Q4 2018"
"1081","22","Level 2 & 3","30 & Below","254.55","Q4 2018"
"1082","22","Level 2 & 3",">30 - 100","144.57","Q4 2018"
"1083","22","Level 2 & 3",">100 - 300","159.09","Q4 2018"
"1084","22","Level 2 & 3",">300","NA","Q4 2018"
"1085","22","Level 4 & Above","30 & Below","NA","Q4 2018"
"1086","22","Level 4 & Above",">30 - 100","164.85","Q4 2018"
"1087","22","Level 4 & Above",">100 - 300","NA","Q4 2018"
"1088","22","Level 4 & Above",">300","NA","Q4 2018"
"1089","22","B1 & Below","30 & Below","242.15","Q1 2019"
"1090","22","B1 & Below",">30 - 100","184.00","Q1 2019"
"1091","22","B1 & Below",">100 - 300","NA","Q1 2019"
"1092","22","B1 & Below",">300","101.67","Q1 2019"
"1093","22","Level 1","30 & Below","317.70","Q1 2019"
"1094","22","Level 1",">30 - 100","205.92","Q1 2019"
"1095","22","Level 1",">100 - 300","136.60","Q1 2019"
"1096","22","Level 1",">300","NA","Q1 2019"
"1097","22","Level 2 & 3","30 & Below","267.86","Q1 2019"
"1098","22","Level 2 & 3",">30 - 100","234.37","Q1 2019"
"1099","22","Level 2 & 3",">100 - 300","186.90","Q1 2019"
"1100","22","Level 2 & 3",">300","120.68","Q1 2019"
"1101","22","Level 4 & Above","30 & Below","NA","Q1 2019"
"1102","22","Level 4 & Above",">30 - 100","122.79","Q1 2019"
"1103","22","Level 4 & Above",">100 - 300","192.47","Q1 2019"
"1104","22","Level 4 & Above",">300","114.03","Q1 2019"
"1105","22","B1 & Below","30 & Below","403.49","Q2 2019"
"1106","22","B1 & Below",">30 - 100","226.07","Q2 2019"
"1107","22","B1 & Below",">100 - 300","213.14","Q2 2019"
"1108","22","B1 & Below",">300","NA","Q2 2019"
"1109","22","Level 1","30 & Below","448.55","Q2 2019"
"1110","22","Level 1",">30 - 100","240.78","Q2 2019"
"1111","22","Level 1",">100 - 300","161.63","Q2 2019"
"1112","22","Level 1",">300","138.94","Q2 2019"
"1113","22","Level 2 & 3","30 & Below","246.48","Q2 2019"
"1114","22","Level 2 & 3",">30 - 100","204.55","Q2 2019"
"1115","22","Level 2 & 3",">100 - 300","147.77","Q2 2019"
"1116","22","Level 2 & 3",">300","108.54","Q2 2019"
"1117","22","Level 4 & Above","30 & Below","NA","Q2 2019"
"1118","22","Level 4 & Above",">30 - 100","209.86","Q2 2019"
"1119","22","Level 4 & Above",">100 - 300","NA","Q2 2019"
"1120","22","Level 4 & Above",">300","NA","Q2 2019"
"1121","22","B1 & Below","30 & Below","307.07","Q3 2019"
"1122","22","B1 & Below",">30 - 100","204.80","Q3 2019"
"1123","22","B1 & Below",">100 - 300","NA","Q3 2019"
"1124","22","B1 & Below",">300","NA","Q3 2019"
"1125","22","Level 1","30 & Below","402.27","Q3 2019"
"1126","22","Level 1",">30 - 100","255.42","Q3 2019"
"1127","22","Level 1",">100 - 300","164.19","Q3 2019"
"1128","22","Level 1",">300","NA","Q3 2019"
"1129","22","Level 2 & 3","30 & Below","261.54","Q3 2019"
"1130","22","Level 2 & 3",">30 - 100","167.09","Q3 2019"
"1131","22","Level 2 & 3",">100 - 300","183.04","Q3 2019"
"1132","22","Level 2 & 3",">300","101.04","Q3 2019"
"1133","22","Level 4 & Above","30 & Below","NA","Q3 2019"
"1134","22","Level 4 & Above",">30 - 100","153.82","Q3 2019"
"1135","22","Level 4 & Above",">100 - 300","107.61","Q3 2019"
"1136","22","Level 4 & Above",">300","NA","Q3 2019"
"1137","22","B1 & Below","30 & Below","513.88","Q4 2019"
"1138","22","B1 & Below",">30 - 100","316.54","Q4 2019"
"1139","22","B1 & Below",">100 - 300","276.60","Q4 2019"
"1140","22","B1 & Below",">300","NA","Q4 2019"
"1141","22","Level 1","30 & Below","383.71","Q4 2019"
"1142","22","Level 1",">30 - 100","205.07","Q4 2019"
"1143","22","Level 1",">100 - 300","193.21","Q4 2019"
"1144","22","Level 1",">300","NA","Q4 2019"
"1145","22","Level 2 & 3","30 & Below","285.00","Q4 2019"
"1146","22","Level 2 & 3",">30 - 100","272.67","Q4 2019"
"1147","22","Level 2 & 3",">100 - 300","98.82","Q4 2019"
"1148","22","Level 2 & 3",">300","NA","Q4 2019"
"1149","22","Level 4 & Above","30 & Below","NA","Q4 2019"
"1150","22","Level 4 & Above",">30 - 100","194.46","Q4 2019"
"1151","22","Level 4 & Above",">100 - 300","161.48","Q4 2019"
"1152","22","Level 4 & Above",">300","NA","Q4 2019"
"1153","22","B1 & Below","30 & Below","298.75","Q1 2020"
"1154","22","B1 & Below",">30 - 100","195.48","Q1 2020"
"1155","22","B1 & Below",">100 - 300","159.71","Q1 2020"
"1156","22","B1 & Below",">300","NA","Q1 2020"
"1157","22","Level 1","30 & Below","430.50","Q1 2020"
"1158","22","Level 1",">30 - 100","303.95","Q1 2020"
"1159","22","Level 1",">100 - 300","206.47","Q1 2020"
"1160","22","Level 1",">300","NA","Q1 2020"
"1161","22","Level 2 & 3","30 & Below","246.67","Q1 2020"
"1162","22","Level 2 & 3",">30 - 100","201.56","Q1 2020"
"1163","22","Level 2 & 3",">100 - 300","216.88","Q1 2020"
"1164","22","Level 2 & 3",">300","163.71","Q1 2020"
"1165","22","Level 4 & Above","30 & Below","NA","Q1 2020"
"1166","22","Level 4 & Above",">30 - 100","153.80","Q1 2020"
"1167","22","Level 4 & Above",">100 - 300","152.97","Q1 2020"
"1168","22","Level 4 & Above",">300","NA","Q1 2020"
"1169","22","B1 & Below","30 & Below","312.03","Q2 2020"
"1170","22","B1 & Below",">30 - 100","191.70","Q2 2020"
"1171","22","B1 & Below",">100 - 300","194.59","Q2 2020"
"1172","22","B1 & Below",">300","NA","Q2 2020"
"1173","22","Level 1","30 & Below","NA","Q2 2020"
"1174","22","Level 1",">30 - 100","152.33","Q2 2020"
"1175","22","Level 1",">100 - 300","227.51","Q2 2020"
"1176","22","Level 1",">300","NA","Q2 2020"
"1177","22","Level 2 & 3","30 & Below","252.17","Q2 2020"
"1178","22","Level 2 & 3",">30 - 100","222.80","Q2 2020"
"1179","22","Level 2 & 3",">100 - 300","120.03","Q2 2020"
"1180","22","Level 2 & 3",">300","NA","Q2 2020"
"1181","22","Level 4 & Above","30 & Below","NA","Q2 2020"
"1182","22","Level 4 & Above",">30 - 100","NA","Q2 2020"
"1183","22","Level 4 & Above",">100 - 300","NA","Q2 2020"
"1184","22","Level 4 & Above",">300","NA","Q2 2020"
"1185","22","B1 & Below","30 & Below","188.25","Q3 2020"
"1186","22","B1 & Below",">30 - 100","260.87","Q3 2020"
"1187","22","B1 & Below",">100 - 300","NA","Q3 2020"
"1188","22","B1 & Below",">300","NA","Q3 2020"
"1189","22","Level 1","30 & Below","408.79","Q3 2020"
"1190","22","Level 1",">30 - 100","191.10","Q3 2020"
"1191","22","Level 1",">100 - 300","133.58","Q3 2020"
"1192","22","Level 1",">300","NA","Q3 2020"
"1193","22","Level 2 & 3","30 & Below","225.28","Q3 2020"
"1194","22","Level 2 & 3",">30 - 100","195.69","Q3 2020"
"1195","22","Level 2 & 3",">100 - 300","102.26","Q3 2020"
"1196","22","Level 2 & 3",">300","21.51","Q3 2020"
"1197","22","Level 4 & Above","30 & Below","NA","Q3 2020"
"1198","22","Level 4 & Above",">30 - 100","NA","Q3 2020"
"1199","22","Level 4 & Above",">100 - 300","NA","Q3 2020"
"1200","22","Level 4 & Above",">300","88.26","Q3 2020"
"1201","22","B1 & Below","30 & Below","NA","Q4 2020"
"1202","22","B1 & Below",">30 - 100","NA","Q4 2020"
"1203","22","B1 & Below",">100 - 300","209.47","Q4 2020"
"1204","22","B1 & Below",">300","NA","Q4 2020"
"1205","22","Level 1","30 & Below","428.42","Q4 2020"
"1206","22","Level 1",">30 - 100","124.23","Q4 2020"
"1207","22","Level 1",">100 - 300","113.02","Q4 2020"
"1208","22","Level 1",">300","NA","Q4 2020"
"1209","22","Level 2 & 3","30 & Below","234.26","Q4 2020"
"1210","22","Level 2 & 3",">30 - 100","169.47","Q4 2020"
"1211","22","Level 2 & 3",">100 - 300","120.48","Q4 2020"
"1212","22","Level 2 & 3",">300","105.06","Q4 2020"
"1213","22","Level 4 & Above","30 & Below","NA","Q4 2020"
"1214","22","Level 4 & Above",">30 - 100","146.24","Q4 2020"
"1215","22","Level 4 & Above",">100 - 300","NA","Q4 2020"
"1216","22","Level 4 & Above",">300","NA","Q4 2020"
"1217","22","B1 & Below","30 & Below","297.99","Q1 2021"
"1218","22","B1 & Below",">30 - 100","264.40","Q1 2021"
"1219","22","B1 & Below",">100 - 300","165.05","Q1 2021"
"1220","22","B1 & Below",">300","NA","Q1 2021"
"1221","22","Level 1","30 & Below","328.20","Q1 2021"
"1222","22","Level 1",">30 - 100","214.84","Q1 2021"
"1223","22","Level 1",">100 - 300","83.43","Q1 2021"
"1224","22","Level 1",">300","NA","Q1 2021"
"1225","22","Level 2 & 3","30 & Below","246.97","Q1 2021"
"1226","22","Level 2 & 3",">30 - 100","150.88","Q1 2021"
"1227","22","Level 2 & 3",">100 - 300","143.16","Q1 2021"
"1228","22","Level 2 & 3",">300","NA","Q1 2021"
"1229","22","Level 4 & Above","30 & Below","NA","Q1 2021"
"1230","22","Level 4 & Above",">30 - 100","162.22","Q1 2021"
"1231","22","Level 4 & Above",">100 - 300","132.30","Q1 2021"
"1232","22","Level 4 & Above",">300","NA","Q1 2021"
"1233","22","B1 & Below","30 & Below","366.52","Q2 2021"
"1234","22","B1 & Below",">30 - 100","245.55","Q2 2021"
"1235","22","B1 & Below",">100 - 300","NA","Q2 2021"
"1236","22","B1 & Below",">300","NA","Q2 2021"
"1237","22","Level 1","30 & Below","335.67","Q2 2021"
"1238","22","Level 1",">30 - 100","198.11","Q2 2021"
"1239","22","Level 1",">100 - 300","159.90","Q2 2021"
"1240","22","Level 1",">300","NA","Q2 2021"
"1241","22","Level 2 & 3","30 & Below","246.00","Q2 2021"
"1242","22","Level 2 & 3",">30 - 100","199.14","Q2 2021"
"1243","22","Level 2 & 3",">100 - 300","163.59","Q2 2021"
"1244","22","Level 2 & 3",">300","NA","Q2 2021"
"1245","22","Level 4 & Above","30 & Below","NA","Q2 2021"
"1246","22","Level 4 & Above",">30 - 100","108.74","Q2 2021"
"1247","22","Level 4 & Above",">100 - 300","NA","Q2 2021"
"1248","22","Level 4 & Above",">300","NA","Q2 2021"
"1249","22","B1 & Below","30 & Below","286.46","Q3 2021"
"1250","22","B1 & Below",">30 - 100","218.52","Q3 2021"
"1251","22","B1 & Below",">100 - 300","240.40","Q3 2021"
"1252","22","B1 & Below",">300","NA","Q3 2021"
"1253","22","Level 1","30 & Below","358.95","Q3 2021"
"1254","22","Level 1",">30 - 100","218.36","Q3 2021"
"1255","22","Level 1",">100 - 300","156.65","Q3 2021"
"1256","22","Level 1",">300","119.45","Q3 2021"
"1257","22","Level 2 & 3","30 & Below","222.47","Q3 2021"
"1258","22","Level 2 & 3",">30 - 100","144.14","Q3 2021"
"1259","22","Level 2 & 3",">100 - 300","172.17","Q3 2021"
"1260","22","Level 2 & 3",">300","149.18","Q3 2021"
"1261","22","Level 4 & Above","30 & Below","NA","Q3 2021"
"1262","22","Level 4 & Above",">30 - 100","137.50","Q3 2021"
"1263","22","Level 4 & Above",">100 - 300","NA","Q3 2021"
"1264","22","Level 4 & Above",">300","NA","Q3 2021"
"1265","22","B1 & Below","30 & Below","263.65","Q4 2021"
"1266","22","B1 & Below",">30 - 100","261.89","Q4 2021"
"1267","22","B1 & Below",">100 - 300","NA","Q4 2021"
"1268","22","B1 & Below",">300","NA","Q4 2021"
"1269","22","Level 1","30 & Below","344.43","Q4 2021"
"1270","22","Level 1",">30 - 100","237.13","Q4 2021"
"1271","22","Level 1",">100 - 300","168.19","Q4 2021"
"1272","22","Level 1",">300","139.09","Q4 2021"
"1273","22","Level 2 & 3","30 & Below","262.77","Q4 2021"
"1274","22","Level 2 & 3",">30 - 100","136.36","Q4 2021"
"1275","22","Level 2 & 3",">100 - 300","185.64","Q4 2021"
"1276","22","Level 2 & 3",">300","115.84","Q4 2021"
"1277","22","Level 4 & Above","30 & Below","NA","Q4 2021"
"1278","22","Level 4 & Above",">30 - 100","165.45","Q4 2021"
"1279","22","Level 4 & Above",">100 - 300","74.27","Q4 2021"
"1280","22","Level 4 & Above",">300","103.21","Q4 2021"
"1281","23","B1 & Below","30 & Below","350.68","Q1 2012"
"1282","23","B1 & Below",">30 - 100","NA","Q1 2012"
"1283","23","B1 & Below",">100 - 300","NA","Q1 2012"
"1284","23","B1 & Below",">300","NA","Q1 2012"
"1285","23","Level 1","30 & Below","225.85","Q1 2012"
"1286","23","Level 1",">30 - 100","118.45","Q1 2012"
"1287","23","Level 1",">100 - 300","98.27","Q1 2012"
"1288","23","Level 1",">300","41.20","Q1 2012"
"1289","23","Level 2 & 3","30 & Below","271.63","Q1 2012"
"1290","23","Level 2 & 3",">30 - 100","204.79","Q1 2012"
"1291","23","Level 2 & 3",">100 - 300","139.93","Q1 2012"
"1292","23","Level 2 & 3",">300","131.31","Q1 2012"
"1293","23","Level 4 & Above","30 & Below","NA","Q1 2012"
"1294","23","Level 4 & Above",">30 - 100","183.11","Q1 2012"
"1295","23","Level 4 & Above",">100 - 300","NA","Q1 2012"
"1296","23","Level 4 & Above",">300","NA","Q1 2012"
"1297","23","B1 & Below","30 & Below","NA","Q2 2012"
"1298","23","B1 & Below",">30 - 100","188.59","Q2 2012"
"1299","23","B1 & Below",">100 - 300","NA","Q2 2012"
"1300","23","B1 & Below",">300","NA","Q2 2012"
"1301","23","Level 1","30 & Below","NA","Q2 2012"
"1302","23","Level 1",">30 - 100","134.58","Q2 2012"
"1303","23","Level 1",">100 - 300","120.22","Q2 2012"
"1304","23","Level 1",">300","NA","Q2 2012"
"1305","23","Level 2 & 3","30 & Below","NA","Q2 2012"
"1306","23","Level 2 & 3",">30 - 100","261.92","Q2 2012"
"1307","23","Level 2 & 3",">100 - 300","NA","Q2 2012"
"1308","23","Level 2 & 3",">300","NA","Q2 2012"
"1309","23","Level 4 & Above","30 & Below","NA","Q2 2012"
"1310","23","Level 4 & Above",">30 - 100","205.63","Q2 2012"
"1311","23","Level 4 & Above",">100 - 300","NA","Q2 2012"
"1312","23","Level 4 & Above",">300","NA","Q2 2012"
"1313","23","B1 & Below","30 & Below","245.38","Q3 2012"
"1314","23","B1 & Below",">30 - 100","NA","Q3 2012"
"1315","23","B1 & Below",">100 - 300","NA","Q3 2012"
"1316","23","B1 & Below",">300","NA","Q3 2012"
"1317","23","Level 1","30 & Below","NA","Q3 2012"
"1318","23","Level 1",">30 - 100","91.93","Q3 2012"
"1319","23","Level 1",">100 - 300","14.96","Q3 2012"
"1320","23","Level 1",">300","NA","Q3 2012"
"1321","23","Level 2 & 3","30 & Below","215.06","Q3 2012"
"1322","23","Level 2 & 3",">30 - 100","NA","Q3 2012"
"1323","23","Level 2 & 3",">100 - 300","NA","Q3 2012"
"1324","23","Level 2 & 3",">300","NA","Q3 2012"
"1325","23","Level 4 & Above","30 & Below","NA","Q3 2012"
"1326","23","Level 4 & Above",">30 - 100","NA","Q3 2012"
"1327","23","Level 4 & Above",">100 - 300","NA","Q3 2012"
"1328","23","Level 4 & Above",">300","NA","Q3 2012"
"1329","23","B1 & Below","30 & Below","NA","Q4 2012"
"1330","23","B1 & Below",">30 - 100","NA","Q4 2012"
"1331","23","B1 & Below",">100 - 300","NA","Q4 2012"
"1332","23","B1 & Below",">300","NA","Q4 2012"
"1333","23","Level 1","30 & Below","301.00","Q4 2012"
"1334","23","Level 1",">30 - 100","172.68","Q4 2012"
"1335","23","Level 1",">100 - 300","NA","Q4 2012"
"1336","23","Level 1",">300","NA","Q4 2012"
"1337","23","Level 2 & 3","30 & Below","NA","Q4 2012"
"1338","23","Level 2 & 3",">30 - 100","240.87","Q4 2012"
"1339","23","Level 2 & 3",">100 - 300","NA","Q4 2012"
"1340","23","Level 2 & 3",">300","62.96","Q4 2012"
"1341","23","Level 4 & Above","30 & Below","NA","Q4 2012"
"1342","23","Level 4 & Above",">30 - 100","167.69","Q4 2012"
"1343","23","Level 4 & Above",">100 - 300","NA","Q4 2012"
"1344","23","Level 4 & Above",">300","NA","Q4 2012"
"1345","23","B1 & Below","30 & Below","NA","Q1 2013"
"1346","23","B1 & Below",">30 - 100","NA","Q1 2013"
"1347","23","B1 & Below",">100 - 300","NA","Q1 2013"
"1348","23","B1 & Below",">300","NA","Q1 2013"
"1349","23","Level 1","30 & Below","280.31","Q1 2013"
"1350","23","Level 1",">30 - 100","225.17","Q1 2013"
"1351","23","Level 1",">100 - 300","NA","Q1 2013"
"1352","23","Level 1",">300","NA","Q1 2013"
"1353","23","Level 2 & 3","30 & Below","286.44","Q1 2013"
"1354","23","Level 2 & 3",">30 - 100","219.09","Q1 2013"
"1355","23","Level 2 & 3",">100 - 300","NA","Q1 2013"
"1356","23","Level 2 & 3",">300","NA","Q1 2013"
"1357","23","Level 4 & Above","30 & Below","NA","Q1 2013"
"1358","23","Level 4 & Above",">30 - 100","180.88","Q1 2013"
"1359","23","Level 4 & Above",">100 - 300","NA","Q1 2013"
"1360","23","Level 4 & Above",">300","NA","Q1 2013"
"1361","23","B1 & Below","30 & Below","316.52","Q2 2013"
"1362","23","B1 & Below",">30 - 100","312.23","Q2 2013"
"1363","23","B1 & Below",">100 - 300","NA","Q2 2013"
"1364","23","B1 & Below",">300","NA","Q2 2013"
"1365","23","Level 1","30 & Below","301.37","Q2 2013"
"1366","23","Level 1",">30 - 100","194.85","Q2 2013"
"1367","23","Level 1",">100 - 300","103.26","Q2 2013"
"1368","23","Level 1",">300","NA","Q2 2013"
"1369","23","Level 2 & 3","30 & Below","273.88","Q2 2013"
"1370","23","Level 2 & 3",">30 - 100","258.34","Q2 2013"
"1371","23","Level 2 & 3",">100 - 300","NA","Q2 2013"
"1372","23","Level 2 & 3",">300","NA","Q2 2013"
"1373","23","Level 4 & Above","30 & Below","NA","Q2 2013"
"1374","23","Level 4 & Above",">30 - 100","NA","Q2 2013"
"1375","23","Level 4 & Above",">100 - 300","NA","Q2 2013"
"1376","23","Level 4 & Above",">300","NA","Q2 2013"
"1377","23","B1 & Below","30 & Below","NA","Q3 2013"
"1378","23","B1 & Below",">30 - 100","NA","Q3 2013"
"1379","23","B1 & Below",">100 - 300","NA","Q3 2013"
"1380","23","B1 & Below",">300","NA","Q3 2013"
"1381","23","Level 1","30 & Below","310.27","Q3 2013"
"1382","23","Level 1",">30 - 100","258.30","Q3 2013"
"1383","23","Level 1",">100 - 300","209.57","Q3 2013"
"1384","23","Level 1",">300","NA","Q3 2013"
