"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"1395","13","B1 & Below",">100 - 300","NA","Q4 2013"
"1396","13","B1 & Below",">300","NA","Q4 2013"
"1397","13","Level 1","30 & Below","NA","Q4 2013"
"1398","13","Level 1",">30 - 100","NA","Q4 2013"
"1399","13","Level 1",">100 - 300","NA","Q4 2013"
"1400","13","Level 1",">300","NA","Q4 2013"
"1401","13","Level 2 & 3","30 & Below","NA","Q4 2013"
"1402","13","Level 2 & 3",">30 - 100","NA","Q4 2013"
"1403","13","Level 2 & 3",">100 - 300","NA","Q4 2013"
"1404","13","Level 2 & 3",">300","NA","Q4 2013"
"1405","13","Level 4 & Above","30 & Below","NA","Q4 2013"
"1406","13","Level 4 & Above",">30 - 100","NA","Q4 2013"
"1407","13","Level 4 & Above",">100 - 300","NA","Q4 2013"
"1408","13","Level 4 & Above",">300","NA","Q4 2013"
"1409","13","B1 & Below","30 & Below","NA","Q1 2014"
"1410","13","B1 & Below",">30 - 100","NA","Q1 2014"
"1411","13","B1 & Below",">100 - 300","NA","Q1 2014"
"1412","13","B1 & Below",">300","NA","Q1 2014"
"1413","13","Level 1","30 & Below","NA","Q1 2014"
"1414","13","Level 1",">30 - 100","NA","Q1 2014"
"1415","13","Level 1",">100 - 300","NA","Q1 2014"
"1416","13","Level 1",">300","NA","Q1 2014"
"1417","13","Level 2 & 3","30 & Below","NA","Q1 2014"
"1418","13","Level 2 & 3",">30 - 100","NA","Q1 2014"
"1419","13","Level 2 & 3",">100 - 300","NA","Q1 2014"
"1420","13","Level 2 & 3",">300","NA","Q1 2014"
"1421","13","Level 4 & Above","30 & Below","NA","Q1 2014"
"1422","13","Level 4 & Above",">30 - 100","NA","Q1 2014"
"1423","13","Level 4 & Above",">100 - 300","NA","Q1 2014"
"1424","13","Level 4 & Above",">300","NA","Q1 2014"
"1425","13","B1 & Below","30 & Below","NA","Q2 2014"
"1426","13","B1 & Below",">30 - 100","NA","Q2 2014"
"1427","13","B1 & Below",">100 - 300","NA","Q2 2014"
"1428","13","B1 & Below",">300","NA","Q2 2014"
"1429","13","Level 1","30 & Below","NA","Q2 2014"
"1430","13","Level 1",">30 - 100","NA","Q2 2014"
"1431","13","Level 1",">100 - 300","NA","Q2 2014"
"1432","13","Level 1",">300","NA","Q2 2014"
"1433","13","Level 2 & 3","30 & Below","NA","Q2 2014"
"1434","13","Level 2 & 3",">30 - 100","NA","Q2 2014"
"1435","13","Level 2 & 3",">100 - 300","NA","Q2 2014"
"1436","13","Level 2 & 3",">300","NA","Q2 2014"
"1437","13","Level 4 & Above","30 & Below","NA","Q2 2014"
"1438","13","Level 4 & Above",">30 - 100","NA","Q2 2014"
"1439","13","Level 4 & Above",">100 - 300","NA","Q2 2014"
"1440","13","Level 4 & Above",">300","NA","Q2 2014"
"1441","13","B1 & Below","30 & Below","NA","Q3 2014"
"1442","13","B1 & Below",">30 - 100","NA","Q3 2014"
"1443","13","B1 & Below",">100 - 300","NA","Q3 2014"
"1444","13","B1 & Below",">300","NA","Q3 2014"
"1445","13","Level 1","30 & Below","NA","Q3 2014"
"1446","13","Level 1",">30 - 100","NA","Q3 2014"
"1447","13","Level 1",">100 - 300","NA","Q3 2014"
"1448","13","Level 1",">300","NA","Q3 2014"
"1449","13","Level 2 & 3","30 & Below","NA","Q3 2014"
"1450","13","Level 2 & 3",">30 - 100","NA","Q3 2014"
"1451","13","Level 2 & 3",">100 - 300","NA","Q3 2014"
"1452","13","Level 2 & 3",">300","NA","Q3 2014"
"1453","13","Level 4 & Above","30 & Below","NA","Q3 2014"
"1454","13","Level 4 & Above",">30 - 100","NA","Q3 2014"
"1455","13","Level 4 & Above",">100 - 300","NA","Q3 2014"
"1456","13","Level 4 & Above",">300","NA","Q3 2014"
"1457","13","B1 & Below","30 & Below","NA","Q4 2014"
"1458","13","B1 & Below",">30 - 100","NA","Q4 2014"
"1459","13","B1 & Below",">100 - 300","NA","Q4 2014"
"1460","13","B1 & Below",">300","NA","Q4 2014"
"1461","13","Level 1","30 & Below","NA","Q4 2014"
"1462","13","Level 1",">30 - 100","NA","Q4 2014"
"1463","13","Level 1",">100 - 300","NA","Q4 2014"
"1464","13","Level 1",">300","NA","Q4 2014"
"1465","13","Level 2 & 3","30 & Below","NA","Q4 2014"
"1466","13","Level 2 & 3",">30 - 100","NA","Q4 2014"
"1467","13","Level 2 & 3",">100 - 300","NA","Q4 2014"
"1468","13","Level 2 & 3",">300","NA","Q4 2014"
"1469","13","Level 4 & Above","30 & Below","NA","Q4 2014"
"1470","13","Level 4 & Above",">30 - 100","NA","Q4 2014"
"1471","13","Level 4 & Above",">100 - 300","NA","Q4 2014"
"1472","13","Level 4 & Above",">300","NA","Q4 2014"
"1473","13","B1 & Below","30 & Below","NA","Q1 2015"
"1474","13","B1 & Below",">30 - 100","NA","Q1 2015"
"1475","13","B1 & Below",">100 - 300","NA","Q1 2015"
"1476","13","B1 & Below",">300","NA","Q1 2015"
"1477","13","Level 1","30 & Below","NA","Q1 2015"
"1478","13","Level 1",">30 - 100","NA","Q1 2015"
"1479","13","Level 1",">100 - 300","NA","Q1 2015"
"1480","13","Level 1",">300","NA","Q1 2015"
"1481","13","Level 2 & 3","30 & Below","NA","Q1 2015"
"1482","13","Level 2 & 3",">30 - 100","NA","Q1 2015"
"1483","13","Level 2 & 3",">100 - 300","NA","Q1 2015"
"1484","13","Level 2 & 3",">300","NA","Q1 2015"
"1485","13","Level 4 & Above","30 & Below","NA","Q1 2015"
"1486","13","Level 4 & Above",">30 - 100","NA","Q1 2015"
"1487","13","Level 4 & Above",">100 - 300","NA","Q1 2015"
"1488","13","Level 4 & Above",">300","NA","Q1 2015"
"1489","13","B1 & Below","30 & Below","NA","Q2 2015"
"1490","13","B1 & Below",">30 - 100","NA","Q2 2015"
"1491","13","B1 & Below",">100 - 300","NA","Q2 2015"
"1492","13","B1 & Below",">300","NA","Q2 2015"
"1493","13","Level 1","30 & Below","NA","Q2 2015"
"1494","13","Level 1",">30 - 100","NA","Q2 2015"
"1495","13","Level 1",">100 - 300","NA","Q2 2015"
"1496","13","Level 1",">300","NA","Q2 2015"
"1497","13","Level 2 & 3","30 & Below","NA","Q2 2015"
"1498","13","Level 2 & 3",">30 - 100","NA","Q2 2015"
"1499","13","Level 2 & 3",">100 - 300","NA","Q2 2015"
"1500","13","Level 2 & 3",">300","NA","Q2 2015"
"1501","13","Level 4 & Above","30 & Below","NA","Q2 2015"
"1502","13","Level 4 & Above",">30 - 100","NA","Q2 2015"
"1503","13","Level 4 & Above",">100 - 300","NA","Q2 2015"
"1504","13","Level 4 & Above",">300","NA","Q2 2015"
"1505","13","B1 & Below","30 & Below","NA","Q3 2015"
"1506","13","B1 & Below",">30 - 100","NA","Q3 2015"
"1507","13","B1 & Below",">100 - 300","NA","Q3 2015"
"1508","13","B1 & Below",">300","NA","Q3 2015"
"1509","13","Level 1","30 & Below","NA","Q3 2015"
"1510","13","Level 1",">30 - 100","NA","Q3 2015"
"1511","13","Level 1",">100 - 300","NA","Q3 2015"
"1512","13","Level 1",">300","NA","Q3 2015"
"1513","13","Level 2 & 3","30 & Below","NA","Q3 2015"
"1514","13","Level 2 & 3",">30 - 100","NA","Q3 2015"
"1515","13","Level 2 & 3",">100 - 300","NA","Q3 2015"
"1516","13","Level 2 & 3",">300","NA","Q3 2015"
"1517","13","Level 4 & Above","30 & Below","NA","Q3 2015"
"1518","13","Level 4 & Above",">30 - 100","NA","Q3 2015"
"1519","13","Level 4 & Above",">100 - 300","NA","Q3 2015"
"1520","13","Level 4 & Above",">300","NA","Q3 2015"
"1521","13","B1 & Below","30 & Below","NA","Q4 2015"
"1522","13","B1 & Below",">30 - 100","NA","Q4 2015"
"1523","13","B1 & Below",">100 - 300","NA","Q4 2015"
"1524","13","B1 & Below",">300","NA","Q4 2015"
"1525","13","Level 1","30 & Below","NA","Q4 2015"
"1526","13","Level 1",">30 - 100","NA","Q4 2015"
"1527","13","Level 1",">100 - 300","NA","Q4 2015"
"1528","13","Level 1",">300","NA","Q4 2015"
"1529","13","Level 2 & 3","30 & Below","NA","Q4 2015"
"1530","13","Level 2 & 3",">30 - 100","NA","Q4 2015"
"1531","13","Level 2 & 3",">100 - 300","NA","Q4 2015"
"1532","13","Level 2 & 3",">300","NA","Q4 2015"
"1533","13","Level 4 & Above","30 & Below","NA","Q4 2015"
"1534","13","Level 4 & Above",">30 - 100","NA","Q4 2015"
"1535","13","Level 4 & Above",">100 - 300","NA","Q4 2015"
"1536","13","Level 4 & Above",">300","NA","Q4 2015"
"1537","13","B1 & Below","30 & Below","NA","Q1 2016"
"1538","13","B1 & Below",">30 - 100","NA","Q1 2016"
"1539","13","B1 & Below",">100 - 300","NA","Q1 2016"
"1540","13","B1 & Below",">300","NA","Q1 2016"
"1541","13","Level 1","30 & Below","NA","Q1 2016"
"1542","13","Level 1",">30 - 100","NA","Q1 2016"
"1543","13","Level 1",">100 - 300","NA","Q1 2016"
"1544","13","Level 1",">300","NA","Q1 2016"
"1545","13","Level 2 & 3","30 & Below","NA","Q1 2016"
"1546","13","Level 2 & 3",">30 - 100","NA","Q1 2016"
"1547","13","Level 2 & 3",">100 - 300","NA","Q1 2016"
"1548","13","Level 2 & 3",">300","NA","Q1 2016"
"1549","13","Level 4 & Above","30 & Below","NA","Q1 2016"
"1550","13","Level 4 & Above",">30 - 100","NA","Q1 2016"
"1551","13","Level 4 & Above",">100 - 300","NA","Q1 2016"
"1552","13","Level 4 & Above",">300","NA","Q1 2016"
"1553","13","B1 & Below","30 & Below","NA","Q2 2016"
"1554","13","B1 & Below",">30 - 100","NA","Q2 2016"
"1555","13","B1 & Below",">100 - 300","NA","Q2 2016"
"1556","13","B1 & Below",">300","NA","Q2 2016"
"1557","13","Level 1","30 & Below","NA","Q2 2016"
"1558","13","Level 1",">30 - 100","NA","Q2 2016"
"1559","13","Level 1",">100 - 300","NA","Q2 2016"
"1560","13","Level 1",">300","NA","Q2 2016"
"1561","13","Level 2 & 3","30 & Below","NA","Q2 2016"
"1562","13","Level 2 & 3",">30 - 100","NA","Q2 2016"
"1563","13","Level 2 & 3",">100 - 300","NA","Q2 2016"
"1564","13","Level 2 & 3",">300","NA","Q2 2016"
"1565","13","Level 4 & Above","30 & Below","NA","Q2 2016"
"1566","13","Level 4 & Above",">30 - 100","NA","Q2 2016"
"1567","13","Level 4 & Above",">100 - 300","NA","Q2 2016"
"1568","13","Level 4 & Above",">300","NA","Q2 2016"
"1569","13","B1 & Below","30 & Below","NA","Q3 2016"
"1570","13","B1 & Below",">30 - 100","NA","Q3 2016"
"1571","13","B1 & Below",">100 - 300","NA","Q3 2016"
"1572","13","B1 & Below",">300","NA","Q3 2016"
"1573","13","Level 1","30 & Below","NA","Q3 2016"
"1574","13","Level 1",">30 - 100","NA","Q3 2016"
"1575","13","Level 1",">100 - 300","NA","Q3 2016"
"1576","13","Level 1",">300","NA","Q3 2016"
"1577","13","Level 2 & 3","30 & Below","NA","Q3 2016"
"1578","13","Level 2 & 3",">30 - 100","NA","Q3 2016"
"1579","13","Level 2 & 3",">100 - 300","NA","Q3 2016"
"1580","13","Level 2 & 3",">300","NA","Q3 2016"
"1581","13","Level 4 & Above","30 & Below","NA","Q3 2016"
"1582","13","Level 4 & Above",">30 - 100","NA","Q3 2016"
"1583","13","Level 4 & Above",">100 - 300","NA","Q3 2016"
"1584","13","Level 4 & Above",">300","NA","Q3 2016"
"1585","13","B1 & Below","30 & Below","NA","Q4 2016"
"1586","13","B1 & Below",">30 - 100","NA","Q4 2016"
"1587","13","B1 & Below",">100 - 300","NA","Q4 2016"
"1588","13","B1 & Below",">300","NA","Q4 2016"
"1589","13","Level 1","30 & Below","NA","Q4 2016"
"1590","13","Level 1",">30 - 100","NA","Q4 2016"
"1591","13","Level 1",">100 - 300","NA","Q4 2016"
"1592","13","Level 1",">300","NA","Q4 2016"
"1593","13","Level 2 & 3","30 & Below","NA","Q4 2016"
"1594","13","Level 2 & 3",">30 - 100","NA","Q4 2016"
"1595","13","Level 2 & 3",">100 - 300","NA","Q4 2016"
"1596","13","Level 2 & 3",">300","NA","Q4 2016"
"1597","13","Level 4 & Above","30 & Below","NA","Q4 2016"
"1598","13","Level 4 & Above",">30 - 100","NA","Q4 2016"
"1599","13","Level 4 & Above",">100 - 300","NA","Q4 2016"
"1600","13","Level 4 & Above",">300","NA","Q4 2016"
"1601","13","B1 & Below","30 & Below","NA","Q1 2017"
"1602","13","B1 & Below",">30 - 100","NA","Q1 2017"
"1603","13","B1 & Below",">100 - 300","NA","Q1 2017"
"1604","13","B1 & Below",">300","NA","Q1 2017"
"1605","13","Level 1","30 & Below","NA","Q1 2017"
"1606","13","Level 1",">30 - 100","NA","Q1 2017"
"1607","13","Level 1",">100 - 300","NA","Q1 2017"
"1608","13","Level 1",">300","NA","Q1 2017"
"1609","13","Level 2 & 3","30 & Below","NA","Q1 2017"
"1610","13","Level 2 & 3",">30 - 100","NA","Q1 2017"
"1611","13","Level 2 & 3",">100 - 300","NA","Q1 2017"
"1612","13","Level 2 & 3",">300","NA","Q1 2017"
"1613","13","Level 4 & Above","30 & Below","NA","Q1 2017"
"1614","13","Level 4 & Above",">30 - 100","NA","Q1 2017"
"1615","13","Level 4 & Above",">100 - 300","NA","Q1 2017"
"1616","13","Level 4 & Above",">300","NA","Q1 2017"
"1617","13","B1 & Below","30 & Below","NA","Q2 2017"
"1618","13","B1 & Below",">30 - 100","NA","Q2 2017"
"1619","13","B1 & Below",">100 - 300","NA","Q2 2017"
"1620","13","B1 & Below",">300","NA","Q2 2017"
"1621","13","Level 1","30 & Below","NA","Q2 2017"
"1622","13","Level 1",">30 - 100","103.58","Q2 2017"
"1623","13","Level 1",">100 - 300","NA","Q2 2017"
"1624","13","Level 1",">300","NA","Q2 2017"
"1625","13","Level 2 & 3","30 & Below","NA","Q2 2017"
"1626","13","Level 2 & 3",">30 - 100","NA","Q2 2017"
"1627","13","Level 2 & 3",">100 - 300","NA","Q2 2017"
"1628","13","Level 2 & 3",">300","NA","Q2 2017"
"1629","13","Level 4 & Above","30 & Below","NA","Q2 2017"
"1630","13","Level 4 & Above",">30 - 100","NA","Q2 2017"
"1631","13","Level 4 & Above",">100 - 300","NA","Q2 2017"
"1632","13","Level 4 & Above",">300","NA","Q2 2017"
"1633","13","B1 & Below","30 & Below","NA","Q3 2017"
"1634","13","B1 & Below",">30 - 100","NA","Q3 2017"
"1635","13","B1 & Below",">100 - 300","NA","Q3 2017"
"1636","13","B1 & Below",">300","NA","Q3 2017"
"1637","13","Level 1","30 & Below","122.22","Q3 2017"
"1638","13","Level 1",">30 - 100","109.38","Q3 2017"
"1639","13","Level 1",">100 - 300","NA","Q3 2017"
"1640","13","Level 1",">300","NA","Q3 2017"
"1641","13","Level 2 & 3","30 & Below","NA","Q3 2017"
"1642","13","Level 2 & 3",">30 - 100","NA","Q3 2017"
"1643","13","Level 2 & 3",">100 - 300","NA","Q3 2017"
"1644","13","Level 2 & 3",">300","NA","Q3 2017"
"1645","13","Level 4 & Above","30 & Below","NA","Q3 2017"
"1646","13","Level 4 & Above",">30 - 100","NA","Q3 2017"
"1647","13","Level 4 & Above",">100 - 300","NA","Q3 2017"
"1648","13","Level 4 & Above",">300","NA","Q3 2017"
"1649","13","B1 & Below","30 & Below","NA","Q4 2017"
"1650","13","B1 & Below",">30 - 100","NA","Q4 2017"
"1651","13","B1 & Below",">100 - 300","NA","Q4 2017"
"1652","13","B1 & Below",">300","NA","Q4 2017"
"1653","13","Level 1","30 & Below","NA","Q4 2017"
"1654","13","Level 1",">30 - 100","89.35","Q4 2017"
"1655","13","Level 1",">100 - 300","NA","Q4 2017"
"1656","13","Level 1",">300","NA","Q4 2017"
"1657","13","Level 2 & 3","30 & Below","NA","Q4 2017"
"1658","13","Level 2 & 3",">30 - 100","NA","Q4 2017"
"1659","13","Level 2 & 3",">100 - 300","NA","Q4 2017"
"1660","13","Level 2 & 3",">300","NA","Q4 2017"
"1661","13","Level 4 & Above","30 & Below","NA","Q4 2017"
"1662","13","Level 4 & Above",">30 - 100","NA","Q4 2017"
"1663","13","Level 4 & Above",">100 - 300","NA","Q4 2017"
"1664","13","Level 4 & Above",">300","NA","Q4 2017"
"1665","13","B1 & Below","30 & Below","NA","Q1 2018"
"1666","13","B1 & Below",">30 - 100","NA","Q1 2018"
"1667","13","B1 & Below",">100 - 300","NA","Q1 2018"
"1668","13","B1 & Below",">300","NA","Q1 2018"
"1669","13","Level 1","30 & Below","NA","Q1 2018"
"1670","13","Level 1",">30 - 100","55.10","Q1 2018"
"1671","13","Level 1",">100 - 300","NA","Q1 2018"
"1672","13","Level 1",">300","NA","Q1 2018"
"1673","13","Level 2 & 3","30 & Below","NA","Q1 2018"
"1674","13","Level 2 & 3",">30 - 100","29.29","Q1 2018"
"1675","13","Level 2 & 3",">100 - 300","NA","Q1 2018"
"1676","13","Level 2 & 3",">300","NA","Q1 2018"
"1677","13","Level 4 & Above","30 & Below","NA","Q1 2018"
"1678","13","Level 4 & Above",">30 - 100","NA","Q1 2018"
"1679","13","Level 4 & Above",">100 - 300","NA","Q1 2018"
"1680","13","Level 4 & Above",">300","NA","Q1 2018"
"1681","13","B1 & Below","30 & Below","NA","Q2 2018"
"1682","13","B1 & Below",">30 - 100","NA","Q2 2018"
"1683","13","B1 & Below",">100 - 300","NA","Q2 2018"
"1684","13","B1 & Below",">300","NA","Q2 2018"
"1685","13","Level 1","30 & Below","105.06","Q2 2018"
"1686","13","Level 1",">30 - 100","99.64","Q2 2018"
"1687","13","Level 1",">100 - 300","NA","Q2 2018"
"1688","13","Level 1",">300","NA","Q2 2018"
"1689","13","Level 2 & 3","30 & Below","NA","Q2 2018"
"1690","13","Level 2 & 3",">30 - 100","NA","Q2 2018"
"1691","13","Level 2 & 3",">100 - 300","NA","Q2 2018"
"1692","13","Level 2 & 3",">300","NA","Q2 2018"
"1693","13","Level 4 & Above","30 & Below","NA","Q2 2018"
"1694","13","Level 4 & Above",">30 - 100","NA","Q2 2018"
"1695","13","Level 4 & Above",">100 - 300","NA","Q2 2018"
"1696","13","Level 4 & Above",">300","NA","Q2 2018"
"1697","13","B1 & Below","30 & Below","NA","Q3 2018"
"1698","13","B1 & Below",">30 - 100","NA","Q3 2018"
"1699","13","B1 & Below",">100 - 300","NA","Q3 2018"
"1700","13","B1 & Below",">300","NA","Q3 2018"
"1701","13","Level 1","30 & Below","NA","Q3 2018"
"1702","13","Level 1",">30 - 100","137.25","Q3 2018"
"1703","13","Level 1",">100 - 300","NA","Q3 2018"
"1704","13","Level 1",">300","NA","Q3 2018"
"1705","13","Level 2 & 3","30 & Below","NA","Q3 2018"
"1706","13","Level 2 & 3",">30 - 100","59.04","Q3 2018"
"1707","13","Level 2 & 3",">100 - 300","NA","Q3 2018"
"1708","13","Level 2 & 3",">300","NA","Q3 2018"
"1709","13","Level 4 & Above","30 & Below","NA","Q3 2018"
"1710","13","Level 4 & Above",">30 - 100","NA","Q3 2018"
"1711","13","Level 4 & Above",">100 - 300","NA","Q3 2018"
"1712","13","Level 4 & Above",">300","NA","Q3 2018"
"1713","13","B1 & Below","30 & Below","NA","Q4 2018"
"1714","13","B1 & Below",">30 - 100","NA","Q4 2018"
"1715","13","B1 & Below",">100 - 300","NA","Q4 2018"
"1716","13","B1 & Below",">300","NA","Q4 2018"
"1717","13","Level 1","30 & Below","NA","Q4 2018"
"1718","13","Level 1",">30 - 100","161.46","Q4 2018"
"1719","13","Level 1",">100 - 300","NA","Q4 2018"
"1720","13","Level 1",">300","NA","Q4 2018"
"1721","13","Level 2 & 3","30 & Below","NA","Q4 2018"
"1722","13","Level 2 & 3",">30 - 100","38.91","Q4 2018"
"1723","13","Level 2 & 3",">100 - 300","NA","Q4 2018"
"1724","13","Level 2 & 3",">300","NA","Q4 2018"
"1725","13","Level 4 & Above","30 & Below","NA","Q4 2018"
"1726","13","Level 4 & Above",">30 - 100","NA","Q4 2018"
"1727","13","Level 4 & Above",">100 - 300","NA","Q4 2018"
"1728","13","Level 4 & Above",">300","NA","Q4 2018"
"1729","13","B1 & Below","30 & Below","NA","Q1 2019"
"1730","13","B1 & Below",">30 - 100","NA","Q1 2019"
"1731","13","B1 & Below",">100 - 300","NA","Q1 2019"
"1732","13","B1 & Below",">300","NA","Q1 2019"
"1733","13","Level 1","30 & Below","NA","Q1 2019"
"1734","13","Level 1",">30 - 100","59.23","Q1 2019"
"1735","13","Level 1",">100 - 300","NA","Q1 2019"
"1736","13","Level 1",">300","NA","Q1 2019"
"1737","13","Level 2 & 3","30 & Below","NA","Q1 2019"
"1738","13","Level 2 & 3",">30 - 100","NA","Q1 2019"
"1739","13","Level 2 & 3",">100 - 300","NA","Q1 2019"
"1740","13","Level 2 & 3",">300","NA","Q1 2019"
"1741","13","Level 4 & Above","30 & Below","NA","Q1 2019"
"1742","13","Level 4 & Above",">30 - 100","NA","Q1 2019"
"1743","13","Level 4 & Above",">100 - 300","NA","Q1 2019"
"1744","13","Level 4 & Above",">300","NA","Q1 2019"
"1745","13","B1 & Below","30 & Below","NA","Q2 2019"
"1746","13","B1 & Below",">30 - 100","NA","Q2 2019"
"1747","13","B1 & Below",">100 - 300","NA","Q2 2019"
"1748","13","B1 & Below",">300","NA","Q2 2019"
"1749","13","Level 1","30 & Below","NA","Q2 2019"
"1750","13","Level 1",">30 - 100","107.65","Q2 2019"
"1751","13","Level 1",">100 - 300","NA","Q2 2019"
"1752","13","Level 1",">300","NA","Q2 2019"
"1753","13","Level 2 & 3","30 & Below","NA","Q2 2019"
"1754","13","Level 2 & 3",">30 - 100","NA","Q2 2019"
"1755","13","Level 2 & 3",">100 - 300","NA","Q2 2019"
"1756","13","Level 2 & 3",">300","NA","Q2 2019"
"1757","13","Level 4 & Above","30 & Below","NA","Q2 2019"
"1758","13","Level 4 & Above",">30 - 100","NA","Q2 2019"
"1759","13","Level 4 & Above",">100 - 300","NA","Q2 2019"
"1760","13","Level 4 & Above",">300","NA","Q2 2019"
"1761","13","B1 & Below","30 & Below","NA","Q3 2019"
"1762","13","B1 & Below",">30 - 100","NA","Q3 2019"
"1763","13","B1 & Below",">100 - 300","NA","Q3 2019"
"1764","13","B1 & Below",">300","NA","Q3 2019"
"1765","13","Level 1","30 & Below","NA","Q3 2019"
"1766","13","Level 1",">30 - 100","155.56","Q3 2019"
"1767","13","Level 1",">100 - 300","NA","Q3 2019"
"1768","13","Level 1",">300","NA","Q3 2019"
"1769","13","Level 2 & 3","30 & Below","NA","Q3 2019"
"1770","13","Level 2 & 3",">30 - 100","NA","Q3 2019"
"1771","13","Level 2 & 3",">100 - 300","NA","Q3 2019"
"1772","13","Level 2 & 3",">300","NA","Q3 2019"
"1773","13","Level 4 & Above","30 & Below","NA","Q3 2019"
"1774","13","Level 4 & Above",">30 - 100","NA","Q3 2019"
"1775","13","Level 4 & Above",">100 - 300","NA","Q3 2019"
"1776","13","Level 4 & Above",">300","NA","Q3 2019"
"1777","13","B1 & Below","30 & Below","NA","Q4 2019"
"1778","13","B1 & Below",">30 - 100","NA","Q4 2019"
"1779","13","B1 & Below",">100 - 300","NA","Q4 2019"
"1780","13","B1 & Below",">300","NA","Q4 2019"
"1781","13","Level 1","30 & Below","112.33","Q4 2019"
"1782","13","Level 1",">30 - 100","105.54","Q4 2019"
"1783","13","Level 1",">100 - 300","NA","Q4 2019"
"1784","13","Level 1",">300","NA","Q4 2019"
"1785","13","Level 2 & 3","30 & Below","NA","Q4 2019"
"1786","13","Level 2 & 3",">30 - 100","NA","Q4 2019"
"1787","13","Level 2 & 3",">100 - 300","NA","Q4 2019"
"1788","13","Level 2 & 3",">300","NA","Q4 2019"
"1789","13","Level 4 & Above","30 & Below","NA","Q4 2019"
"1790","13","Level 4 & Above",">30 - 100","NA","Q4 2019"
"1791","13","Level 4 & Above",">100 - 300","NA","Q4 2019"
"1792","13","Level 4 & Above",">300","NA","Q4 2019"
"1793","13","B1 & Below","30 & Below","NA","Q1 2020"
"1794","13","B1 & Below",">30 - 100","NA","Q1 2020"
"1795","13","B1 & Below",">100 - 300","NA","Q1 2020"
"1796","13","B1 & Below",">300","NA","Q1 2020"
"1797","13","Level 1","30 & Below","NA","Q1 2020"
"1798","13","Level 1",">30 - 100","87.06","Q1 2020"
"1799","13","Level 1",">100 - 300","NA","Q1 2020"
"1800","13","Level 1",">300","NA","Q1 2020"
"1801","13","Level 2 & 3","30 & Below","NA","Q1 2020"
"1802","13","Level 2 & 3",">30 - 100","NA","Q1 2020"
"1803","13","Level 2 & 3",">100 - 300","NA","Q1 2020"
"1804","13","Level 2 & 3",">300","NA","Q1 2020"
"1805","13","Level 4 & Above","30 & Below","NA","Q1 2020"
"1806","13","Level 4 & Above",">30 - 100","NA","Q1 2020"
"1807","13","Level 4 & Above",">100 - 300","NA","Q1 2020"
"1808","13","Level 4 & Above",">300","NA","Q1 2020"
"1809","13","B1 & Below","30 & Below","NA","Q2 2020"
"1810","13","B1 & Below",">30 - 100","NA","Q2 2020"
"1811","13","B1 & Below",">100 - 300","NA","Q2 2020"
"1812","13","B1 & Below",">300","NA","Q2 2020"
"1813","13","Level 1","30 & Below","NA","Q2 2020"
"1814","13","Level 1",">30 - 100","NA","Q2 2020"
"1815","13","Level 1",">100 - 300","NA","Q2 2020"
"1816","13","Level 1",">300","NA","Q2 2020"
"1817","13","Level 2 & 3","30 & Below","NA","Q2 2020"
"1818","13","Level 2 & 3",">30 - 100","NA","Q2 2020"
"1819","13","Level 2 & 3",">100 - 300","NA","Q2 2020"
"1820","13","Level 2 & 3",">300","NA","Q2 2020"
"1821","13","Level 4 & Above","30 & Below","NA","Q2 2020"
"1822","13","Level 4 & Above",">30 - 100","NA","Q2 2020"
"1823","13","Level 4 & Above",">100 - 300","NA","Q2 2020"
"1824","13","Level 4 & Above",">300","NA","Q2 2020"
"1825","13","B1 & Below","30 & Below","NA","Q3 2020"
"1826","13","B1 & Below",">30 - 100","NA","Q3 2020"
"1827","13","B1 & Below",">100 - 300","NA","Q3 2020"
"1828","13","B1 & Below",">300","NA","Q3 2020"
"1829","13","Level 1","30 & Below","104.12","Q3 2020"
"1830","13","Level 1",">30 - 100","81.40","Q3 2020"
"1831","13","Level 1",">100 - 300","NA","Q3 2020"
"1832","13","Level 1",">300","NA","Q3 2020"
"1833","13","Level 2 & 3","30 & Below","NA","Q3 2020"
"1834","13","Level 2 & 3",">30 - 100","NA","Q3 2020"
"1835","13","Level 2 & 3",">100 - 300","NA","Q3 2020"
"1836","13","Level 2 & 3",">300","NA","Q3 2020"
"1837","13","Level 4 & Above","30 & Below","NA","Q3 2020"
"1838","13","Level 4 & Above",">30 - 100","NA","Q3 2020"
"1839","13","Level 4 & Above",">100 - 300","NA","Q3 2020"
"1840","13","Level 4 & Above",">300","NA","Q3 2020"
"1841","13","B1 & Below","30 & Below","NA","Q4 2020"
"1842","13","B1 & Below",">30 - 100","NA","Q4 2020"
"1843","13","B1 & Below",">100 - 300","NA","Q4 2020"
"1844","13","B1 & Below",">300","NA","Q4 2020"
"1845","13","Level 1","30 & Below","73.33","Q4 2020"
"1846","13","Level 1",">30 - 100","93.89","Q4 2020"
"1847","13","Level 1",">100 - 300","NA","Q4 2020"
"1848","13","Level 1",">300","NA","Q4 2020"
"1849","13","Level 2 & 3","30 & Below","NA","Q4 2020"
"1850","13","Level 2 & 3",">30 - 100","NA","Q4 2020"
"1851","13","Level 2 & 3",">100 - 300","NA","Q4 2020"
"1852","13","Level 2 & 3",">300","NA","Q4 2020"
"1853","13","Level 4 & Above","30 & Below","NA","Q4 2020"
