"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"470","16","Level 1",">30 - 100","161.22","Q2 2019"
"471","16","Level 1",">100 - 300","NA","Q2 2019"
"472","16","Level 1",">300","NA","Q2 2019"
"473","16","Level 2 & 3","30 & Below","NA","Q2 2019"
"474","16","Level 2 & 3",">30 - 100","87.79","Q2 2019"
"475","16","Level 2 & 3",">100 - 300","78.48","Q2 2019"
"476","16","Level 2 & 3",">300","NA","Q2 2019"
"477","16","Level 4 & Above","30 & Below","NA","Q2 2019"
"478","16","Level 4 & Above",">30 - 100","NA","Q2 2019"
"479","16","Level 4 & Above",">100 - 300","NA","Q2 2019"
"480","16","Level 4 & Above",">300","NA","Q2 2019"
"481","16","B1 & Below","30 & Below","333.33","Q3 2019"
"482","16","B1 & Below",">30 - 100","199.42","Q3 2019"
"483","16","B1 & Below",">100 - 300","251.51","Q3 2019"
"484","16","B1 & Below",">300","NA","Q3 2019"
"485","16","Level 1","30 & Below","72.22","Q3 2019"
"486","16","Level 1",">30 - 100","99.89","Q3 2019"
"487","16","Level 1",">100 - 300","NA","Q3 2019"
"488","16","Level 1",">300","NA","Q3 2019"
"489","16","Level 2 & 3","30 & Below","NA","Q3 2019"
"490","16","Level 2 & 3",">30 - 100","NA","Q3 2019"
"491","16","Level 2 & 3",">100 - 300","NA","Q3 2019"
"492","16","Level 2 & 3",">300","NA","Q3 2019"
"493","16","Level 4 & Above","30 & Below","NA","Q3 2019"
"494","16","Level 4 & Above",">30 - 100","NA","Q3 2019"
"495","16","Level 4 & Above",">100 - 300","NA","Q3 2019"
"496","16","Level 4 & Above",">300","NA","Q3 2019"
"497","16","B1 & Below","30 & Below","356.68","Q4 2019"
"498","16","B1 & Below",">30 - 100","228.82","Q4 2019"
"499","16","B1 & Below",">100 - 300","NA","Q4 2019"
"500","16","B1 & Below",">300","NA","Q4 2019"
"501","16","Level 1","30 & Below","86.00","Q4 2019"
"502","16","Level 1",">30 - 100","231.24","Q4 2019"
"503","16","Level 1",">100 - 300","NA","Q4 2019"
"504","16","Level 1",">300","NA","Q4 2019"
"505","16","Level 2 & 3","30 & Below","NA","Q4 2019"
"506","16","Level 2 & 3",">30 - 100","104.58","Q4 2019"
"507","16","Level 2 & 3",">100 - 300","NA","Q4 2019"
"508","16","Level 2 & 3",">300","NA","Q4 2019"
"509","16","Level 4 & Above","30 & Below","NA","Q4 2019"
"510","16","Level 4 & Above",">30 - 100","NA","Q4 2019"
"511","16","Level 4 & Above",">100 - 300","NA","Q4 2019"
"512","16","Level 4 & Above",">300","NA","Q4 2019"
"513","16","B1 & Below","30 & Below","NA","Q1 2020"
"514","16","B1 & Below",">30 - 100","259.64","Q1 2020"
"515","16","B1 & Below",">100 - 300","NA","Q1 2020"
"516","16","B1 & Below",">300","NA","Q1 2020"
"517","16","Level 1","30 & Below","85.86","Q1 2020"
"518","16","Level 1",">30 - 100","86.12","Q1 2020"
"519","16","Level 1",">100 - 300","200.59","Q1 2020"
"520","16","Level 1",">300","NA","Q1 2020"
"521","16","Level 2 & 3","30 & Below","NA","Q1 2020"
"522","16","Level 2 & 3",">30 - 100","NA","Q1 2020"
"523","16","Level 2 & 3",">100 - 300","83.00","Q1 2020"
"524","16","Level 2 & 3",">300","NA","Q1 2020"
"525","16","Level 4 & Above","30 & Below","NA","Q1 2020"
"526","16","Level 4 & Above",">30 - 100","NA","Q1 2020"
"527","16","Level 4 & Above",">100 - 300","NA","Q1 2020"
"528","16","Level 4 & Above",">300","NA","Q1 2020"
"529","16","B1 & Below","30 & Below","NA","Q2 2020"
"530","16","B1 & Below",">30 - 100","251.85","Q2 2020"
"531","16","B1 & Below",">100 - 300","NA","Q2 2020"
"532","16","B1 & Below",">300","NA","Q2 2020"
"533","16","Level 1","30 & Below","85.60","Q2 2020"
"534","16","Level 1",">30 - 100","95.00","Q2 2020"
"535","16","Level 1",">100 - 300","NA","Q2 2020"
"536","16","Level 1",">300","NA","Q2 2020"
"537","16","Level 2 & 3","30 & Below","NA","Q2 2020"
"538","16","Level 2 & 3",">30 - 100","NA","Q2 2020"
"539","16","Level 2 & 3",">100 - 300","NA","Q2 2020"
"540","16","Level 2 & 3",">300","NA","Q2 2020"
"541","16","Level 4 & Above","30 & Below","NA","Q2 2020"
"542","16","Level 4 & Above",">30 - 100","NA","Q2 2020"
"543","16","Level 4 & Above",">100 - 300","NA","Q2 2020"
"544","16","Level 4 & Above",">300","NA","Q2 2020"
"545","16","B1 & Below","30 & Below","NA","Q3 2020"
"546","16","B1 & Below",">30 - 100","238.90","Q3 2020"
"547","16","B1 & Below",">100 - 300","NA","Q3 2020"
"548","16","B1 & Below",">300","NA","Q3 2020"
"549","16","Level 1","30 & Below","82.05","Q3 2020"
"550","16","Level 1",">30 - 100","92.51","Q3 2020"
"551","16","Level 1",">100 - 300","66.37","Q3 2020"
"552","16","Level 1",">300","NA","Q3 2020"
"553","16","Level 2 & 3","30 & Below","NA","Q3 2020"
"554","16","Level 2 & 3",">30 - 100","NA","Q3 2020"
"555","16","Level 2 & 3",">100 - 300","NA","Q3 2020"
"556","16","Level 2 & 3",">300","NA","Q3 2020"
"557","16","Level 4 & Above","30 & Below","NA","Q3 2020"
"558","16","Level 4 & Above",">30 - 100","NA","Q3 2020"
"559","16","Level 4 & Above",">100 - 300","NA","Q3 2020"
"560","16","Level 4 & Above",">300","NA","Q3 2020"
"561","16","B1 & Below","30 & Below","308.06","Q4 2020"
"562","16","B1 & Below",">30 - 100","156.45","Q4 2020"
"563","16","B1 & Below",">100 - 300","172.99","Q4 2020"
"564","16","B1 & Below",">300","NA","Q4 2020"
"565","16","Level 1","30 & Below","83.68","Q4 2020"
"566","16","Level 1",">30 - 100","158.01","Q4 2020"
"567","16","Level 1",">100 - 300","118.12","Q4 2020"
"568","16","Level 1",">300","NA","Q4 2020"
"569","16","Level 2 & 3","30 & Below","NA","Q4 2020"
"570","16","Level 2 & 3",">30 - 100","132.71","Q4 2020"
"571","16","Level 2 & 3",">100 - 300","NA","Q4 2020"
"572","16","Level 2 & 3",">300","NA","Q4 2020"
"573","16","Level 4 & Above","30 & Below","NA","Q4 2020"
"574","16","Level 4 & Above",">30 - 100","NA","Q4 2020"
"575","16","Level 4 & Above",">100 - 300","NA","Q4 2020"
"576","16","Level 4 & Above",">300","NA","Q4 2020"
"577","16","B1 & Below","30 & Below","251.33","Q1 2021"
"578","16","B1 & Below",">30 - 100","182.73","Q1 2021"
"579","16","B1 & Below",">100 - 300","NA","Q1 2021"
"580","16","B1 & Below",">300","NA","Q1 2021"
"581","16","Level 1","30 & Below","86.28","Q1 2021"
"582","16","Level 1",">30 - 100","130.38","Q1 2021"
"583","16","Level 1",">100 - 300","145.17","Q1 2021"
"584","16","Level 1",">300","NA","Q1 2021"
"585","16","Level 2 & 3","30 & Below","NA","Q1 2021"
"586","16","Level 2 & 3",">30 - 100","143.47","Q1 2021"
"587","16","Level 2 & 3",">100 - 300","127.66","Q1 2021"
"588","16","Level 2 & 3",">300","NA","Q1 2021"
"589","16","Level 4 & Above","30 & Below","NA","Q1 2021"
"590","16","Level 4 & Above",">30 - 100","NA","Q1 2021"
"591","16","Level 4 & Above",">100 - 300","NA","Q1 2021"
"592","16","Level 4 & Above",">300","NA","Q1 2021"
"593","16","B1 & Below","30 & Below","NA","Q2 2021"
"594","16","B1 & Below",">30 - 100","190.68","Q2 2021"
"595","16","B1 & Below",">100 - 300","NA","Q2 2021"
"596","16","B1 & Below",">300","NA","Q2 2021"
"597","16","Level 1","30 & Below","98.68","Q2 2021"
"598","16","Level 1",">30 - 100","160.12","Q2 2021"
"599","16","Level 1",">100 - 300","112.99","Q2 2021"
"600","16","Level 1",">300","NA","Q2 2021"
"601","16","Level 2 & 3","30 & Below","NA","Q2 2021"
"602","16","Level 2 & 3",">30 - 100","NA","Q2 2021"
"603","16","Level 2 & 3",">100 - 300","NA","Q2 2021"
"604","16","Level 2 & 3",">300","NA","Q2 2021"
"605","16","Level 4 & Above","30 & Below","NA","Q2 2021"
"606","16","Level 4 & Above",">30 - 100","NA","Q2 2021"
"607","16","Level 4 & Above",">100 - 300","NA","Q2 2021"
"608","16","Level 4 & Above",">300","NA","Q2 2021"
"609","16","B1 & Below","30 & Below","NA","Q3 2021"
"610","16","B1 & Below",">30 - 100","205.31","Q3 2021"
"611","16","B1 & Below",">100 - 300","120.82","Q3 2021"
"612","16","B1 & Below",">300","NA","Q3 2021"
"613","16","Level 1","30 & Below","95.12","Q3 2021"
"614","16","Level 1",">30 - 100","119.80","Q3 2021"
"615","16","Level 1",">100 - 300","84.60","Q3 2021"
"616","16","Level 1",">300","NA","Q3 2021"
"617","16","Level 2 & 3","30 & Below","NA","Q3 2021"
"618","16","Level 2 & 3",">30 - 100","114.22","Q3 2021"
"619","16","Level 2 & 3",">100 - 300","69.64","Q3 2021"
"620","16","Level 2 & 3",">300","NA","Q3 2021"
"621","16","Level 4 & Above","30 & Below","NA","Q3 2021"
"622","16","Level 4 & Above",">30 - 100","NA","Q3 2021"
"623","16","Level 4 & Above",">100 - 300","NA","Q3 2021"
"624","16","Level 4 & Above",">300","NA","Q3 2021"
"625","16","B1 & Below","30 & Below","394.59","Q4 2021"
"626","16","B1 & Below",">30 - 100","232.80","Q4 2021"
"627","16","B1 & Below",">100 - 300","NA","Q4 2021"
"628","16","B1 & Below",">300","NA","Q4 2021"
"629","16","Level 1","30 & Below","100.00","Q4 2021"
"630","16","Level 1",">30 - 100","141.51","Q4 2021"
"631","16","Level 1",">100 - 300","131.20","Q4 2021"
"632","16","Level 1",">300","NA","Q4 2021"
"633","16","Level 2 & 3","30 & Below","NA","Q4 2021"
"634","16","Level 2 & 3",">30 - 100","69.94","Q4 2021"
"635","16","Level 2 & 3",">100 - 300","NA","Q4 2021"
"636","16","Level 2 & 3",">300","NA","Q4 2021"
"637","16","Level 4 & Above","30 & Below","NA","Q4 2021"
"638","16","Level 4 & Above",">30 - 100","NA","Q4 2021"
"639","16","Level 4 & Above",">100 - 300","NA","Q4 2021"
"640","16","Level 4 & Above",">300","NA","Q4 2021"
"641","17","B1 & Below","30 & Below","NA","Q1 2012"
"642","17","B1 & Below",">30 - 100","NA","Q1 2012"
"643","17","B1 & Below",">100 - 300","NA","Q1 2012"
"644","17","B1 & Below",">300","NA","Q1 2012"
"645","17","Level 1","30 & Below","NA","Q1 2012"
"646","17","Level 1",">30 - 100","NA","Q1 2012"
"647","17","Level 1",">100 - 300","NA","Q1 2012"
"648","17","Level 1",">300","NA","Q1 2012"
"649","17","Level 2 & 3","30 & Below","NA","Q1 2012"
"650","17","Level 2 & 3",">30 - 100","NA","Q1 2012"
"651","17","Level 2 & 3",">100 - 300","NA","Q1 2012"
"652","17","Level 2 & 3",">300","NA","Q1 2012"
"653","17","Level 4 & Above","30 & Below","NA","Q1 2012"
"654","17","Level 4 & Above",">30 - 100","NA","Q1 2012"
"655","17","Level 4 & Above",">100 - 300","NA","Q1 2012"
"656","17","Level 4 & Above",">300","NA","Q1 2012"
"657","17","B1 & Below","30 & Below","NA","Q2 2012"
"658","17","B1 & Below",">30 - 100","NA","Q2 2012"
"659","17","B1 & Below",">100 - 300","NA","Q2 2012"
"660","17","B1 & Below",">300","NA","Q2 2012"
"661","17","Level 1","30 & Below","NA","Q2 2012"
"662","17","Level 1",">30 - 100","NA","Q2 2012"
"663","17","Level 1",">100 - 300","NA","Q2 2012"
"664","17","Level 1",">300","NA","Q2 2012"
"665","17","Level 2 & 3","30 & Below","NA","Q2 2012"
"666","17","Level 2 & 3",">30 - 100","NA","Q2 2012"
"667","17","Level 2 & 3",">100 - 300","NA","Q2 2012"
"668","17","Level 2 & 3",">300","NA","Q2 2012"
"669","17","Level 4 & Above","30 & Below","NA","Q2 2012"
"670","17","Level 4 & Above",">30 - 100","NA","Q2 2012"
"671","17","Level 4 & Above",">100 - 300","NA","Q2 2012"
"672","17","Level 4 & Above",">300","NA","Q2 2012"
"673","17","B1 & Below","30 & Below","NA","Q3 2012"
"674","17","B1 & Below",">30 - 100","NA","Q3 2012"
"675","17","B1 & Below",">100 - 300","NA","Q3 2012"
"676","17","B1 & Below",">300","NA","Q3 2012"
"677","17","Level 1","30 & Below","NA","Q3 2012"
"678","17","Level 1",">30 - 100","NA","Q3 2012"
"679","17","Level 1",">100 - 300","NA","Q3 2012"
"680","17","Level 1",">300","NA","Q3 2012"
"681","17","Level 2 & 3","30 & Below","NA","Q3 2012"
"682","17","Level 2 & 3",">30 - 100","NA","Q3 2012"
"683","17","Level 2 & 3",">100 - 300","NA","Q3 2012"
"684","17","Level 2 & 3",">300","NA","Q3 2012"
"685","17","Level 4 & Above","30 & Below","NA","Q3 2012"
"686","17","Level 4 & Above",">30 - 100","NA","Q3 2012"
"687","17","Level 4 & Above",">100 - 300","NA","Q3 2012"
"688","17","Level 4 & Above",">300","NA","Q3 2012"
"689","17","B1 & Below","30 & Below","NA","Q4 2012"
"690","17","B1 & Below",">30 - 100","NA","Q4 2012"
"691","17","B1 & Below",">100 - 300","NA","Q4 2012"
"692","17","B1 & Below",">300","NA","Q4 2012"
"693","17","Level 1","30 & Below","NA","Q4 2012"
"694","17","Level 1",">30 - 100","NA","Q4 2012"
"695","17","Level 1",">100 - 300","NA","Q4 2012"
"696","17","Level 1",">300","NA","Q4 2012"
"697","17","Level 2 & 3","30 & Below","NA","Q4 2012"
"698","17","Level 2 & 3",">30 - 100","NA","Q4 2012"
"699","17","Level 2 & 3",">100 - 300","NA","Q4 2012"
"700","17","Level 2 & 3",">300","NA","Q4 2012"
"701","17","Level 4 & Above","30 & Below","NA","Q4 2012"
"702","17","Level 4 & Above",">30 - 100","NA","Q4 2012"
"703","17","Level 4 & Above",">100 - 300","NA","Q4 2012"
"704","17","Level 4 & Above",">300","NA","Q4 2012"
"705","17","B1 & Below","30 & Below","NA","Q1 2013"
"706","17","B1 & Below",">30 - 100","NA","Q1 2013"
"707","17","B1 & Below",">100 - 300","NA","Q1 2013"
"708","17","B1 & Below",">300","NA","Q1 2013"
"709","17","Level 1","30 & Below","NA","Q1 2013"
"710","17","Level 1",">30 - 100","NA","Q1 2013"
"711","17","Level 1",">100 - 300","NA","Q1 2013"
"712","17","Level 1",">300","NA","Q1 2013"
"713","17","Level 2 & 3","30 & Below","NA","Q1 2013"
"714","17","Level 2 & 3",">30 - 100","NA","Q1 2013"
"715","17","Level 2 & 3",">100 - 300","NA","Q1 2013"
"716","17","Level 2 & 3",">300","NA","Q1 2013"
"717","17","Level 4 & Above","30 & Below","NA","Q1 2013"
"718","17","Level 4 & Above",">30 - 100","NA","Q1 2013"
"719","17","Level 4 & Above",">100 - 300","NA","Q1 2013"
"720","17","Level 4 & Above",">300","NA","Q1 2013"
"721","17","B1 & Below","30 & Below","NA","Q2 2013"
"722","17","B1 & Below",">30 - 100","NA","Q2 2013"
"723","17","B1 & Below",">100 - 300","NA","Q2 2013"
"724","17","B1 & Below",">300","NA","Q2 2013"
"725","17","Level 1","30 & Below","NA","Q2 2013"
"726","17","Level 1",">30 - 100","NA","Q2 2013"
"727","17","Level 1",">100 - 300","NA","Q2 2013"
"728","17","Level 1",">300","NA","Q2 2013"
"729","17","Level 2 & 3","30 & Below","NA","Q2 2013"
"730","17","Level 2 & 3",">30 - 100","NA","Q2 2013"
"731","17","Level 2 & 3",">100 - 300","NA","Q2 2013"
"732","17","Level 2 & 3",">300","NA","Q2 2013"
"733","17","Level 4 & Above","30 & Below","NA","Q2 2013"
"734","17","Level 4 & Above",">30 - 100","NA","Q2 2013"
"735","17","Level 4 & Above",">100 - 300","NA","Q2 2013"
"736","17","Level 4 & Above",">300","NA","Q2 2013"
"737","17","B1 & Below","30 & Below","NA","Q3 2013"
"738","17","B1 & Below",">30 - 100","NA","Q3 2013"
"739","17","B1 & Below",">100 - 300","NA","Q3 2013"
"740","17","B1 & Below",">300","NA","Q3 2013"
"741","17","Level 1","30 & Below","NA","Q3 2013"
"742","17","Level 1",">30 - 100","NA","Q3 2013"
"743","17","Level 1",">100 - 300","NA","Q3 2013"
"744","17","Level 1",">300","NA","Q3 2013"
"745","17","Level 2 & 3","30 & Below","NA","Q3 2013"
"746","17","Level 2 & 3",">30 - 100","NA","Q3 2013"
"747","17","Level 2 & 3",">100 - 300","NA","Q3 2013"
"748","17","Level 2 & 3",">300","NA","Q3 2013"
"749","17","Level 4 & Above","30 & Below","NA","Q3 2013"
"750","17","Level 4 & Above",">30 - 100","NA","Q3 2013"
"751","17","Level 4 & Above",">100 - 300","NA","Q3 2013"
"752","17","Level 4 & Above",">300","NA","Q3 2013"
"753","17","B1 & Below","30 & Below","NA","Q4 2013"
"754","17","B1 & Below",">30 - 100","NA","Q4 2013"
"755","17","B1 & Below",">100 - 300","NA","Q4 2013"
"756","17","B1 & Below",">300","NA","Q4 2013"
"757","17","Level 1","30 & Below","NA","Q4 2013"
"758","17","Level 1",">30 - 100","NA","Q4 2013"
"759","17","Level 1",">100 - 300","NA","Q4 2013"
"760","17","Level 1",">300","NA","Q4 2013"
"761","17","Level 2 & 3","30 & Below","NA","Q4 2013"
"762","17","Level 2 & 3",">30 - 100","NA","Q4 2013"
"763","17","Level 2 & 3",">100 - 300","NA","Q4 2013"
"764","17","Level 2 & 3",">300","NA","Q4 2013"
"765","17","Level 4 & Above","30 & Below","NA","Q4 2013"
"766","17","Level 4 & Above",">30 - 100","NA","Q4 2013"
"767","17","Level 4 & Above",">100 - 300","NA","Q4 2013"
"768","17","Level 4 & Above",">300","NA","Q4 2013"
"769","17","B1 & Below","30 & Below","NA","Q1 2014"
"770","17","B1 & Below",">30 - 100","NA","Q1 2014"
"771","17","B1 & Below",">100 - 300","NA","Q1 2014"
"772","17","B1 & Below",">300","NA","Q1 2014"
"773","17","Level 1","30 & Below","NA","Q1 2014"
"774","17","Level 1",">30 - 100","NA","Q1 2014"
"775","17","Level 1",">100 - 300","NA","Q1 2014"
"776","17","Level 1",">300","NA","Q1 2014"
"777","17","Level 2 & 3","30 & Below","NA","Q1 2014"
"778","17","Level 2 & 3",">30 - 100","NA","Q1 2014"
"779","17","Level 2 & 3",">100 - 300","NA","Q1 2014"
"780","17","Level 2 & 3",">300","NA","Q1 2014"
"781","17","Level 4 & Above","30 & Below","NA","Q1 2014"
"782","17","Level 4 & Above",">30 - 100","NA","Q1 2014"
"783","17","Level 4 & Above",">100 - 300","NA","Q1 2014"
"784","17","Level 4 & Above",">300","NA","Q1 2014"
"785","17","B1 & Below","30 & Below","NA","Q2 2014"
"786","17","B1 & Below",">30 - 100","NA","Q2 2014"
"787","17","B1 & Below",">100 - 300","NA","Q2 2014"
"788","17","B1 & Below",">300","NA","Q2 2014"
"789","17","Level 1","30 & Below","NA","Q2 2014"
"790","17","Level 1",">30 - 100","NA","Q2 2014"
"791","17","Level 1",">100 - 300","NA","Q2 2014"
"792","17","Level 1",">300","NA","Q2 2014"
"793","17","Level 2 & 3","30 & Below","NA","Q2 2014"
"794","17","Level 2 & 3",">30 - 100","NA","Q2 2014"
"795","17","Level 2 & 3",">100 - 300","NA","Q2 2014"
"796","17","Level 2 & 3",">300","NA","Q2 2014"
"797","17","Level 4 & Above","30 & Below","NA","Q2 2014"
"798","17","Level 4 & Above",">30 - 100","NA","Q2 2014"
"799","17","Level 4 & Above",">100 - 300","NA","Q2 2014"
"800","17","Level 4 & Above",">300","NA","Q2 2014"
"801","17","B1 & Below","30 & Below","NA","Q3 2014"
"802","17","B1 & Below",">30 - 100","NA","Q3 2014"
"803","17","B1 & Below",">100 - 300","NA","Q3 2014"
"804","17","B1 & Below",">300","NA","Q3 2014"
"805","17","Level 1","30 & Below","NA","Q3 2014"
"806","17","Level 1",">30 - 100","NA","Q3 2014"
"807","17","Level 1",">100 - 300","NA","Q3 2014"
"808","17","Level 1",">300","NA","Q3 2014"
"809","17","Level 2 & 3","30 & Below","NA","Q3 2014"
"810","17","Level 2 & 3",">30 - 100","NA","Q3 2014"
"811","17","Level 2 & 3",">100 - 300","NA","Q3 2014"
"812","17","Level 2 & 3",">300","NA","Q3 2014"
"813","17","Level 4 & Above","30 & Below","NA","Q3 2014"
"814","17","Level 4 & Above",">30 - 100","NA","Q3 2014"
"815","17","Level 4 & Above",">100 - 300","NA","Q3 2014"
"816","17","Level 4 & Above",">300","NA","Q3 2014"
"817","17","B1 & Below","30 & Below","NA","Q4 2014"
"818","17","B1 & Below",">30 - 100","NA","Q4 2014"
"819","17","B1 & Below",">100 - 300","NA","Q4 2014"
"820","17","B1 & Below",">300","NA","Q4 2014"
"821","17","Level 1","30 & Below","NA","Q4 2014"
"822","17","Level 1",">30 - 100","NA","Q4 2014"
"823","17","Level 1",">100 - 300","NA","Q4 2014"
"824","17","Level 1",">300","NA","Q4 2014"
"825","17","Level 2 & 3","30 & Below","NA","Q4 2014"
"826","17","Level 2 & 3",">30 - 100","NA","Q4 2014"
"827","17","Level 2 & 3",">100 - 300","NA","Q4 2014"
"828","17","Level 2 & 3",">300","NA","Q4 2014"
"829","17","Level 4 & Above","30 & Below","NA","Q4 2014"
"830","17","Level 4 & Above",">30 - 100","NA","Q4 2014"
"831","17","Level 4 & Above",">100 - 300","NA","Q4 2014"
"832","17","Level 4 & Above",">300","NA","Q4 2014"
"833","17","B1 & Below","30 & Below","NA","Q1 2015"
"834","17","B1 & Below",">30 - 100","NA","Q1 2015"
"835","17","B1 & Below",">100 - 300","NA","Q1 2015"
"836","17","B1 & Below",">300","NA","Q1 2015"
"837","17","Level 1","30 & Below","NA","Q1 2015"
"838","17","Level 1",">30 - 100","NA","Q1 2015"
"839","17","Level 1",">100 - 300","NA","Q1 2015"
"840","17","Level 1",">300","NA","Q1 2015"
"841","17","Level 2 & 3","30 & Below","NA","Q1 2015"
"842","17","Level 2 & 3",">30 - 100","NA","Q1 2015"
"843","17","Level 2 & 3",">100 - 300","NA","Q1 2015"
"844","17","Level 2 & 3",">300","NA","Q1 2015"
"845","17","Level 4 & Above","30 & Below","NA","Q1 2015"
"846","17","Level 4 & Above",">30 - 100","NA","Q1 2015"
"847","17","Level 4 & Above",">100 - 300","NA","Q1 2015"
"848","17","Level 4 & Above",">300","NA","Q1 2015"
"849","17","B1 & Below","30 & Below","NA","Q2 2015"
"850","17","B1 & Below",">30 - 100","NA","Q2 2015"
"851","17","B1 & Below",">100 - 300","NA","Q2 2015"
"852","17","B1 & Below",">300","NA","Q2 2015"
"853","17","Level 1","30 & Below","NA","Q2 2015"
"854","17","Level 1",">30 - 100","NA","Q2 2015"
"855","17","Level 1",">100 - 300","NA","Q2 2015"
"856","17","Level 1",">300","NA","Q2 2015"
"857","17","Level 2 & 3","30 & Below","NA","Q2 2015"
"858","17","Level 2 & 3",">30 - 100","NA","Q2 2015"
"859","17","Level 2 & 3",">100 - 300","NA","Q2 2015"
"860","17","Level 2 & 3",">300","NA","Q2 2015"
"861","17","Level 4 & Above","30 & Below","NA","Q2 2015"
"862","17","Level 4 & Above",">30 - 100","NA","Q2 2015"
"863","17","Level 4 & Above",">100 - 300","NA","Q2 2015"
"864","17","Level 4 & Above",">300","NA","Q2 2015"
"865","17","B1 & Below","30 & Below","NA","Q3 2015"
"866","17","B1 & Below",">30 - 100","NA","Q3 2015"
"867","17","B1 & Below",">100 - 300","NA","Q3 2015"
"868","17","B1 & Below",">300","NA","Q3 2015"
"869","17","Level 1","30 & Below","NA","Q3 2015"
"870","17","Level 1",">30 - 100","NA","Q3 2015"
"871","17","Level 1",">100 - 300","NA","Q3 2015"
"872","17","Level 1",">300","NA","Q3 2015"
"873","17","Level 2 & 3","30 & Below","NA","Q3 2015"
"874","17","Level 2 & 3",">30 - 100","NA","Q3 2015"
"875","17","Level 2 & 3",">100 - 300","NA","Q3 2015"
"876","17","Level 2 & 3",">300","NA","Q3 2015"
"877","17","Level 4 & Above","30 & Below","NA","Q3 2015"
"878","17","Level 4 & Above",">30 - 100","NA","Q3 2015"
"879","17","Level 4 & Above",">100 - 300","NA","Q3 2015"
"880","17","Level 4 & Above",">300","NA","Q3 2015"
"881","17","B1 & Below","30 & Below","NA","Q4 2015"
"882","17","B1 & Below",">30 - 100","NA","Q4 2015"
"883","17","B1 & Below",">100 - 300","NA","Q4 2015"
"884","17","B1 & Below",">300","NA","Q4 2015"
"885","17","Level 1","30 & Below","NA","Q4 2015"
"886","17","Level 1",">30 - 100","NA","Q4 2015"
"887","17","Level 1",">100 - 300","NA","Q4 2015"
"888","17","Level 1",">300","NA","Q4 2015"
"889","17","Level 2 & 3","30 & Below","NA","Q4 2015"
"890","17","Level 2 & 3",">30 - 100","NA","Q4 2015"
"891","17","Level 2 & 3",">100 - 300","NA","Q4 2015"
"892","17","Level 2 & 3",">300","NA","Q4 2015"
"893","17","Level 4 & Above","30 & Below","NA","Q4 2015"
"894","17","Level 4 & Above",">30 - 100","NA","Q4 2015"
"895","17","Level 4 & Above",">100 - 300","NA","Q4 2015"
"896","17","Level 4 & Above",">300","NA","Q4 2015"
"897","17","B1 & Below","30 & Below","NA","Q1 2016"
"898","17","B1 & Below",">30 - 100","NA","Q1 2016"
"899","17","B1 & Below",">100 - 300","NA","Q1 2016"
"900","17","B1 & Below",">300","NA","Q1 2016"
"901","17","Level 1","30 & Below","NA","Q1 2016"
"902","17","Level 1",">30 - 100","NA","Q1 2016"
"903","17","Level 1",">100 - 300","NA","Q1 2016"
"904","17","Level 1",">300","NA","Q1 2016"
"905","17","Level 2 & 3","30 & Below","NA","Q1 2016"
"906","17","Level 2 & 3",">30 - 100","NA","Q1 2016"
"907","17","Level 2 & 3",">100 - 300","NA","Q1 2016"
"908","17","Level 2 & 3",">300","NA","Q1 2016"
"909","17","Level 4 & Above","30 & Below","NA","Q1 2016"
"910","17","Level 4 & Above",">30 - 100","NA","Q1 2016"
"911","17","Level 4 & Above",">100 - 300","NA","Q1 2016"
"912","17","Level 4 & Above",">300","NA","Q1 2016"
"913","17","B1 & Below","30 & Below","NA","Q2 2016"
"914","17","B1 & Below",">30 - 100","NA","Q2 2016"
"915","17","B1 & Below",">100 - 300","NA","Q2 2016"
"916","17","B1 & Below",">300","NA","Q2 2016"
"917","17","Level 1","30 & Below","NA","Q2 2016"
"918","17","Level 1",">30 - 100","NA","Q2 2016"
"919","17","Level 1",">100 - 300","NA","Q2 2016"
"920","17","Level 1",">300","NA","Q2 2016"
"921","17","Level 2 & 3","30 & Below","NA","Q2 2016"
"922","17","Level 2 & 3",">30 - 100","NA","Q2 2016"
"923","17","Level 2 & 3",">100 - 300","NA","Q2 2016"
"924","17","Level 2 & 3",">300","NA","Q2 2016"
"925","17","Level 4 & Above","30 & Below","NA","Q2 2016"
"926","17","Level 4 & Above",">30 - 100","NA","Q2 2016"
"927","17","Level 4 & Above",">100 - 300","NA","Q2 2016"
"928","17","Level 4 & Above",">300","NA","Q2 2016"
"929","17","B1 & Below","30 & Below","NA","Q3 2016"
"930","17","B1 & Below",">30 - 100","NA","Q3 2016"
"931","17","B1 & Below",">100 - 300","NA","Q3 2016"
"932","17","B1 & Below",">300","NA","Q3 2016"
"933","17","Level 1","30 & Below","NA","Q3 2016"
"934","17","Level 1",">30 - 100","NA","Q3 2016"
"935","17","Level 1",">100 - 300","NA","Q3 2016"
"936","17","Level 1",">300","NA","Q3 2016"
"937","17","Level 2 & 3","30 & Below","NA","Q3 2016"
"938","17","Level 2 & 3",">30 - 100","NA","Q3 2016"
"939","17","Level 2 & 3",">100 - 300","NA","Q3 2016"
"940","17","Level 2 & 3",">300","NA","Q3 2016"
"941","17","Level 4 & Above","30 & Below","NA","Q3 2016"
"942","17","Level 4 & Above",">30 - 100","NA","Q3 2016"
