"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"945","27","B1 & Below","30 & Below","NA","Q4 2016"
"946","27","B1 & Below",">30 - 100","NA","Q4 2016"
"947","27","B1 & Below",">100 - 300","NA","Q4 2016"
"948","27","B1 & Below",">300","NA","Q4 2016"
"949","27","Level 1","30 & Below","134.41","Q4 2016"
"950","27","Level 1",">30 - 100","158.98","Q4 2016"
"951","27","Level 1",">100 - 300","NA","Q4 2016"
"952","27","Level 1",">300","NA","Q4 2016"
"953","27","Level 2 & 3","30 & Below","NA","Q4 2016"
"954","27","Level 2 & 3",">30 - 100","NA","Q4 2016"
"955","27","Level 2 & 3",">100 - 300","NA","Q4 2016"
"956","27","Level 2 & 3",">300","NA","Q4 2016"
"957","27","Level 4 & Above","30 & Below","NA","Q4 2016"
"958","27","Level 4 & Above",">30 - 100","NA","Q4 2016"
"959","27","Level 4 & Above",">100 - 300","NA","Q4 2016"
"960","27","Level 4 & Above",">300","NA","Q4 2016"
"961","27","B1 & Below","30 & Below","NA","Q1 2017"
"962","27","B1 & Below",">30 - 100","NA","Q1 2017"
"963","27","B1 & Below",">100 - 300","NA","Q1 2017"
"964","27","B1 & Below",">300","NA","Q1 2017"
"965","27","Level 1","30 & Below","NA","Q1 2017"
"966","27","Level 1",">30 - 100","NA","Q1 2017"
"967","27","Level 1",">100 - 300","NA","Q1 2017"
"968","27","Level 1",">300","NA","Q1 2017"
"969","27","Level 2 & 3","30 & Below","141.00","Q1 2017"
"970","27","Level 2 & 3",">30 - 100","NA","Q1 2017"
"971","27","Level 2 & 3",">100 - 300","NA","Q1 2017"
"972","27","Level 2 & 3",">300","NA","Q1 2017"
"973","27","Level 4 & Above","30 & Below","NA","Q1 2017"
"974","27","Level 4 & Above",">30 - 100","NA","Q1 2017"
"975","27","Level 4 & Above",">100 - 300","NA","Q1 2017"
"976","27","Level 4 & Above",">300","NA","Q1 2017"
"977","27","B1 & Below","30 & Below","333.27","Q2 2017"
"978","27","B1 & Below",">30 - 100","231.67","Q2 2017"
"979","27","B1 & Below",">100 - 300","142.81","Q2 2017"
"980","27","B1 & Below",">300","NA","Q2 2017"
"981","27","Level 1","30 & Below","138.40","Q2 2017"
"982","27","Level 1",">30 - 100","167.51","Q2 2017"
"983","27","Level 1",">100 - 300","76.19","Q2 2017"
"984","27","Level 1",">300","NA","Q2 2017"
"985","27","Level 2 & 3","30 & Below","NA","Q2 2017"
"986","27","Level 2 & 3",">30 - 100","159.52","Q2 2017"
"987","27","Level 2 & 3",">100 - 300","NA","Q2 2017"
"988","27","Level 2 & 3",">300","NA","Q2 2017"
"989","27","Level 4 & Above","30 & Below","NA","Q2 2017"
"990","27","Level 4 & Above",">30 - 100","NA","Q2 2017"
"991","27","Level 4 & Above",">100 - 300","NA","Q2 2017"
"992","27","Level 4 & Above",">300","NA","Q2 2017"
"993","27","B1 & Below","30 & Below","430.27","Q3 2017"
"994","27","B1 & Below",">30 - 100","335.16","Q3 2017"
"995","27","B1 & Below",">100 - 300","NA","Q3 2017"
"996","27","B1 & Below",">300","NA","Q3 2017"
"997","27","Level 1","30 & Below","140.35","Q3 2017"
"998","27","Level 1",">30 - 100","169.62","Q3 2017"
"999","27","Level 1",">100 - 300","NA","Q3 2017"
"1000","27","Level 1",">300","NA","Q3 2017"
"1001","27","Level 2 & 3","30 & Below","166.35","Q3 2017"
"1002","27","Level 2 & 3",">30 - 100","143.62","Q3 2017"
"1003","27","Level 2 & 3",">100 - 300","78.04","Q3 2017"
"1004","27","Level 2 & 3",">300","NA","Q3 2017"
"1005","27","Level 4 & Above","30 & Below","NA","Q3 2017"
"1006","27","Level 4 & Above",">30 - 100","NA","Q3 2017"
"1007","27","Level 4 & Above",">100 - 300","NA","Q3 2017"
"1008","27","Level 4 & Above",">300","NA","Q3 2017"
"1009","27","B1 & Below","30 & Below","302.41","Q4 2017"
"1010","27","B1 & Below",">30 - 100","235.74","Q4 2017"
"1011","27","B1 & Below",">100 - 300","NA","Q4 2017"
"1012","27","B1 & Below",">300","NA","Q4 2017"
"1013","27","Level 1","30 & Below","138.44","Q4 2017"
"1014","27","Level 1",">30 - 100","146.83","Q4 2017"
"1015","27","Level 1",">100 - 300","NA","Q4 2017"
"1016","27","Level 1",">300","NA","Q4 2017"
"1017","27","Level 2 & 3","30 & Below","244.72","Q4 2017"
"1018","27","Level 2 & 3",">30 - 100","217.10","Q4 2017"
"1019","27","Level 2 & 3",">100 - 300","133.48","Q4 2017"
"1020","27","Level 2 & 3",">300","99.31","Q4 2017"
"1021","27","Level 4 & Above","30 & Below","NA","Q4 2017"
"1022","27","Level 4 & Above",">30 - 100","NA","Q4 2017"
"1023","27","Level 4 & Above",">100 - 300","NA","Q4 2017"
"1024","27","Level 4 & Above",">300","NA","Q4 2017"
"1025","27","B1 & Below","30 & Below","538.24","Q1 2018"
"1026","27","B1 & Below",">30 - 100","263.00","Q1 2018"
"1027","27","B1 & Below",">100 - 300","NA","Q1 2018"
"1028","27","B1 & Below",">300","NA","Q1 2018"
"1029","27","Level 1","30 & Below","214.17","Q1 2018"
"1030","27","Level 1",">30 - 100","214.21","Q1 2018"
"1031","27","Level 1",">100 - 300","240.33","Q1 2018"
"1032","27","Level 1",">300","NA","Q1 2018"
"1033","27","Level 2 & 3","30 & Below","129.63","Q1 2018"
"1034","27","Level 2 & 3",">30 - 100","222.20","Q1 2018"
"1035","27","Level 2 & 3",">100 - 300","257.43","Q1 2018"
"1036","27","Level 2 & 3",">300","NA","Q1 2018"
"1037","27","Level 4 & Above","30 & Below","NA","Q1 2018"
"1038","27","Level 4 & Above",">30 - 100","NA","Q1 2018"
"1039","27","Level 4 & Above",">100 - 300","NA","Q1 2018"
"1040","27","Level 4 & Above",">300","NA","Q1 2018"
"1041","27","B1 & Below","30 & Below","393.85","Q2 2018"
"1042","27","B1 & Below",">30 - 100","279.68","Q2 2018"
"1043","27","B1 & Below",">100 - 300","NA","Q2 2018"
"1044","27","B1 & Below",">300","NA","Q2 2018"
"1045","27","Level 1","30 & Below","150.00","Q2 2018"
"1046","27","Level 1",">30 - 100","196.36","Q2 2018"
"1047","27","Level 1",">100 - 300","147.17","Q2 2018"
"1048","27","Level 1",">300","126.66","Q2 2018"
"1049","27","Level 2 & 3","30 & Below","143.05","Q2 2018"
"1050","27","Level 2 & 3",">30 - 100","162.36","Q2 2018"
"1051","27","Level 2 & 3",">100 - 300","94.02","Q2 2018"
"1052","27","Level 2 & 3",">300","59.90","Q2 2018"
"1053","27","Level 4 & Above","30 & Below","NA","Q2 2018"
"1054","27","Level 4 & Above",">30 - 100","NA","Q2 2018"
"1055","27","Level 4 & Above",">100 - 300","NA","Q2 2018"
"1056","27","Level 4 & Above",">300","NA","Q2 2018"
"1057","27","B1 & Below","30 & Below","NA","Q3 2018"
"1058","27","B1 & Below",">30 - 100","248.09","Q3 2018"
"1059","27","B1 & Below",">100 - 300","213.98","Q3 2018"
"1060","27","B1 & Below",">300","NA","Q3 2018"
"1061","27","Level 1","30 & Below","133.33","Q3 2018"
"1062","27","Level 1",">30 - 100","127.03","Q3 2018"
"1063","27","Level 1",">100 - 300","241.75","Q3 2018"
"1064","27","Level 1",">300","NA","Q3 2018"
"1065","27","Level 2 & 3","30 & Below","133.74","Q3 2018"
"1066","27","Level 2 & 3",">30 - 100","NA","Q3 2018"
"1067","27","Level 2 & 3",">100 - 300","59.45","Q3 2018"
"1068","27","Level 2 & 3",">300","NA","Q3 2018"
"1069","27","Level 4 & Above","30 & Below","NA","Q3 2018"
"1070","27","Level 4 & Above",">30 - 100","NA","Q3 2018"
"1071","27","Level 4 & Above",">100 - 300","NA","Q3 2018"
"1072","27","Level 4 & Above",">300","NA","Q3 2018"
"1073","27","B1 & Below","30 & Below","430.38","Q4 2018"
"1074","27","B1 & Below",">30 - 100","296.95","Q4 2018"
"1075","27","B1 & Below",">100 - 300","NA","Q4 2018"
"1076","27","B1 & Below",">300","NA","Q4 2018"
"1077","27","Level 1","30 & Below","150.00","Q4 2018"
"1078","27","Level 1",">30 - 100","192.95","Q4 2018"
"1079","27","Level 1",">100 - 300","83.96","Q4 2018"
"1080","27","Level 1",">300","NA","Q4 2018"
"1081","27","Level 2 & 3","30 & Below","96.43","Q4 2018"
"1082","27","Level 2 & 3",">30 - 100","157.95","Q4 2018"
"1083","27","Level 2 & 3",">100 - 300","119.98","Q4 2018"
"1084","27","Level 2 & 3",">300","NA","Q4 2018"
"1085","27","Level 4 & Above","30 & Below","NA","Q4 2018"
"1086","27","Level 4 & Above",">30 - 100","NA","Q4 2018"
"1087","27","Level 4 & Above",">100 - 300","NA","Q4 2018"
"1088","27","Level 4 & Above",">300","NA","Q4 2018"
"1089","27","B1 & Below","30 & Below","453.16","Q1 2019"
"1090","27","B1 & Below",">30 - 100","335.37","Q1 2019"
"1091","27","B1 & Below",">100 - 300","NA","Q1 2019"
"1092","27","B1 & Below",">300","NA","Q1 2019"
"1093","27","Level 1","30 & Below","136.36","Q1 2019"
"1094","27","Level 1",">30 - 100","128.57","Q1 2019"
"1095","27","Level 1",">100 - 300","NA","Q1 2019"
"1096","27","Level 1",">300","NA","Q1 2019"
"1097","27","Level 2 & 3","30 & Below","NA","Q1 2019"
"1098","27","Level 2 & 3",">30 - 100","94.37","Q1 2019"
"1099","27","Level 2 & 3",">100 - 300","NA","Q1 2019"
"1100","27","Level 2 & 3",">300","NA","Q1 2019"
"1101","27","Level 4 & Above","30 & Below","NA","Q1 2019"
"1102","27","Level 4 & Above",">30 - 100","NA","Q1 2019"
"1103","27","Level 4 & Above",">100 - 300","NA","Q1 2019"
"1104","27","Level 4 & Above",">300","NA","Q1 2019"
"1105","27","B1 & Below","30 & Below","360.31","Q2 2019"
"1106","27","B1 & Below",">30 - 100","321.09","Q2 2019"
"1107","27","B1 & Below",">100 - 300","162.47","Q2 2019"
"1108","27","B1 & Below",">300","NA","Q2 2019"
"1109","27","Level 1","30 & Below","125.00","Q2 2019"
"1110","27","Level 1",">30 - 100","224.25","Q2 2019"
"1111","27","Level 1",">100 - 300","101.17","Q2 2019"
"1112","27","Level 1",">300","NA","Q2 2019"
"1113","27","Level 2 & 3","30 & Below","117.86","Q2 2019"
"1114","27","Level 2 & 3",">30 - 100","124.64","Q2 2019"
"1115","27","Level 2 & 3",">100 - 300","164.84","Q2 2019"
"1116","27","Level 2 & 3",">300","NA","Q2 2019"
"1117","27","Level 4 & Above","30 & Below","NA","Q2 2019"
"1118","27","Level 4 & Above",">30 - 100","NA","Q2 2019"
"1119","27","Level 4 & Above",">100 - 300","NA","Q2 2019"
"1120","27","Level 4 & Above",">300","NA","Q2 2019"
"1121","27","B1 & Below","30 & Below","361.12","Q3 2019"
"1122","27","B1 & Below",">30 - 100","369.40","Q3 2019"
"1123","27","B1 & Below",">100 - 300","NA","Q3 2019"
"1124","27","B1 & Below",">300","NA","Q3 2019"
"1125","27","Level 1","30 & Below","361.55","Q3 2019"
"1126","27","Level 1",">30 - 100","111.43","Q3 2019"
"1127","27","Level 1",">100 - 300","197.69","Q3 2019"
"1128","27","Level 1",">300","NA","Q3 2019"
"1129","27","Level 2 & 3","30 & Below","100.00","Q3 2019"
"1130","27","Level 2 & 3",">30 - 100","76.43","Q3 2019"
"1131","27","Level 2 & 3",">100 - 300","183.45","Q3 2019"
"1132","27","Level 2 & 3",">300","NA","Q3 2019"
"1133","27","Level 4 & Above","30 & Below","NA","Q3 2019"
"1134","27","Level 4 & Above",">30 - 100","NA","Q3 2019"
"1135","27","Level 4 & Above",">100 - 300","NA","Q3 2019"
"1136","27","Level 4 & Above",">300","NA","Q3 2019"
"1137","27","B1 & Below","30 & Below","536.59","Q4 2019"
"1138","27","B1 & Below",">30 - 100","183.91","Q4 2019"
"1139","27","B1 & Below",">100 - 300","241.46","Q4 2019"
"1140","27","B1 & Below",">300","NA","Q4 2019"
"1141","27","Level 1","30 & Below","144.08","Q4 2019"
"1142","27","Level 1",">30 - 100","111.39","Q4 2019"
"1143","27","Level 1",">100 - 300","NA","Q4 2019"
"1144","27","Level 1",">300","NA","Q4 2019"
"1145","27","Level 2 & 3","30 & Below","92.59","Q4 2019"
"1146","27","Level 2 & 3",">30 - 100","128.80","Q4 2019"
"1147","27","Level 2 & 3",">100 - 300","142.74","Q4 2019"
"1148","27","Level 2 & 3",">300","NA","Q4 2019"
"1149","27","Level 4 & Above","30 & Below","NA","Q4 2019"
"1150","27","Level 4 & Above",">30 - 100","NA","Q4 2019"
"1151","27","Level 4 & Above",">100 - 300","NA","Q4 2019"
"1152","27","Level 4 & Above",">300","NA","Q4 2019"
"1153","27","B1 & Below","30 & Below","362.36","Q1 2020"
"1154","27","B1 & Below",">30 - 100","295.81","Q1 2020"
"1155","27","B1 & Below",">100 - 300","NA","Q1 2020"
"1156","27","B1 & Below",">300","NA","Q1 2020"
"1157","27","Level 1","30 & Below","89.66","Q1 2020"
"1158","27","Level 1",">30 - 100","112.96","Q1 2020"
"1159","27","Level 1",">100 - 300","NA","Q1 2020"
"1160","27","Level 1",">300","NA","Q1 2020"
"1161","27","Level 2 & 3","30 & Below","85.71","Q1 2020"
"1162","27","Level 2 & 3",">30 - 100","219.11","Q1 2020"
"1163","27","Level 2 & 3",">100 - 300","156.27","Q1 2020"
"1164","27","Level 2 & 3",">300","NA","Q1 2020"
"1165","27","Level 4 & Above","30 & Below","NA","Q1 2020"
"1166","27","Level 4 & Above",">30 - 100","NA","Q1 2020"
"1167","27","Level 4 & Above",">100 - 300","NA","Q1 2020"
"1168","27","Level 4 & Above",">300","NA","Q1 2020"
"1169","27","B1 & Below","30 & Below","397.50","Q2 2020"
"1170","27","B1 & Below",">30 - 100","240.15","Q2 2020"
"1171","27","B1 & Below",">100 - 300","225.04","Q2 2020"
"1172","27","B1 & Below",">300","NA","Q2 2020"
"1173","27","Level 1","30 & Below","125.23","Q2 2020"
"1174","27","Level 1",">30 - 100","NA","Q2 2020"
"1175","27","Level 1",">100 - 300","NA","Q2 2020"
"1176","27","Level 1",">300","NA","Q2 2020"
"1177","27","Level 2 & 3","30 & Below","NA","Q2 2020"
"1178","27","Level 2 & 3",">30 - 100","NA","Q2 2020"
"1179","27","Level 2 & 3",">100 - 300","NA","Q2 2020"
"1180","27","Level 2 & 3",">300","NA","Q2 2020"
"1181","27","Level 4 & Above","30 & Below","NA","Q2 2020"
"1182","27","Level 4 & Above",">30 - 100","NA","Q2 2020"
"1183","27","Level 4 & Above",">100 - 300","NA","Q2 2020"
"1184","27","Level 4 & Above",">300","NA","Q2 2020"
"1185","27","B1 & Below","30 & Below","339.69","Q3 2020"
"1186","27","B1 & Below",">30 - 100","215.59","Q3 2020"
"1187","27","B1 & Below",">100 - 300","NA","Q3 2020"
"1188","27","B1 & Below",">300","NA","Q3 2020"
"1189","27","Level 1","30 & Below","129.86","Q3 2020"
"1190","27","Level 1",">30 - 100","98.08","Q3 2020"
"1191","27","Level 1",">100 - 300","52.45","Q3 2020"
"1192","27","Level 1",">300","NA","Q3 2020"
"1193","27","Level 2 & 3","30 & Below","118.09","Q3 2020"
"1194","27","Level 2 & 3",">30 - 100","153.85","Q3 2020"
"1195","27","Level 2 & 3",">100 - 300","NA","Q3 2020"
"1196","27","Level 2 & 3",">300","NA","Q3 2020"
"1197","27","Level 4 & Above","30 & Below","NA","Q3 2020"
"1198","27","Level 4 & Above",">30 - 100","NA","Q3 2020"
"1199","27","Level 4 & Above",">100 - 300","NA","Q3 2020"
"1200","27","Level 4 & Above",">300","NA","Q3 2020"
"1201","27","B1 & Below","30 & Below","410.73","Q4 2020"
"1202","27","B1 & Below",">30 - 100","246.36","Q4 2020"
"1203","27","B1 & Below",">100 - 300","193.55","Q4 2020"
"1204","27","B1 & Below",">300","NA","Q4 2020"
"1205","27","Level 1","30 & Below","142.38","Q4 2020"
"1206","27","Level 1",">30 - 100","127.26","Q4 2020"
"1207","27","Level 1",">100 - 300","223.59","Q4 2020"
"1208","27","Level 1",">300","NA","Q4 2020"
"1209","27","Level 2 & 3","30 & Below","95.83","Q4 2020"
"1210","27","Level 2 & 3",">30 - 100","169.40","Q4 2020"
"1211","27","Level 2 & 3",">100 - 300","126.66","Q4 2020"
"1212","27","Level 2 & 3",">300","NA","Q4 2020"
"1213","27","Level 4 & Above","30 & Below","NA","Q4 2020"
"1214","27","Level 4 & Above",">30 - 100","NA","Q4 2020"
"1215","27","Level 4 & Above",">100 - 300","NA","Q4 2020"
"1216","27","Level 4 & Above",">300","NA","Q4 2020"
"1217","27","B1 & Below","30 & Below","431.34","Q1 2021"
"1218","27","B1 & Below",">30 - 100","261.47","Q1 2021"
"1219","27","B1 & Below",">100 - 300","211.75","Q1 2021"
"1220","27","B1 & Below",">300","NA","Q1 2021"
"1221","27","Level 1","30 & Below","57.69","Q1 2021"
"1222","27","Level 1",">30 - 100","206.27","Q1 2021"
"1223","27","Level 1",">100 - 300","275.13","Q1 2021"
"1224","27","Level 1",">300","NA","Q1 2021"
"1225","27","Level 2 & 3","30 & Below","176.66","Q1 2021"
"1226","27","Level 2 & 3",">30 - 100","224.18","Q1 2021"
"1227","27","Level 2 & 3",">100 - 300","117.31","Q1 2021"
"1228","27","Level 2 & 3",">300","NA","Q1 2021"
"1229","27","Level 4 & Above","30 & Below","NA","Q1 2021"
"1230","27","Level 4 & Above",">30 - 100","NA","Q1 2021"
"1231","27","Level 4 & Above",">100 - 300","NA","Q1 2021"
"1232","27","Level 4 & Above",">300","NA","Q1 2021"
"1233","27","B1 & Below","30 & Below","430.19","Q2 2021"
"1234","27","B1 & Below",">30 - 100","207.65","Q2 2021"
"1235","27","B1 & Below",">100 - 300","216.64","Q2 2021"
"1236","27","B1 & Below",">300","NA","Q2 2021"
"1237","27","Level 1","30 & Below","111.22","Q2 2021"
"1238","27","Level 1",">30 - 100","172.30","Q2 2021"
"1239","27","Level 1",">100 - 300","219.60","Q2 2021"
"1240","27","Level 1",">300","NA","Q2 2021"
"1241","27","Level 2 & 3","30 & Below","201.49","Q2 2021"
"1242","27","Level 2 & 3",">30 - 100","144.26","Q2 2021"
"1243","27","Level 2 & 3",">100 - 300","156.73","Q2 2021"
"1244","27","Level 2 & 3",">300","NA","Q2 2021"
"1245","27","Level 4 & Above","30 & Below","NA","Q2 2021"
"1246","27","Level 4 & Above",">30 - 100","NA","Q2 2021"
"1247","27","Level 4 & Above",">100 - 300","NA","Q2 2021"
"1248","27","Level 4 & Above",">300","NA","Q2 2021"
"1249","27","B1 & Below","30 & Below","427.24","Q3 2021"
"1250","27","B1 & Below",">30 - 100","199.00","Q3 2021"
"1251","27","B1 & Below",">100 - 300","NA","Q3 2021"
"1252","27","B1 & Below",">300","NA","Q3 2021"
"1253","27","Level 1","30 & Below","145.90","Q3 2021"
"1254","27","Level 1",">30 - 100","123.64","Q3 2021"
"1255","27","Level 1",">100 - 300","225.33","Q3 2021"
"1256","27","Level 1",">300","NA","Q3 2021"
"1257","27","Level 2 & 3","30 & Below","100.00","Q3 2021"
"1258","27","Level 2 & 3",">30 - 100","120.20","Q3 2021"
"1259","27","Level 2 & 3",">100 - 300","113.65","Q3 2021"
"1260","27","Level 2 & 3",">300","NA","Q3 2021"
"1261","27","Level 4 & Above","30 & Below","NA","Q3 2021"
"1262","27","Level 4 & Above",">30 - 100","NA","Q3 2021"
"1263","27","Level 4 & Above",">100 - 300","NA","Q3 2021"
"1264","27","Level 4 & Above",">300","NA","Q3 2021"
"1265","27","B1 & Below","30 & Below","385.15","Q4 2021"
"1266","27","B1 & Below",">30 - 100","286.58","Q4 2021"
"1267","27","B1 & Below",">100 - 300","172.87","Q4 2021"
"1268","27","B1 & Below",">300","NA","Q4 2021"
"1269","27","Level 1","30 & Below","184.23","Q4 2021"
"1270","27","Level 1",">30 - 100","231.70","Q4 2021"
"1271","27","Level 1",">100 - 300","168.84","Q4 2021"
"1272","27","Level 1",">300","NA","Q4 2021"
"1273","27","Level 2 & 3","30 & Below","108.70","Q4 2021"
"1274","27","Level 2 & 3",">30 - 100","187.16","Q4 2021"
"1275","27","Level 2 & 3",">100 - 300","139.69","Q4 2021"
"1276","27","Level 2 & 3",">300","NA","Q4 2021"
"1277","27","Level 4 & Above","30 & Below","NA","Q4 2021"
"1278","27","Level 4 & Above",">30 - 100","NA","Q4 2021"
"1279","27","Level 4 & Above",">100 - 300","NA","Q4 2021"
"1280","27","Level 4 & Above",">300","NA","Q4 2021"
"1281","28","B1 & Below","30 & Below","NA","Q1 2012"
"1282","28","B1 & Below",">30 - 100","NA","Q1 2012"
"1283","28","B1 & Below",">100 - 300","NA","Q1 2012"
"1284","28","B1 & Below",">300","NA","Q1 2012"
"1285","28","Level 1","30 & Below","NA","Q1 2012"
"1286","28","Level 1",">30 - 100","NA","Q1 2012"
"1287","28","Level 1",">100 - 300","NA","Q1 2012"
"1288","28","Level 1",">300","NA","Q1 2012"
"1289","28","Level 2 & 3","30 & Below","NA","Q1 2012"
"1290","28","Level 2 & 3",">30 - 100","NA","Q1 2012"
"1291","28","Level 2 & 3",">100 - 300","NA","Q1 2012"
"1292","28","Level 2 & 3",">300","NA","Q1 2012"
"1293","28","Level 4 & Above","30 & Below","NA","Q1 2012"
"1294","28","Level 4 & Above",">30 - 100","NA","Q1 2012"
"1295","28","Level 4 & Above",">100 - 300","NA","Q1 2012"
"1296","28","Level 4 & Above",">300","NA","Q1 2012"
"1297","28","B1 & Below","30 & Below","NA","Q2 2012"
"1298","28","B1 & Below",">30 - 100","NA","Q2 2012"
"1299","28","B1 & Below",">100 - 300","NA","Q2 2012"
"1300","28","B1 & Below",">300","NA","Q2 2012"
"1301","28","Level 1","30 & Below","NA","Q2 2012"
"1302","28","Level 1",">30 - 100","NA","Q2 2012"
"1303","28","Level 1",">100 - 300","NA","Q2 2012"
"1304","28","Level 1",">300","NA","Q2 2012"
"1305","28","Level 2 & 3","30 & Below","NA","Q2 2012"
"1306","28","Level 2 & 3",">30 - 100","NA","Q2 2012"
"1307","28","Level 2 & 3",">100 - 300","NA","Q2 2012"
"1308","28","Level 2 & 3",">300","NA","Q2 2012"
"1309","28","Level 4 & Above","30 & Below","NA","Q2 2012"
"1310","28","Level 4 & Above",">30 - 100","NA","Q2 2012"
"1311","28","Level 4 & Above",">100 - 300","NA","Q2 2012"
"1312","28","Level 4 & Above",">300","NA","Q2 2012"
"1313","28","B1 & Below","30 & Below","NA","Q3 2012"
"1314","28","B1 & Below",">30 - 100","NA","Q3 2012"
"1315","28","B1 & Below",">100 - 300","NA","Q3 2012"
"1316","28","B1 & Below",">300","NA","Q3 2012"
"1317","28","Level 1","30 & Below","NA","Q3 2012"
"1318","28","Level 1",">30 - 100","NA","Q3 2012"
"1319","28","Level 1",">100 - 300","NA","Q3 2012"
"1320","28","Level 1",">300","NA","Q3 2012"
"1321","28","Level 2 & 3","30 & Below","NA","Q3 2012"
"1322","28","Level 2 & 3",">30 - 100","NA","Q3 2012"
"1323","28","Level 2 & 3",">100 - 300","NA","Q3 2012"
"1324","28","Level 2 & 3",">300","NA","Q3 2012"
"1325","28","Level 4 & Above","30 & Below","NA","Q3 2012"
"1326","28","Level 4 & Above",">30 - 100","NA","Q3 2012"
"1327","28","Level 4 & Above",">100 - 300","NA","Q3 2012"
"1328","28","Level 4 & Above",">300","NA","Q3 2012"
"1329","28","B1 & Below","30 & Below","NA","Q4 2012"
"1330","28","B1 & Below",">30 - 100","NA","Q4 2012"
"1331","28","B1 & Below",">100 - 300","NA","Q4 2012"
"1332","28","B1 & Below",">300","NA","Q4 2012"
"1333","28","Level 1","30 & Below","NA","Q4 2012"
"1334","28","Level 1",">30 - 100","NA","Q4 2012"
"1335","28","Level 1",">100 - 300","NA","Q4 2012"
"1336","28","Level 1",">300","NA","Q4 2012"
"1337","28","Level 2 & 3","30 & Below","NA","Q4 2012"
"1338","28","Level 2 & 3",">30 - 100","NA","Q4 2012"
"1339","28","Level 2 & 3",">100 - 300","NA","Q4 2012"
"1340","28","Level 2 & 3",">300","NA","Q4 2012"
"1341","28","Level 4 & Above","30 & Below","NA","Q4 2012"
"1342","28","Level 4 & Above",">30 - 100","NA","Q4 2012"
"1343","28","Level 4 & Above",">100 - 300","NA","Q4 2012"
"1344","28","Level 4 & Above",">300","NA","Q4 2012"
"1345","28","B1 & Below","30 & Below","NA","Q1 2013"
"1346","28","B1 & Below",">30 - 100","NA","Q1 2013"
"1347","28","B1 & Below",">100 - 300","NA","Q1 2013"
"1348","28","B1 & Below",">300","NA","Q1 2013"
"1349","28","Level 1","30 & Below","NA","Q1 2013"
"1350","28","Level 1",">30 - 100","NA","Q1 2013"
"1351","28","Level 1",">100 - 300","NA","Q1 2013"
"1352","28","Level 1",">300","NA","Q1 2013"
"1353","28","Level 2 & 3","30 & Below","NA","Q1 2013"
"1354","28","Level 2 & 3",">30 - 100","NA","Q1 2013"
"1355","28","Level 2 & 3",">100 - 300","NA","Q1 2013"
"1356","28","Level 2 & 3",">300","NA","Q1 2013"
"1357","28","Level 4 & Above","30 & Below","NA","Q1 2013"
"1358","28","Level 4 & Above",">30 - 100","NA","Q1 2013"
"1359","28","Level 4 & Above",">100 - 300","NA","Q1 2013"
"1360","28","Level 4 & Above",">300","NA","Q1 2013"
"1361","28","B1 & Below","30 & Below","NA","Q2 2013"
"1362","28","B1 & Below",">30 - 100","NA","Q2 2013"
"1363","28","B1 & Below",">100 - 300","NA","Q2 2013"
"1364","28","B1 & Below",">300","NA","Q2 2013"
"1365","28","Level 1","30 & Below","NA","Q2 2013"
"1366","28","Level 1",">30 - 100","NA","Q2 2013"
"1367","28","Level 1",">100 - 300","NA","Q2 2013"
"1368","28","Level 1",">300","NA","Q2 2013"
"1369","28","Level 2 & 3","30 & Below","NA","Q2 2013"
"1370","28","Level 2 & 3",">30 - 100","NA","Q2 2013"
"1371","28","Level 2 & 3",">100 - 300","NA","Q2 2013"
"1372","28","Level 2 & 3",">300","NA","Q2 2013"
"1373","28","Level 4 & Above","30 & Below","NA","Q2 2013"
"1374","28","Level 4 & Above",">30 - 100","NA","Q2 2013"
"1375","28","Level 4 & Above",">100 - 300","NA","Q2 2013"
"1376","28","Level 4 & Above",">300","NA","Q2 2013"
"1377","28","B1 & Below","30 & Below","NA","Q3 2013"
"1378","28","B1 & Below",">30 - 100","NA","Q3 2013"
"1379","28","B1 & Below",">100 - 300","NA","Q3 2013"
"1380","28","B1 & Below",">300","NA","Q3 2013"
"1381","28","Level 1","30 & Below","NA","Q3 2013"
"1382","28","Level 1",">30 - 100","NA","Q3 2013"
"1383","28","Level 1",">100 - 300","NA","Q3 2013"
"1384","28","Level 1",">300","NA","Q3 2013"
"1385","28","Level 2 & 3","30 & Below","NA","Q3 2013"
"1386","28","Level 2 & 3",">30 - 100","NA","Q3 2013"
"1387","28","Level 2 & 3",">100 - 300","NA","Q3 2013"
"1388","28","Level 2 & 3",">300","NA","Q3 2013"
"1389","28","Level 4 & Above","30 & Below","NA","Q3 2013"
"1390","28","Level 4 & Above",">30 - 100","NA","Q3 2013"
"1391","28","Level 4 & Above",">100 - 300","NA","Q3 2013"
"1392","28","Level 4 & Above",">300","NA","Q3 2013"
"1393","28","B1 & Below","30 & Below","NA","Q4 2013"
"1394","28","B1 & Below",">30 - 100","NA","Q4 2013"
"1395","28","B1 & Below",">100 - 300","NA","Q4 2013"
"1396","28","B1 & Below",">300","NA","Q4 2013"
"1397","28","Level 1","30 & Below","172.00","Q4 2013"
"1398","28","Level 1",">30 - 100","NA","Q4 2013"
"1399","28","Level 1",">100 - 300","NA","Q4 2013"
"1400","28","Level 1",">300","NA","Q4 2013"
"1401","28","Level 2 & 3","30 & Below","NA","Q4 2013"
