"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"40","06","Level 1",">300","NA","Q3 2012"
"41","06","Level 2 & 3","30 & Below","76.87","Q3 2012"
"42","06","Level 2 & 3",">30 - 100","71.43","Q3 2012"
"43","06","Level 2 & 3",">100 - 300","62.45","Q3 2012"
"44","06","Level 2 & 3",">300","NA","Q3 2012"
"45","06","Level 4 & Above","30 & Below","73.10","Q3 2012"
"46","06","Level 4 & Above",">30 - 100","66.68","Q3 2012"
"47","06","Level 4 & Above",">100 - 300","NA","Q3 2012"
"48","06","Level 4 & Above",">300","NA","Q3 2012"
"49","06","B1 & Below","30 & Below","60.00","Q4 2012"
"50","06","B1 & Below",">30 - 100","173.26","Q4 2012"
"51","06","B1 & Below",">100 - 300","NA","Q4 2012"
"52","06","B1 & Below",">300","NA","Q4 2012"
"53","06","Level 1","30 & Below","236.50","Q4 2012"
"54","06","Level 1",">30 - 100","149.67","Q4 2012"
"55","06","Level 1",">100 - 300","193.75","Q4 2012"
"56","06","Level 1",">300","NA","Q4 2012"
"57","06","Level 2 & 3","30 & Below","60.87","Q4 2012"
"58","06","Level 2 & 3",">30 - 100","81.92","Q4 2012"
"59","06","Level 2 & 3",">100 - 300","77.41","Q4 2012"
"60","06","Level 2 & 3",">300","NA","Q4 2012"
"61","06","Level 4 & Above","30 & Below","64.57","Q4 2012"
"62","06","Level 4 & Above",">30 - 100","69.81","Q4 2012"
"63","06","Level 4 & Above",">100 - 300","NA","Q4 2012"
"64","06","Level 4 & Above",">300","NA","Q4 2012"
"65","06","B1 & Below","30 & Below","145.64","Q1 2013"
"66","06","B1 & Below",">30 - 100","99.82","Q1 2013"
"67","06","B1 & Below",">100 - 300","243.27","Q1 2013"
"68","06","B1 & Below",">300","NA","Q1 2013"
"69","06","Level 1","30 & Below","NA","Q1 2013"
"70","06","Level 1",">30 - 100","181.59","Q1 2013"
"71","06","Level 1",">100 - 300","NA","Q1 2013"
"72","06","Level 1",">300","75.69","Q1 2013"
"73","06","Level 2 & 3","30 & Below","68.56","Q1 2013"
"74","06","Level 2 & 3",">30 - 100","69.92","Q1 2013"
"75","06","Level 2 & 3",">100 - 300","97.79","Q1 2013"
"76","06","Level 2 & 3",">300","NA","Q1 2013"
"77","06","Level 4 & Above","30 & Below","95.24","Q1 2013"
"78","06","Level 4 & Above",">30 - 100","77.89","Q1 2013"
"79","06","Level 4 & Above",">100 - 300","54.32","Q1 2013"
"80","06","Level 4 & Above",">300","NA","Q1 2013"
"81","06","B1 & Below","30 & Below","93.75","Q2 2013"
"82","06","B1 & Below",">30 - 100","68.25","Q2 2013"
"83","06","B1 & Below",">100 - 300","174.06","Q2 2013"
"84","06","B1 & Below",">300","55.98","Q2 2013"
"85","06","Level 1","30 & Below","121.79","Q2 2013"
"86","06","Level 1",">30 - 100","151.54","Q2 2013"
"87","06","Level 1",">100 - 300","193.78","Q2 2013"
"88","06","Level 1",">300","NA","Q2 2013"
"89","06","Level 2 & 3","30 & Below","75.00","Q2 2013"
"90","06","Level 2 & 3",">30 - 100","69.94","Q2 2013"
"91","06","Level 2 & 3",">100 - 300","96.88","Q2 2013"
"92","06","Level 2 & 3",">300","NA","Q2 2013"
"93","06","Level 4 & Above","30 & Below","81.85","Q2 2013"
"94","06","Level 4 & Above",">30 - 100","73.95","Q2 2013"
"95","06","Level 4 & Above",">100 - 300","66.74","Q2 2013"
"96","06","Level 4 & Above",">300","NA","Q2 2013"
"97","06","B1 & Below","30 & Below","351.44","Q3 2013"
"98","06","B1 & Below",">30 - 100","227.07","Q3 2013"
"99","06","B1 & Below",">100 - 300","274.48","Q3 2013"
"100","06","B1 & Below",">300","NA","Q3 2013"
"101","06","Level 1","30 & Below","294.95","Q3 2013"
"102","06","Level 1",">30 - 100","162.50","Q3 2013"
"103","06","Level 1",">100 - 300","270.54","Q3 2013"
"104","06","Level 1",">300","NA","Q3 2013"
"105","06","Level 2 & 3","30 & Below","82.61","Q3 2013"
"106","06","Level 2 & 3",">30 - 100","77.50","Q3 2013"
"107","06","Level 2 & 3",">100 - 300","83.10","Q3 2013"
"108","06","Level 2 & 3",">300","122.71","Q3 2013"
"109","06","Level 4 & Above","30 & Below","74.23","Q3 2013"
"110","06","Level 4 & Above",">30 - 100","73.84","Q3 2013"
"111","06","Level 4 & Above",">100 - 300","NA","Q3 2013"
"112","06","Level 4 & Above",">300","NA","Q3 2013"
"113","06","B1 & Below","30 & Below","120.29","Q4 2013"
"114","06","B1 & Below",">30 - 100","88.71","Q4 2013"
"115","06","B1 & Below",">100 - 300","NA","Q4 2013"
"116","06","B1 & Below",">300","NA","Q4 2013"
"117","06","Level 1","30 & Below","203.50","Q4 2013"
"118","06","Level 1",">30 - 100","155.24","Q4 2013"
"119","06","Level 1",">100 - 300","273.40","Q4 2013"
"120","06","Level 1",">300","NA","Q4 2013"
"121","06","Level 2 & 3","30 & Below","86.00","Q4 2013"
"122","06","Level 2 & 3",">30 - 100","77.42","Q4 2013"
"123","06","Level 2 & 3",">100 - 300","NA","Q4 2013"
"124","06","Level 2 & 3",">300","NA","Q4 2013"
"125","06","Level 4 & Above","30 & Below","79.73","Q4 2013"
"126","06","Level 4 & Above",">30 - 100","65.63","Q4 2013"
"127","06","Level 4 & Above",">100 - 300","43.04","Q4 2013"
"128","06","Level 4 & Above",">300","NA","Q4 2013"
"129","06","B1 & Below","30 & Below","63.33","Q1 2014"
"130","06","B1 & Below",">30 - 100","85.37","Q1 2014"
"131","06","B1 & Below",">100 - 300","185.69","Q1 2014"
"132","06","B1 & Below",">300","91.74","Q1 2014"
"133","06","Level 1","30 & Below","297.58","Q1 2014"
"134","06","Level 1",">30 - 100","194.12","Q1 2014"
"135","06","Level 1",">100 - 300","435.94","Q1 2014"
"136","06","Level 1",">300","NA","Q1 2014"
"137","06","Level 2 & 3","30 & Below","110.34","Q1 2014"
"138","06","Level 2 & 3",">30 - 100","73.17","Q1 2014"
"139","06","Level 2 & 3",">100 - 300","60.28","Q1 2014"
"140","06","Level 2 & 3",">300","60.31","Q1 2014"
"141","06","Level 4 & Above","30 & Below","92.04","Q1 2014"
"142","06","Level 4 & Above",">30 - 100","67.44","Q1 2014"
"143","06","Level 4 & Above",">100 - 300","70.13","Q1 2014"
"144","06","Level 4 & Above",">300","NA","Q1 2014"
"145","06","B1 & Below","30 & Below","71.96","Q2 2014"
"146","06","B1 & Below",">30 - 100","70.68","Q2 2014"
"147","06","B1 & Below",">100 - 300","NA","Q2 2014"
"148","06","B1 & Below",">300","NA","Q2 2014"
"149","06","Level 1","30 & Below","125.00","Q2 2014"
"150","06","Level 1",">30 - 100","192.24","Q2 2014"
"151","06","Level 1",">100 - 300","223.67","Q2 2014"
"152","06","Level 1",">300","49.58","Q2 2014"
"153","06","Level 2 & 3","30 & Below","110.34","Q2 2014"
"154","06","Level 2 & 3",">30 - 100","90.57","Q2 2014"
"155","06","Level 2 & 3",">100 - 300","161.15","Q2 2014"
"156","06","Level 2 & 3",">300","60.27","Q2 2014"
"157","06","Level 4 & Above","30 & Below","83.38","Q2 2014"
"158","06","Level 4 & Above",">30 - 100","64.01","Q2 2014"
"159","06","Level 4 & Above",">100 - 300","NA","Q2 2014"
"160","06","Level 4 & Above",">300","NA","Q2 2014"
"161","06","B1 & Below","30 & Below","104.84","Q3 2014"
"162","06","B1 & Below",">30 - 100","85.37","Q3 2014"
"163","06","B1 & Below",">100 - 300","NA","Q3 2014"
"164","06","B1 & Below",">300","NA","Q3 2014"
"165","06","Level 1","30 & Below","111.54","Q3 2014"
"166","06","Level 1",">30 - 100","124.58","Q3 2014"
"167","06","Level 1",">100 - 300","NA","Q3 2014"
"168","06","Level 1",">300","NA","Q3 2014"
"169","06","Level 2 & 3","30 & Below","78.30","Q3 2014"
"170","06","Level 2 & 3",">30 - 100","65.51","Q3 2014"
"171","06","Level 2 & 3",">100 - 300","62.43","Q3 2014"
"172","06","Level 2 & 3",">300","NA","Q3 2014"
"173","06","Level 4 & Above","30 & Below","76.50","Q3 2014"
"174","06","Level 4 & Above",">30 - 100","66.43","Q3 2014"
"175","06","Level 4 & Above",">100 - 300","59.24","Q3 2014"
"176","06","Level 4 & Above",">300","NA","Q3 2014"
"177","06","B1 & Below","30 & Below","146.57","Q4 2014"
"178","06","B1 & Below",">30 - 100","53.85","Q4 2014"
"179","06","B1 & Below",">100 - 300","NA","Q4 2014"
"180","06","B1 & Below",">300","NA","Q4 2014"
"181","06","Level 1","30 & Below","115.88","Q4 2014"
"182","06","Level 1",">30 - 100","123.68","Q4 2014"
"183","06","Level 1",">100 - 300","262.10","Q4 2014"
"184","06","Level 1",">300","NA","Q4 2014"
"185","06","Level 2 & 3","30 & Below","72.00","Q4 2014"
"186","06","Level 2 & 3",">30 - 100","88.37","Q4 2014"
"187","06","Level 2 & 3",">100 - 300","92.29","Q4 2014"
"188","06","Level 2 & 3",">300","NA","Q4 2014"
"189","06","Level 4 & Above","30 & Below","80.77","Q4 2014"
"190","06","Level 4 & Above",">30 - 100","64.52","Q4 2014"
"191","06","Level 4 & Above",">100 - 300","76.15","Q4 2014"
"192","06","Level 4 & Above",">300","NA","Q4 2014"
"193","06","B1 & Below","30 & Below","99.12","Q1 2015"
"194","06","B1 & Below",">30 - 100","93.55","Q1 2015"
"195","06","B1 & Below",">100 - 300","NA","Q1 2015"
"196","06","B1 & Below",">300","NA","Q1 2015"
"197","06","Level 1","30 & Below","134.62","Q1 2015"
"198","06","Level 1",">30 - 100","153.19","Q1 2015"
"199","06","Level 1",">100 - 300","79.94","Q1 2015"
"200","06","Level 1",">300","NA","Q1 2015"
"201","06","Level 2 & 3","30 & Below","90.50","Q1 2015"
"202","06","Level 2 & 3",">30 - 100","71.05","Q1 2015"
"203","06","Level 2 & 3",">100 - 300","68.33","Q1 2015"
"204","06","Level 2 & 3",">300","NA","Q1 2015"
"205","06","Level 4 & Above","30 & Below","73.46","Q1 2015"
"206","06","Level 4 & Above",">30 - 100","62.50","Q1 2015"
"207","06","Level 4 & Above",">100 - 300","69.96","Q1 2015"
"208","06","Level 4 & Above",">300","NA","Q1 2015"
"209","06","B1 & Below","30 & Below","116.49","Q2 2015"
"210","06","B1 & Below",">30 - 100","90.66","Q2 2015"
"211","06","B1 & Below",">100 - 300","NA","Q2 2015"
"212","06","B1 & Below",">300","NA","Q2 2015"
"213","06","Level 1","30 & Below","240.30","Q2 2015"
"214","06","Level 1",">30 - 100","212.09","Q2 2015"
"215","06","Level 1",">100 - 300","342.55","Q2 2015"
"216","06","Level 1",">300","NA","Q2 2015"
"217","06","Level 2 & 3","30 & Below","103.09","Q2 2015"
"218","06","Level 2 & 3",">30 - 100","86.11","Q2 2015"
"219","06","Level 2 & 3",">100 - 300","76.32","Q2 2015"
"220","06","Level 2 & 3",">300","20.02","Q2 2015"
"221","06","Level 4 & Above","30 & Below","75.95","Q2 2015"
"222","06","Level 4 & Above",">30 - 100","67.62","Q2 2015"
"223","06","Level 4 & Above",">100 - 300","88.98","Q2 2015"
"224","06","Level 4 & Above",">300","NA","Q2 2015"
"225","06","B1 & Below","30 & Below","91.67","Q3 2015"
"226","06","B1 & Below",">30 - 100","71.43","Q3 2015"
"227","06","B1 & Below",">100 - 300","NA","Q3 2015"
"228","06","B1 & Below",">300","NA","Q3 2015"
"229","06","Level 1","30 & Below","NA","Q3 2015"
"230","06","Level 1",">30 - 100","142.30","Q3 2015"
"231","06","Level 1",">100 - 300","NA","Q3 2015"
"232","06","Level 1",">300","NA","Q3 2015"
"233","06","Level 2 & 3","30 & Below","81.48","Q3 2015"
"234","06","Level 2 & 3",">30 - 100","61.90","Q3 2015"
"235","06","Level 2 & 3",">100 - 300","76.32","Q3 2015"
"236","06","Level 2 & 3",">300","NA","Q3 2015"
"237","06","Level 4 & Above","30 & Below","61.80","Q3 2015"
"238","06","Level 4 & Above",">30 - 100","54.49","Q3 2015"
"239","06","Level 4 & Above",">100 - 300","NA","Q3 2015"
"240","06","Level 4 & Above",">300","NA","Q3 2015"
"241","06","B1 & Below","30 & Below","76.97","Q4 2015"
"242","06","B1 & Below",">30 - 100","75.47","Q4 2015"
"243","06","B1 & Below",">100 - 300","NA","Q4 2015"
"244","06","B1 & Below",">300","NA","Q4 2015"
"245","06","Level 1","30 & Below","180.37","Q4 2015"
"246","06","Level 1",">30 - 100","152.71","Q4 2015"
"247","06","Level 1",">100 - 300","276.72","Q4 2015"
"248","06","Level 1",">300","NA","Q4 2015"
"249","06","Level 2 & 3","30 & Below","71.62","Q4 2015"
"250","06","Level 2 & 3",">30 - 100","75.00","Q4 2015"
"251","06","Level 2 & 3",">100 - 300","NA","Q4 2015"
"252","06","Level 2 & 3",">300","NA","Q4 2015"
"253","06","Level 4 & Above","30 & Below","71.01","Q4 2015"
"254","06","Level 4 & Above",">30 - 100","53.74","Q4 2015"
"255","06","Level 4 & Above",">100 - 300","NA","Q4 2015"
"256","06","Level 4 & Above",">300","NA","Q4 2015"
"257","06","B1 & Below","30 & Below","55.17","Q1 2016"
"258","06","B1 & Below",">30 - 100","73.17","Q1 2016"
"259","06","B1 & Below",">100 - 300","NA","Q1 2016"
"260","06","B1 & Below",">300","NA","Q1 2016"
"261","06","Level 1","30 & Below","120.91","Q1 2016"
"262","06","Level 1",">30 - 100","129.73","Q1 2016"
"263","06","Level 1",">100 - 300","NA","Q1 2016"
"264","06","Level 1",">300","NA","Q1 2016"
"265","06","Level 2 & 3","30 & Below","81.48","Q1 2016"
"266","06","Level 2 & 3",">30 - 100","66.13","Q1 2016"
"267","06","Level 2 & 3",">100 - 300","70.37","Q1 2016"
"268","06","Level 2 & 3",">300","NA","Q1 2016"
"269","06","Level 4 & Above","30 & Below","81.58","Q1 2016"
"270","06","Level 4 & Above",">30 - 100","69.92","Q1 2016"
"271","06","Level 4 & Above",">100 - 300","NA","Q1 2016"
"272","06","Level 4 & Above",">300","NA","Q1 2016"
"273","06","B1 & Below","30 & Below","80.00","Q2 2016"
"274","06","B1 & Below",">30 - 100","56.42","Q2 2016"
"275","06","B1 & Below",">100 - 300","295.64","Q2 2016"
"276","06","B1 & Below",">300","NA","Q2 2016"
"277","06","Level 1","30 & Below","131.82","Q2 2016"
"278","06","Level 1",">30 - 100","109.09","Q2 2016"
"279","06","Level 1",">100 - 300","NA","Q2 2016"
"280","06","Level 1",">300","NA","Q2 2016"
"281","06","Level 2 & 3","30 & Below","76.32","Q2 2016"
"282","06","Level 2 & 3",">30 - 100","61.39","Q2 2016"
"283","06","Level 2 & 3",">100 - 300","NA","Q2 2016"
"284","06","Level 2 & 3",">300","NA","Q2 2016"
"285","06","Level 4 & Above","30 & Below","58.10","Q2 2016"
"286","06","Level 4 & Above",">30 - 100","55.99","Q2 2016"
"287","06","Level 4 & Above",">100 - 300","NA","Q2 2016"
"288","06","Level 4 & Above",">300","NA","Q2 2016"
"289","06","B1 & Below","30 & Below","75.86","Q3 2016"
"290","06","B1 & Below",">30 - 100","63.88","Q3 2016"
"291","06","B1 & Below",">100 - 300","NA","Q3 2016"
"292","06","B1 & Below",">300","NA","Q3 2016"
"293","06","Level 1","30 & Below","135.42","Q3 2016"
"294","06","Level 1",">30 - 100","144.74","Q3 2016"
"295","06","Level 1",">100 - 300","NA","Q3 2016"
"296","06","Level 1",">300","NA","Q3 2016"
"297","06","Level 2 & 3","30 & Below","62.00","Q3 2016"
"298","06","Level 2 & 3",">30 - 100","67.17","Q3 2016"
"299","06","Level 2 & 3",">100 - 300","NA","Q3 2016"
"300","06","Level 2 & 3",">300","NA","Q3 2016"
"301","06","Level 4 & Above","30 & Below","72.66","Q3 2016"
"302","06","Level 4 & Above",">30 - 100","72.37","Q3 2016"
"303","06","Level 4 & Above",">100 - 300","NA","Q3 2016"
"304","06","Level 4 & Above",">300","NA","Q3 2016"
"305","06","B1 & Below","30 & Below","76.32","Q4 2016"
"306","06","B1 & Below",">30 - 100","70.41","Q4 2016"
"307","06","B1 & Below",">100 - 300","NA","Q4 2016"
"308","06","B1 & Below",">300","NA","Q4 2016"
"309","06","Level 1","30 & Below","NA","Q4 2016"
"310","06","Level 1",">30 - 100","121.62","Q4 2016"
"311","06","Level 1",">100 - 300","NA","Q4 2016"
"312","06","Level 1",">300","NA","Q4 2016"
"313","06","Level 2 & 3","30 & Below","66.67","Q4 2016"
"314","06","Level 2 & 3",">30 - 100","70.37","Q4 2016"
"315","06","Level 2 & 3",">100 - 300","NA","Q4 2016"
"316","06","Level 2 & 3",">300","NA","Q4 2016"
"317","06","Level 4 & Above","30 & Below","64.29","Q4 2016"
"318","06","Level 4 & Above",">30 - 100","54.35","Q4 2016"
"319","06","Level 4 & Above",">100 - 300","NA","Q4 2016"
"320","06","Level 4 & Above",">300","NA","Q4 2016"
"321","06","B1 & Below","30 & Below","71.70","Q1 2017"
"322","06","B1 & Below",">30 - 100","69.07","Q1 2017"
"323","06","B1 & Below",">100 - 300","NA","Q1 2017"
"324","06","B1 & Below",">300","83.11","Q1 2017"
"325","06","Level 1","30 & Below","252.63","Q1 2017"
"326","06","Level 1",">30 - 100","94.34","Q1 2017"
"327","06","Level 1",">100 - 300","NA","Q1 2017"
"328","06","Level 1",">300","52.18","Q1 2017"
"329","06","Level 2 & 3","30 & Below","58.70","Q1 2017"
"330","06","Level 2 & 3",">30 - 100","55.56","Q1 2017"
"331","06","Level 2 & 3",">100 - 300","NA","Q1 2017"
"332","06","Level 2 & 3",">300","NA","Q1 2017"
"333","06","Level 4 & Above","30 & Below","72.54","Q1 2017"
"334","06","Level 4 & Above",">30 - 100","61.82","Q1 2017"
"335","06","Level 4 & Above",">100 - 300","NA","Q1 2017"
"336","06","Level 4 & Above",">300","NA","Q1 2017"
"337","06","B1 & Below","30 & Below","87.50","Q2 2017"
"338","06","B1 & Below",">30 - 100","101.97","Q2 2017"
"339","06","B1 & Below",">100 - 300","NA","Q2 2017"
"340","06","B1 & Below",">300","NA","Q2 2017"
"341","06","Level 1","30 & Below","111.76","Q2 2017"
"342","06","Level 1",">30 - 100","133.53","Q2 2017"
"343","06","Level 1",">100 - 300","309.87","Q2 2017"
"344","06","Level 1",">300","NA","Q2 2017"
"345","06","Level 2 & 3","30 & Below","82.68","Q2 2017"
"346","06","Level 2 & 3",">30 - 100","63.44","Q2 2017"
"347","06","Level 2 & 3",">100 - 300","67.86","Q2 2017"
"348","06","Level 2 & 3",">300","96.40","Q2 2017"
"349","06","Level 4 & Above","30 & Below","NA","Q2 2017"
"350","06","Level 4 & Above",">30 - 100","60.98","Q2 2017"
"351","06","Level 4 & Above",">100 - 300","44.04","Q2 2017"
"352","06","Level 4 & Above",">300","NA","Q2 2017"
"353","06","B1 & Below","30 & Below","104.09","Q3 2017"
"354","06","B1 & Below",">30 - 100","63.64","Q3 2017"
"355","06","B1 & Below",">100 - 300","NA","Q3 2017"
"356","06","B1 & Below",">300","NA","Q3 2017"
"357","06","Level 1","30 & Below","NA","Q3 2017"
"358","06","Level 1",">30 - 100","166.42","Q3 2017"
"359","06","Level 1",">100 - 300","NA","Q3 2017"
"360","06","Level 1",">300","NA","Q3 2017"
"361","06","Level 2 & 3","30 & Below","70.11","Q3 2017"
"362","06","Level 2 & 3",">30 - 100","59.46","Q3 2017"
"363","06","Level 2 & 3",">100 - 300","109.31","Q3 2017"
"364","06","Level 2 & 3",">300","69.43","Q3 2017"
"365","06","Level 4 & Above","30 & Below","52.27","Q3 2017"
"366","06","Level 4 & Above",">30 - 100","58.82","Q3 2017"
"367","06","Level 4 & Above",">100 - 300","NA","Q3 2017"
"368","06","Level 4 & Above",">300","NA","Q3 2017"
"369","06","B1 & Below","30 & Below","423.47","Q4 2017"
"370","06","B1 & Below",">30 - 100","55.21","Q4 2017"
"371","06","B1 & Below",">100 - 300","133.33","Q4 2017"
"372","06","B1 & Below",">300","NA","Q4 2017"
"373","06","Level 1","30 & Below","NA","Q4 2017"
"374","06","Level 1",">30 - 100","93.31","Q4 2017"
"375","06","Level 1",">100 - 300","290.54","Q4 2017"
"376","06","Level 1",">300","NA","Q4 2017"
"377","06","Level 2 & 3","30 & Below","70.25","Q4 2017"
"378","06","Level 2 & 3",">30 - 100","66.45","Q4 2017"
"379","06","Level 2 & 3",">100 - 300","54.67","Q4 2017"
"380","06","Level 2 & 3",">300","NA","Q4 2017"
"381","06","Level 4 & Above","30 & Below","69.16","Q4 2017"
"382","06","Level 4 & Above",">30 - 100","48.68","Q4 2017"
"383","06","Level 4 & Above",">100 - 300","NA","Q4 2017"
"384","06","Level 4 & Above",">300","NA","Q4 2017"
"385","06","B1 & Below","30 & Below","104.00","Q1 2018"
"386","06","B1 & Below",">30 - 100","75.81","Q1 2018"
"387","06","B1 & Below",">100 - 300","NA","Q1 2018"
"388","06","B1 & Below",">300","NA","Q1 2018"
"389","06","Level 1","30 & Below","100.37","Q1 2018"
"390","06","Level 1",">30 - 100","121.82","Q1 2018"
"391","06","Level 1",">100 - 300","349.56","Q1 2018"
"392","06","Level 1",">300","NA","Q1 2018"
"393","06","Level 2 & 3","30 & Below","55.00","Q1 2018"
"394","06","Level 2 & 3",">30 - 100","66.62","Q1 2018"
"395","06","Level 2 & 3",">100 - 300","117.01","Q1 2018"
"396","06","Level 2 & 3",">300","NA","Q1 2018"
"397","06","Level 4 & Above","30 & Below","54.89","Q1 2018"
"398","06","Level 4 & Above",">30 - 100","54.37","Q1 2018"
"399","06","Level 4 & Above",">100 - 300","NA","Q1 2018"
"400","06","Level 4 & Above",">300","NA","Q1 2018"
"401","06","B1 & Below","30 & Below","82.00","Q2 2018"
"402","06","B1 & Below",">30 - 100","54.68","Q2 2018"
"403","06","B1 & Below",">100 - 300","66.09","Q2 2018"
"404","06","B1 & Below",">300","NA","Q2 2018"
"405","06","Level 1","30 & Below","111.76","Q2 2018"
"406","06","Level 1",">30 - 100","130.00","Q2 2018"
"407","06","Level 1",">100 - 300","97.02","Q2 2018"
"408","06","Level 1",">300","66.02","Q2 2018"
"409","06","Level 2 & 3","30 & Below","79.05","Q2 2018"
"410","06","Level 2 & 3",">30 - 100","67.95","Q2 2018"
"411","06","Level 2 & 3",">100 - 300","71.97","Q2 2018"
"412","06","Level 2 & 3",">300","51.92","Q2 2018"
"413","06","Level 4 & Above","30 & Below","77.78","Q2 2018"
"414","06","Level 4 & Above",">30 - 100","53.49","Q2 2018"
"415","06","Level 4 & Above",">100 - 300","134.07","Q2 2018"
"416","06","Level 4 & Above",">300","NA","Q2 2018"
"417","06","B1 & Below","30 & Below","107.88","Q3 2018"
"418","06","B1 & Below",">30 - 100","73.57","Q3 2018"
"419","06","B1 & Below",">100 - 300","NA","Q3 2018"
"420","06","B1 & Below",">300","NA","Q3 2018"
"421","06","Level 1","30 & Below","86.21","Q3 2018"
"422","06","Level 1",">30 - 100","180.12","Q3 2018"
"423","06","Level 1",">100 - 300","74.28","Q3 2018"
"424","06","Level 1",">300","71.42","Q3 2018"
"425","06","Level 2 & 3","30 & Below","57.97","Q3 2018"
"426","06","Level 2 & 3",">30 - 100","69.51","Q3 2018"
"427","06","Level 2 & 3",">100 - 300","26.91","Q3 2018"
"428","06","Level 2 & 3",">300","NA","Q3 2018"
"429","06","Level 4 & Above","30 & Below","61.55","Q3 2018"
"430","06","Level 4 & Above",">30 - 100","58.06","Q3 2018"
"431","06","Level 4 & Above",">100 - 300","NA","Q3 2018"
"432","06","Level 4 & Above",">300","NA","Q3 2018"
"433","06","B1 & Below","30 & Below","116.44","Q4 2018"
"434","06","B1 & Below",">30 - 100","71.43","Q4 2018"
"435","06","B1 & Below",">100 - 300","205.59","Q4 2018"
"436","06","B1 & Below",">300","NA","Q4 2018"
"437","06","Level 1","30 & Below","189.66","Q4 2018"
"438","06","Level 1",">30 - 100","141.18","Q4 2018"
"439","06","Level 1",">100 - 300","166.79","Q4 2018"
"440","06","Level 1",">300","NA","Q4 2018"
"441","06","Level 2 & 3","30 & Below","51.32","Q4 2018"
"442","06","Level 2 & 3",">30 - 100","67.90","Q4 2018"
"443","06","Level 2 & 3",">100 - 300","65.48","Q4 2018"
"444","06","Level 2 & 3",">300","NA","Q4 2018"
"445","06","Level 4 & Above","30 & Below","65.07","Q4 2018"
"446","06","Level 4 & Above",">30 - 100","55.72","Q4 2018"
"447","06","Level 4 & Above",">100 - 300","NA","Q4 2018"
"448","06","Level 4 & Above",">300","NA","Q4 2018"
"449","06","B1 & Below","30 & Below","99.04","Q1 2019"
"450","06","B1 & Below",">30 - 100","73.17","Q1 2019"
"451","06","B1 & Below",">100 - 300","96.88","Q1 2019"
"452","06","B1 & Below",">300","NA","Q1 2019"
"453","06","Level 1","30 & Below","134.62","Q1 2019"
"454","06","Level 1",">30 - 100","99.67","Q1 2019"
"455","06","Level 1",">100 - 300","NA","Q1 2019"
"456","06","Level 1",">300","NA","Q1 2019"
"457","06","Level 2 & 3","30 & Below","60.00","Q1 2019"
"458","06","Level 2 & 3",">30 - 100","59.21","Q1 2019"
"459","06","Level 2 & 3",">100 - 300","114.07","Q1 2019"
"460","06","Level 2 & 3",">300","NA","Q1 2019"
"461","06","Level 4 & Above","30 & Below","NA","Q1 2019"
"462","06","Level 4 & Above",">30 - 100","54.72","Q1 2019"
