"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"463","06","Level 4 & Above",">100 - 300","NA","Q1 2019"
"464","06","Level 4 & Above",">300","NA","Q1 2019"
"465","06","B1 & Below","30 & Below","151.88","Q2 2019"
"466","06","B1 & Below",">30 - 100","104.17","Q2 2019"
"467","06","B1 & Below",">100 - 300","129.17","Q2 2019"
"468","06","B1 & Below",">300","NA","Q2 2019"
"469","06","Level 1","30 & Below","NA","Q2 2019"
"470","06","Level 1",">30 - 100","133.85","Q2 2019"
"471","06","Level 1",">100 - 300","97.06","Q2 2019"
"472","06","Level 1",">300","NA","Q2 2019"
"473","06","Level 2 & 3","30 & Below","86.58","Q2 2019"
"474","06","Level 2 & 3",">30 - 100","67.91","Q2 2019"
"475","06","Level 2 & 3",">100 - 300","114.66","Q2 2019"
"476","06","Level 2 & 3",">300","NA","Q2 2019"
"477","06","Level 4 & Above","30 & Below","71.92","Q2 2019"
"478","06","Level 4 & Above",">30 - 100","50.00","Q2 2019"
"479","06","Level 4 & Above",">100 - 300","NA","Q2 2019"
"480","06","Level 4 & Above",">300","NA","Q2 2019"
"481","06","B1 & Below","30 & Below","357.86","Q3 2019"
"482","06","B1 & Below",">30 - 100","141.72","Q3 2019"
"483","06","B1 & Below",">100 - 300","245.72","Q3 2019"
"484","06","B1 & Below",">300","89.53","Q3 2019"
"485","06","Level 1","30 & Below","NA","Q3 2019"
"486","06","Level 1",">30 - 100","113.25","Q3 2019"
"487","06","Level 1",">100 - 300","249.80","Q3 2019"
"488","06","Level 1",">300","NA","Q3 2019"
"489","06","Level 2 & 3","30 & Below","56.00","Q3 2019"
"490","06","Level 2 & 3",">30 - 100","48.46","Q3 2019"
"491","06","Level 2 & 3",">100 - 300","43.86","Q3 2019"
"492","06","Level 2 & 3",">300","NA","Q3 2019"
"493","06","Level 4 & Above","30 & Below","60.28","Q3 2019"
"494","06","Level 4 & Above",">30 - 100","60.61","Q3 2019"
"495","06","Level 4 & Above",">100 - 300","NA","Q3 2019"
"496","06","Level 4 & Above",">300","NA","Q3 2019"
"497","06","B1 & Below","30 & Below","106.00","Q4 2019"
"498","06","B1 & Below",">30 - 100","86.34","Q4 2019"
"499","06","B1 & Below",">100 - 300","NA","Q4 2019"
"500","06","B1 & Below",">300","NA","Q4 2019"
"501","06","Level 1","30 & Below","NA","Q4 2019"
"502","06","Level 1",">30 - 100","153.54","Q4 2019"
"503","06","Level 1",">100 - 300","58.82","Q4 2019"
"504","06","Level 1",">300","NA","Q4 2019"
"505","06","Level 2 & 3","30 & Below","76.00","Q4 2019"
"506","06","Level 2 & 3",">30 - 100","65.71","Q4 2019"
"507","06","Level 2 & 3",">100 - 300","NA","Q4 2019"
"508","06","Level 2 & 3",">300","NA","Q4 2019"
"509","06","Level 4 & Above","30 & Below","90.36","Q4 2019"
"510","06","Level 4 & Above",">30 - 100","49.20","Q4 2019"
"511","06","Level 4 & Above",">100 - 300","18.78","Q4 2019"
"512","06","Level 4 & Above",">300","NA","Q4 2019"
"513","06","B1 & Below","30 & Below","109.98","Q1 2020"
"514","06","B1 & Below",">30 - 100","85.00","Q1 2020"
"515","06","B1 & Below",">100 - 300","NA","Q1 2020"
"516","06","B1 & Below",">300","NA","Q1 2020"
"517","06","Level 1","30 & Below","NA","Q1 2020"
"518","06","Level 1",">30 - 100","103.10","Q1 2020"
"519","06","Level 1",">100 - 300","NA","Q1 2020"
"520","06","Level 1",">300","NA","Q1 2020"
"521","06","Level 2 & 3","30 & Below","75.43","Q1 2020"
"522","06","Level 2 & 3",">30 - 100","65.57","Q1 2020"
"523","06","Level 2 & 3",">100 - 300","76.96","Q1 2020"
"524","06","Level 2 & 3",">300","NA","Q1 2020"
"525","06","Level 4 & Above","30 & Below","68.42","Q1 2020"
"526","06","Level 4 & Above",">30 - 100","60.68","Q1 2020"
"527","06","Level 4 & Above",">100 - 300","NA","Q1 2020"
"528","06","Level 4 & Above",">300","NA","Q1 2020"
"529","06","B1 & Below","30 & Below","126.88","Q2 2020"
"530","06","B1 & Below",">30 - 100","NA","Q2 2020"
"531","06","B1 & Below",">100 - 300","101.67","Q2 2020"
"532","06","B1 & Below",">300","NA","Q2 2020"
"533","06","Level 1","30 & Below","173.08","Q2 2020"
"534","06","Level 1",">30 - 100","80.52","Q2 2020"
"535","06","Level 1",">100 - 300","NA","Q2 2020"
"536","06","Level 1",">300","NA","Q2 2020"
"537","06","Level 2 & 3","30 & Below","NA","Q2 2020"
"538","06","Level 2 & 3",">30 - 100","60.53","Q2 2020"
"539","06","Level 2 & 3",">100 - 300","115.82","Q2 2020"
"540","06","Level 2 & 3",">300","NA","Q2 2020"
"541","06","Level 4 & Above","30 & Below","96.84","Q2 2020"
"542","06","Level 4 & Above",">30 - 100","48.58","Q2 2020"
"543","06","Level 4 & Above",">100 - 300","NA","Q2 2020"
"544","06","Level 4 & Above",">300","NA","Q2 2020"
"545","06","B1 & Below","30 & Below","68.18","Q3 2020"
"546","06","B1 & Below",">30 - 100","37.19","Q3 2020"
"547","06","B1 & Below",">100 - 300","NA","Q3 2020"
"548","06","B1 & Below",">300","NA","Q3 2020"
"549","06","Level 1","30 & Below","121.10","Q3 2020"
"550","06","Level 1",">30 - 100","52.46","Q3 2020"
"551","06","Level 1",">100 - 300","110.79","Q3 2020"
"552","06","Level 1",">300","NA","Q3 2020"
"553","06","Level 2 & 3","30 & Below","55.00","Q3 2020"
"554","06","Level 2 & 3",">30 - 100","58.54","Q3 2020"
"555","06","Level 2 & 3",">100 - 300","NA","Q3 2020"
"556","06","Level 2 & 3",">300","NA","Q3 2020"
"557","06","Level 4 & Above","30 & Below","67.31","Q3 2020"
"558","06","Level 4 & Above",">30 - 100","45.45","Q3 2020"
"559","06","Level 4 & Above",">100 - 300","NA","Q3 2020"
"560","06","Level 4 & Above",">300","NA","Q3 2020"
"561","06","B1 & Below","30 & Below","106.00","Q4 2020"
"562","06","B1 & Below",">30 - 100","43.08","Q4 2020"
"563","06","B1 & Below",">100 - 300","93.33","Q4 2020"
"564","06","B1 & Below",">300","NA","Q4 2020"
"565","06","Level 1","30 & Below","NA","Q4 2020"
"566","06","Level 1",">30 - 100","73.47","Q4 2020"
"567","06","Level 1",">100 - 300","139.81","Q4 2020"
"568","06","Level 1",">300","NA","Q4 2020"
"569","06","Level 2 & 3","30 & Below","71.43","Q4 2020"
"570","06","Level 2 & 3",">30 - 100","59.22","Q4 2020"
"571","06","Level 2 & 3",">100 - 300","124.83","Q4 2020"
"572","06","Level 2 & 3",">300","NA","Q4 2020"
"573","06","Level 4 & Above","30 & Below","63.43","Q4 2020"
"574","06","Level 4 & Above",">30 - 100","46.77","Q4 2020"
"575","06","Level 4 & Above",">100 - 300","NA","Q4 2020"
"576","06","Level 4 & Above",">300","NA","Q4 2020"
"577","06","B1 & Below","30 & Below","96.80","Q1 2021"
"578","06","B1 & Below",">30 - 100","NA","Q1 2021"
"579","06","B1 & Below",">100 - 300","102.88","Q1 2021"
"580","06","B1 & Below",">300","NA","Q1 2021"
"581","06","Level 1","30 & Below","93.47","Q1 2021"
"582","06","Level 1",">30 - 100","78.46","Q1 2021"
"583","06","Level 1",">100 - 300","96.87","Q1 2021"
"584","06","Level 1",">300","NA","Q1 2021"
"585","06","Level 2 & 3","30 & Below","50.00","Q1 2021"
"586","06","Level 2 & 3",">30 - 100","63.29","Q1 2021"
"587","06","Level 2 & 3",">100 - 300","NA","Q1 2021"
"588","06","Level 2 & 3",">300","NA","Q1 2021"
"589","06","Level 4 & Above","30 & Below","NA","Q1 2021"
"590","06","Level 4 & Above",">30 - 100","53.13","Q1 2021"
"591","06","Level 4 & Above",">100 - 300","NA","Q1 2021"
"592","06","Level 4 & Above",">300","NA","Q1 2021"
"593","06","B1 & Below","30 & Below","354.68","Q2 2021"
"594","06","B1 & Below",">30 - 100","75.76","Q2 2021"
"595","06","B1 & Below",">100 - 300","83.16","Q2 2021"
"596","06","B1 & Below",">300","NA","Q2 2021"
"597","06","Level 1","30 & Below","112.04","Q2 2021"
"598","06","Level 1",">30 - 100","84.02","Q2 2021"
"599","06","Level 1",">100 - 300","195.88","Q2 2021"
"600","06","Level 1",">300","NA","Q2 2021"
"601","06","Level 2 & 3","30 & Below","80.00","Q2 2021"
"602","06","Level 2 & 3",">30 - 100","51.61","Q2 2021"
"603","06","Level 2 & 3",">100 - 300","43.86","Q2 2021"
"604","06","Level 2 & 3",">300","163.56","Q2 2021"
"605","06","Level 4 & Above","30 & Below","61.79","Q2 2021"
"606","06","Level 4 & Above",">30 - 100","40.00","Q2 2021"
"607","06","Level 4 & Above",">100 - 300","NA","Q2 2021"
"608","06","Level 4 & Above",">300","NA","Q2 2021"
"609","06","B1 & Below","30 & Below","206.80","Q3 2021"
"610","06","B1 & Below",">30 - 100","69.38","Q3 2021"
"611","06","B1 & Below",">100 - 300","163.64","Q3 2021"
"612","06","B1 & Below",">300","NA","Q3 2021"
"613","06","Level 1","30 & Below","108.14","Q3 2021"
"614","06","Level 1",">30 - 100","212.66","Q3 2021"
"615","06","Level 1",">100 - 300","227.18","Q3 2021"
"616","06","Level 1",">300","NA","Q3 2021"
"617","06","Level 2 & 3","30 & Below","57.89","Q3 2021"
"618","06","Level 2 & 3",">30 - 100","56.10","Q3 2021"
"619","06","Level 2 & 3",">100 - 300","112.80","Q3 2021"
"620","06","Level 2 & 3",">300","100.14","Q3 2021"
"621","06","Level 4 & Above","30 & Below","65.48","Q3 2021"
"622","06","Level 4 & Above",">30 - 100","45.95","Q3 2021"
"623","06","Level 4 & Above",">100 - 300","NA","Q3 2021"
"624","06","Level 4 & Above",">300","NA","Q3 2021"
"625","06","B1 & Below","30 & Below","85.61","Q4 2021"
"626","06","B1 & Below",">30 - 100","76.47","Q4 2021"
"627","06","B1 & Below",">100 - 300","237.88","Q4 2021"
"628","06","B1 & Below",">300","NA","Q4 2021"
"629","06","Level 1","30 & Below","97.22","Q4 2021"
"630","06","Level 1",">30 - 100","116.56","Q4 2021"
"631","06","Level 1",">100 - 300","218.25","Q4 2021"
"632","06","Level 1",">300","NA","Q4 2021"
"633","06","Level 2 & 3","30 & Below","50.50","Q4 2021"
"634","06","Level 2 & 3",">30 - 100","65.22","Q4 2021"
"635","06","Level 2 & 3",">100 - 300","125.36","Q4 2021"
"636","06","Level 2 & 3",">300","68.78","Q4 2021"
"637","06","Level 4 & Above","30 & Below","80.89","Q4 2021"
"638","06","Level 4 & Above",">30 - 100","44.35","Q4 2021"
"639","06","Level 4 & Above",">100 - 300","NA","Q4 2021"
"640","06","Level 4 & Above",">300","NA","Q4 2021"
"641","07","B1 & Below","30 & Below","420.00","Q1 2012"
"642","07","B1 & Below",">30 - 100","84.55","Q1 2012"
"643","07","B1 & Below",">100 - 300","NA","Q1 2012"
"644","07","B1 & Below",">300","NA","Q1 2012"
"645","07","Level 1","30 & Below","95.45","Q1 2012"
"646","07","Level 1",">30 - 100","88.26","Q1 2012"
"647","07","Level 1",">100 - 300","127.04","Q1 2012"
"648","07","Level 1",">300","NA","Q1 2012"
"649","07","Level 2 & 3","30 & Below","53.46","Q1 2012"
"650","07","Level 2 & 3",">30 - 100","68.85","Q1 2012"
"651","07","Level 2 & 3",">100 - 300","74.53","Q1 2012"
"652","07","Level 2 & 3",">300","NA","Q1 2012"
"653","07","Level 4 & Above","30 & Below","75.38","Q1 2012"
"654","07","Level 4 & Above",">30 - 100","66.67","Q1 2012"
"655","07","Level 4 & Above",">100 - 300","64.82","Q1 2012"
"656","07","Level 4 & Above",">300","NA","Q1 2012"
"657","07","B1 & Below","30 & Below","44.38","Q2 2012"
"658","07","B1 & Below",">30 - 100","80.15","Q2 2012"
"659","07","B1 & Below",">100 - 300","51.36","Q2 2012"
"660","07","B1 & Below",">300","NA","Q2 2012"
"661","07","Level 1","30 & Below","102.17","Q2 2012"
"662","07","Level 1",">30 - 100","85.74","Q2 2012"
"663","07","Level 1",">100 - 300","137.17","Q2 2012"
"664","07","Level 1",">300","NA","Q2 2012"
"665","07","Level 2 & 3","30 & Below","51.47","Q2 2012"
"666","07","Level 2 & 3",">30 - 100","64.71","Q2 2012"
"667","07","Level 2 & 3",">100 - 300","175.02","Q2 2012"
"668","07","Level 2 & 3",">300","NA","Q2 2012"
"669","07","Level 4 & Above","30 & Below","83.33","Q2 2012"
"670","07","Level 4 & Above",">30 - 100","104.00","Q2 2012"
"671","07","Level 4 & Above",">100 - 300","112.19","Q2 2012"
"672","07","Level 4 & Above",">300","NA","Q2 2012"
"673","07","B1 & Below","30 & Below","53.83","Q3 2012"
"674","07","B1 & Below",">30 - 100","82.67","Q3 2012"
"675","07","B1 & Below",">100 - 300","NA","Q3 2012"
"676","07","B1 & Below",">300","NA","Q3 2012"
"677","07","Level 1","30 & Below","96.88","Q3 2012"
"678","07","Level 1",">30 - 100","85.71","Q3 2012"
"679","07","Level 1",">100 - 300","127.00","Q3 2012"
"680","07","Level 1",">300","NA","Q3 2012"
"681","07","Level 2 & 3","30 & Below","57.89","Q3 2012"
"682","07","Level 2 & 3",">30 - 100","60.96","Q3 2012"
"683","07","Level 2 & 3",">100 - 300","123.81","Q3 2012"
"684","07","Level 2 & 3",">300","NA","Q3 2012"
"685","07","Level 4 & Above","30 & Below","51.32","Q3 2012"
"686","07","Level 4 & Above",">30 - 100","69.44","Q3 2012"
"687","07","Level 4 & Above",">100 - 300","60.98","Q3 2012"
"688","07","Level 4 & Above",">300","NA","Q3 2012"
"689","07","B1 & Below","30 & Below","54.64","Q4 2012"
"690","07","B1 & Below",">30 - 100","69.97","Q4 2012"
"691","07","B1 & Below",">100 - 300","NA","Q4 2012"
"692","07","B1 & Below",">300","78.04","Q4 2012"
"693","07","Level 1","30 & Below","118.20","Q4 2012"
"694","07","Level 1",">30 - 100","96.77","Q4 2012"
"695","07","Level 1",">100 - 300","78.04","Q4 2012"
"696","07","Level 1",">300","177.61","Q4 2012"
"697","07","Level 2 & 3","30 & Below","57.81","Q4 2012"
"698","07","Level 2 & 3",">30 - 100","58.05","Q4 2012"
"699","07","Level 2 & 3",">100 - 300","57.83","Q4 2012"
"700","07","Level 2 & 3",">300","NA","Q4 2012"
"701","07","Level 4 & Above","30 & Below","55.10","Q4 2012"
"702","07","Level 4 & Above",">30 - 100","116.12","Q4 2012"
"703","07","Level 4 & Above",">100 - 300","47.60","Q4 2012"
"704","07","Level 4 & Above",">300","NA","Q4 2012"
"705","07","B1 & Below","30 & Below","93.32","Q1 2013"
"706","07","B1 & Below",">30 - 100","87.68","Q1 2013"
"707","07","B1 & Below",">100 - 300","71.49","Q1 2013"
"708","07","B1 & Below",">300","NA","Q1 2013"
"709","07","Level 1","30 & Below","91.00","Q1 2013"
"710","07","Level 1",">30 - 100","77.46","Q1 2013"
"711","07","Level 1",">100 - 300","86.10","Q1 2013"
"712","07","Level 1",">300","NA","Q1 2013"
"713","07","Level 2 & 3","30 & Below","60.00","Q1 2013"
"714","07","Level 2 & 3",">30 - 100","52.74","Q1 2013"
"715","07","Level 2 & 3",">100 - 300","50.47","Q1 2013"
"716","07","Level 2 & 3",">300","59.14","Q1 2013"
"717","07","Level 4 & Above","30 & Below","67.28","Q1 2013"
"718","07","Level 4 & Above",">30 - 100","88.03","Q1 2013"
"719","07","Level 4 & Above",">100 - 300","NA","Q1 2013"
"720","07","Level 4 & Above",">300","NA","Q1 2013"
"721","07","B1 & Below","30 & Below","45.08","Q2 2013"
"722","07","B1 & Below",">30 - 100","39.68","Q2 2013"
"723","07","B1 & Below",">100 - 300","88.17","Q2 2013"
"724","07","B1 & Below",">300","NA","Q2 2013"
"725","07","Level 1","30 & Below","105.26","Q2 2013"
"726","07","Level 1",">30 - 100","95.24","Q2 2013"
"727","07","Level 1",">100 - 300","215.28","Q2 2013"
"728","07","Level 1",">300","NA","Q2 2013"
"729","07","Level 2 & 3","30 & Below","52.17","Q2 2013"
"730","07","Level 2 & 3",">30 - 100","69.10","Q2 2013"
"731","07","Level 2 & 3",">100 - 300","56.58","Q2 2013"
"732","07","Level 2 & 3",">300","NA","Q2 2013"
"733","07","Level 4 & Above","30 & Below","82.69","Q2 2013"
"734","07","Level 4 & Above",">30 - 100","68.82","Q2 2013"
"735","07","Level 4 & Above",">100 - 300","NA","Q2 2013"
"736","07","Level 4 & Above",">300","NA","Q2 2013"
"737","07","B1 & Below","30 & Below","56.18","Q3 2013"
"738","07","B1 & Below",">30 - 100","91.43","Q3 2013"
"739","07","B1 & Below",">100 - 300","NA","Q3 2013"
"740","07","B1 & Below",">300","NA","Q3 2013"
"741","07","Level 1","30 & Below","114.58","Q3 2013"
"742","07","Level 1",">30 - 100","90.49","Q3 2013"
"743","07","Level 1",">100 - 300","109.62","Q3 2013"
"744","07","Level 1",">300","NA","Q3 2013"
"745","07","Level 2 & 3","30 & Below","53.11","Q3 2013"
"746","07","Level 2 & 3",">30 - 100","66.68","Q3 2013"
"747","07","Level 2 & 3",">100 - 300","83.51","Q3 2013"
"748","07","Level 2 & 3",">300","NA","Q3 2013"
"749","07","Level 4 & Above","30 & Below","68.00","Q3 2013"
"750","07","Level 4 & Above",">30 - 100","58.41","Q3 2013"
"751","07","Level 4 & Above",">100 - 300","NA","Q3 2013"
"752","07","Level 4 & Above",">300","NA","Q3 2013"
"753","07","B1 & Below","30 & Below","75.78","Q4 2013"
"754","07","B1 & Below",">30 - 100","98.44","Q4 2013"
"755","07","B1 & Below",">100 - 300","227.28","Q4 2013"
"756","07","B1 & Below",">300","NA","Q4 2013"
"757","07","Level 1","30 & Below","94.44","Q4 2013"
"758","07","Level 1",">30 - 100","93.59","Q4 2013"
"759","07","Level 1",">100 - 300","114.51","Q4 2013"
"760","07","Level 1",">300","29.51","Q4 2013"
"761","07","Level 2 & 3","30 & Below","62.07","Q4 2013"
"762","07","Level 2 & 3",">30 - 100","64.14","Q4 2013"
"763","07","Level 2 & 3",">100 - 300","67.25","Q4 2013"
"764","07","Level 2 & 3",">300","NA","Q4 2013"
"765","07","Level 4 & Above","30 & Below","72.50","Q4 2013"
"766","07","Level 4 & Above",">30 - 100","104.22","Q4 2013"
"767","07","Level 4 & Above",">100 - 300","NA","Q4 2013"
"768","07","Level 4 & Above",">300","64.58","Q4 2013"
"769","07","B1 & Below","30 & Below","77.74","Q1 2014"
"770","07","B1 & Below",">30 - 100","53.85","Q1 2014"
"771","07","B1 & Below",">100 - 300","NA","Q1 2014"
"772","07","B1 & Below",">300","NA","Q1 2014"
"773","07","Level 1","30 & Below","105.56","Q1 2014"
"774","07","Level 1",">30 - 100","90.40","Q1 2014"
"775","07","Level 1",">100 - 300","175.03","Q1 2014"
"776","07","Level 1",">300","71.04","Q1 2014"
"777","07","Level 2 & 3","30 & Below","56.34","Q1 2014"
"778","07","Level 2 & 3",">30 - 100","60.97","Q1 2014"
"779","07","Level 2 & 3",">100 - 300","85.80","Q1 2014"
"780","07","Level 2 & 3",">300","NA","Q1 2014"
"781","07","Level 4 & Above","30 & Below","68.97","Q1 2014"
"782","07","Level 4 & Above",">30 - 100","94.74","Q1 2014"
"783","07","Level 4 & Above",">100 - 300","139.78","Q1 2014"
"784","07","Level 4 & Above",">300","NA","Q1 2014"
"785","07","B1 & Below","30 & Below","56.89","Q2 2014"
"786","07","B1 & Below",">30 - 100","65.23","Q2 2014"
"787","07","B1 & Below",">100 - 300","NA","Q2 2014"
"788","07","B1 & Below",">300","NA","Q2 2014"
"789","07","Level 1","30 & Below","100.00","Q2 2014"
"790","07","Level 1",">30 - 100","100.00","Q2 2014"
"791","07","Level 1",">100 - 300","71.47","Q2 2014"
"792","07","Level 1",">300","NA","Q2 2014"
"793","07","Level 2 & 3","30 & Below","67.31","Q2 2014"
"794","07","Level 2 & 3",">30 - 100","60.08","Q2 2014"
"795","07","Level 2 & 3",">100 - 300","53.83","Q2 2014"
"796","07","Level 2 & 3",">300","89.00","Q2 2014"
"797","07","Level 4 & Above","30 & Below","68.33","Q2 2014"
"798","07","Level 4 & Above",">30 - 100","77.19","Q2 2014"
"799","07","Level 4 & Above",">100 - 300","64.59","Q2 2014"
"800","07","Level 4 & Above",">300","NA","Q2 2014"
"801","07","B1 & Below","30 & Below","NA","Q3 2014"
"802","07","B1 & Below",">30 - 100","90.26","Q3 2014"
"803","07","B1 & Below",">100 - 300","NA","Q3 2014"
"804","07","B1 & Below",">300","NA","Q3 2014"
"805","07","Level 1","30 & Below","109.09","Q3 2014"
"806","07","Level 1",">30 - 100","94.34","Q3 2014"
"807","07","Level 1",">100 - 300","125.02","Q3 2014"
"808","07","Level 1",">300","NA","Q3 2014"
"809","07","Level 2 & 3","30 & Below","63.64","Q3 2014"
"810","07","Level 2 & 3",">30 - 100","63.93","Q3 2014"
"811","07","Level 2 & 3",">100 - 300","83.96","Q3 2014"
"812","07","Level 2 & 3",">300","NA","Q3 2014"
"813","07","Level 4 & Above","30 & Below","59.26","Q3 2014"
"814","07","Level 4 & Above",">30 - 100","67.20","Q3 2014"
"815","07","Level 4 & Above",">100 - 300","NA","Q3 2014"
"816","07","Level 4 & Above",">300","NA","Q3 2014"
"817","07","B1 & Below","30 & Below","120.00","Q4 2014"
"818","07","B1 & Below",">30 - 100","76.50","Q4 2014"
"819","07","B1 & Below",">100 - 300","NA","Q4 2014"
"820","07","B1 & Below",">300","83.94","Q4 2014"
"821","07","Level 1","30 & Below","108.10","Q4 2014"
"822","07","Level 1",">30 - 100","102.38","Q4 2014"
"823","07","Level 1",">100 - 300","71.49","Q4 2014"
"824","07","Level 1",">300","NA","Q4 2014"
"825","07","Level 2 & 3","30 & Below","73.83","Q4 2014"
"826","07","Level 2 & 3",">30 - 100","75.90","Q4 2014"
"827","07","Level 2 & 3",">100 - 300","80.68","Q4 2014"
"828","07","Level 2 & 3",">300","NA","Q4 2014"
"829","07","Level 4 & Above","30 & Below","68.97","Q4 2014"
"830","07","Level 4 & Above",">30 - 100","81.08","Q4 2014"
"831","07","Level 4 & Above",">100 - 300","81.10","Q4 2014"
"832","07","Level 4 & Above",">300","NA","Q4 2014"
"833","07","B1 & Below","30 & Below","NA","Q1 2015"
"834","07","B1 & Below",">30 - 100","89.29","Q1 2015"
"835","07","B1 & Below",">100 - 300","NA","Q1 2015"
"836","07","B1 & Below",">300","NA","Q1 2015"
"837","07","Level 1","30 & Below","100.00","Q1 2015"
"838","07","Level 1",">30 - 100","96.75","Q1 2015"
"839","07","Level 1",">100 - 300","136.70","Q1 2015"
"840","07","Level 1",">300","79.11","Q1 2015"
"841","07","Level 2 & 3","30 & Below","55.56","Q1 2015"
"842","07","Level 2 & 3",">30 - 100","55.26","Q1 2015"
"843","07","Level 2 & 3",">100 - 300","81.81","Q1 2015"
"844","07","Level 2 & 3",">300","80.73","Q1 2015"
"845","07","Level 4 & Above","30 & Below","74.07","Q1 2015"
"846","07","Level 4 & Above",">30 - 100","87.27","Q1 2015"
"847","07","Level 4 & Above",">100 - 300","162.54","Q1 2015"
"848","07","Level 4 & Above",">300","NA","Q1 2015"
"849","07","B1 & Below","30 & Below","67.71","Q2 2015"
"850","07","B1 & Below",">30 - 100","58.72","Q2 2015"
"851","07","B1 & Below",">100 - 300","69.22","Q2 2015"
"852","07","B1 & Below",">300","NA","Q2 2015"
"853","07","Level 1","30 & Below","104.20","Q2 2015"
"854","07","Level 1",">30 - 100","111.37","Q2 2015"
"855","07","Level 1",">100 - 300","184.69","Q2 2015"
"856","07","Level 1",">300","NA","Q2 2015"
"857","07","Level 2 & 3","30 & Below","66.67","Q2 2015"
"858","07","Level 2 & 3",">30 - 100","67.62","Q2 2015"
"859","07","Level 2 & 3",">100 - 300","59.31","Q2 2015"
"860","07","Level 2 & 3",">300","NA","Q2 2015"
"861","07","Level 4 & Above","30 & Below","58.12","Q2 2015"
"862","07","Level 4 & Above",">30 - 100","50.00","Q2 2015"
"863","07","Level 4 & Above",">100 - 300","59.19","Q2 2015"
"864","07","Level 4 & Above",">300","107.64","Q2 2015"
"865","07","B1 & Below","30 & Below","58.61","Q3 2015"
"866","07","B1 & Below",">30 - 100","45.79","Q3 2015"
"867","07","B1 & Below",">100 - 300","NA","Q3 2015"
"868","07","B1 & Below",">300","NA","Q3 2015"
"869","07","Level 1","30 & Below","109.52","Q3 2015"
"870","07","Level 1",">30 - 100","81.25","Q3 2015"
"871","07","Level 1",">100 - 300","140.18","Q3 2015"
"872","07","Level 1",">300","NA","Q3 2015"
"873","07","Level 2 & 3","30 & Below","52.59","Q3 2015"
"874","07","Level 2 & 3",">30 - 100","62.16","Q3 2015"
"875","07","Level 2 & 3",">100 - 300","43.05","Q3 2015"
"876","07","Level 2 & 3",">300","NA","Q3 2015"
"877","07","Level 4 & Above","30 & Below","72.10","Q3 2015"
"878","07","Level 4 & Above",">30 - 100","75.00","Q3 2015"
"879","07","Level 4 & Above",">100 - 300","NA","Q3 2015"
"880","07","Level 4 & Above",">300","NA","Q3 2015"
"881","07","B1 & Below","30 & Below","55.47","Q4 2015"
"882","07","B1 & Below",">30 - 100","82.86","Q4 2015"
"883","07","B1 & Below",">100 - 300","NA","Q4 2015"
"884","07","B1 & Below",">300","NA","Q4 2015"
"885","07","Level 1","30 & Below","91.10","Q4 2015"
"886","07","Level 1",">30 - 100","126.79","Q4 2015"
"887","07","Level 1",">100 - 300","157.94","Q4 2015"
"888","07","Level 1",">300","NA","Q4 2015"
"889","07","Level 2 & 3","30 & Below","64.29","Q4 2015"
"890","07","Level 2 & 3",">30 - 100","56.58","Q4 2015"
"891","07","Level 2 & 3",">100 - 300","58.05","Q4 2015"
"892","07","Level 2 & 3",">300","NA","Q4 2015"
"893","07","Level 4 & Above","30 & Below","62.96","Q4 2015"
"894","07","Level 4 & Above",">30 - 100","56.67","Q4 2015"
"895","07","Level 4 & Above",">100 - 300","NA","Q4 2015"
"896","07","Level 4 & Above",">300","57.89","Q4 2015"
"897","07","B1 & Below","30 & Below","66.91","Q1 2016"
"898","07","B1 & Below",">30 - 100","NA","Q1 2016"
"899","07","B1 & Below",">100 - 300","NA","Q1 2016"
"900","07","B1 & Below",">300","NA","Q1 2016"
"901","07","Level 1","30 & Below","95.37","Q1 2016"
"902","07","Level 1",">30 - 100","74.78","Q1 2016"
"903","07","Level 1",">100 - 300","173.73","Q1 2016"
"904","07","Level 1",">300","53.82","Q1 2016"
"905","07","Level 2 & 3","30 & Below","107.50","Q1 2016"
"906","07","Level 2 & 3",">30 - 100","52.63","Q1 2016"
"907","07","Level 2 & 3",">100 - 300","46.15","Q1 2016"
"908","07","Level 2 & 3",">300","NA","Q1 2016"
"909","07","Level 4 & Above","30 & Below","57.97","Q1 2016"
"910","07","Level 4 & Above",">30 - 100","68.42","Q1 2016"
"911","07","Level 4 & Above",">100 - 300","NA","Q1 2016"
"912","07","Level 4 & Above",">300","66.73","Q1 2016"
"913","07","B1 & Below","30 & Below","NA","Q2 2016"
"914","07","B1 & Below",">30 - 100","65.71","Q2 2016"
"915","07","B1 & Below",">100 - 300","51.36","Q2 2016"
"916","07","B1 & Below",">300","NA","Q2 2016"
"917","07","Level 1","30 & Below","103.57","Q2 2016"
"918","07","Level 1",">30 - 100","107.53","Q2 2016"
"919","07","Level 1",">100 - 300","82.10","Q2 2016"
"920","07","Level 1",">300","NA","Q2 2016"
"921","07","Level 2 & 3","30 & Below","58.13","Q2 2016"
"922","07","Level 2 & 3",">30 - 100","58.43","Q2 2016"
"923","07","Level 2 & 3",">100 - 300","52.68","Q2 2016"
"924","07","Level 2 & 3",">300","NA","Q2 2016"
"925","07","Level 4 & Above","30 & Below","68.97","Q2 2016"
"926","07","Level 4 & Above",">30 - 100","63.87","Q2 2016"
