"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"918","02","Level 1",">30 - 100","75.96","Q2 2016"
"919","02","Level 1",">100 - 300","80.21","Q2 2016"
"920","02","Level 1",">300","NA","Q2 2016"
"921","02","Level 2 & 3","30 & Below","99.77","Q2 2016"
"922","02","Level 2 & 3",">30 - 100","70.00","Q2 2016"
"923","02","Level 2 & 3",">100 - 300","91.21","Q2 2016"
"924","02","Level 2 & 3",">300","85.17","Q2 2016"
"925","02","Level 4 & Above","30 & Below","NA","Q2 2016"
"926","02","Level 4 & Above",">30 - 100","75.99","Q2 2016"
"927","02","Level 4 & Above",">100 - 300","NA","Q2 2016"
"928","02","Level 4 & Above",">300","NA","Q2 2016"
"929","02","B1 & Below","30 & Below","NA","Q3 2016"
"930","02","B1 & Below",">30 - 100","NA","Q3 2016"
"931","02","B1 & Below",">100 - 300","NA","Q3 2016"
"932","02","B1 & Below",">300","NA","Q3 2016"
"933","02","Level 1","30 & Below","134.56","Q3 2016"
"934","02","Level 1",">30 - 100","70.02","Q3 2016"
"935","02","Level 1",">100 - 300","69.99","Q3 2016"
"936","02","Level 1",">300","NA","Q3 2016"
"937","02","Level 2 & 3","30 & Below","82.04","Q3 2016"
"938","02","Level 2 & 3",">30 - 100","79.34","Q3 2016"
"939","02","Level 2 & 3",">100 - 300","NA","Q3 2016"
"940","02","Level 2 & 3",">300","NA","Q3 2016"
"941","02","Level 4 & Above","30 & Below","NA","Q3 2016"
"942","02","Level 4 & Above",">30 - 100","NA","Q3 2016"
"943","02","Level 4 & Above",">100 - 300","NA","Q3 2016"
"944","02","Level 4 & Above",">300","NA","Q3 2016"
"945","02","B1 & Below","30 & Below","NA","Q4 2016"
"946","02","B1 & Below",">30 - 100","NA","Q4 2016"
"947","02","B1 & Below",">100 - 300","NA","Q4 2016"
"948","02","B1 & Below",">300","NA","Q4 2016"
"949","02","Level 1","30 & Below","224.20","Q4 2016"
"950","02","Level 1",">30 - 100","131.86","Q4 2016"
"951","02","Level 1",">100 - 300","78.36","Q4 2016"
"952","02","Level 1",">300","NA","Q4 2016"
"953","02","Level 2 & 3","30 & Below","76.71","Q4 2016"
"954","02","Level 2 & 3",">30 - 100","99.19","Q4 2016"
"955","02","Level 2 & 3",">100 - 300","94.69","Q4 2016"
"956","02","Level 2 & 3",">300","NA","Q4 2016"
"957","02","Level 4 & Above","30 & Below","NA","Q4 2016"
"958","02","Level 4 & Above",">30 - 100","NA","Q4 2016"
"959","02","Level 4 & Above",">100 - 300","NA","Q4 2016"
"960","02","Level 4 & Above",">300","NA","Q4 2016"
"961","02","B1 & Below","30 & Below","NA","Q1 2017"
"962","02","B1 & Below",">30 - 100","NA","Q1 2017"
"963","02","B1 & Below",">100 - 300","NA","Q1 2017"
"964","02","B1 & Below",">300","NA","Q1 2017"
"965","02","Level 1","30 & Below","202.06","Q1 2017"
"966","02","Level 1",">30 - 100","48.62","Q1 2017"
"967","02","Level 1",">100 - 300","67.14","Q1 2017"
"968","02","Level 1",">300","NA","Q1 2017"
"969","02","Level 2 & 3","30 & Below","76.20","Q1 2017"
"970","02","Level 2 & 3",">30 - 100","75.32","Q1 2017"
"971","02","Level 2 & 3",">100 - 300","NA","Q1 2017"
"972","02","Level 2 & 3",">300","NA","Q1 2017"
"973","02","Level 4 & Above","30 & Below","NA","Q1 2017"
"974","02","Level 4 & Above",">30 - 100","NA","Q1 2017"
"975","02","Level 4 & Above",">100 - 300","NA","Q1 2017"
"976","02","Level 4 & Above",">300","NA","Q1 2017"
"977","02","B1 & Below","30 & Below","NA","Q2 2017"
"978","02","B1 & Below",">30 - 100","202.65","Q2 2017"
"979","02","B1 & Below",">100 - 300","NA","Q2 2017"
"980","02","B1 & Below",">300","NA","Q2 2017"
"981","02","Level 1","30 & Below","179.02","Q2 2017"
"982","02","Level 1",">30 - 100","115.07","Q2 2017"
"983","02","Level 1",">100 - 300","NA","Q2 2017"
"984","02","Level 1",">300","NA","Q2 2017"
"985","02","Level 2 & 3","30 & Below","78.42","Q2 2017"
"986","02","Level 2 & 3",">30 - 100","75.33","Q2 2017"
"987","02","Level 2 & 3",">100 - 300","NA","Q2 2017"
"988","02","Level 2 & 3",">300","NA","Q2 2017"
"989","02","Level 4 & Above","30 & Below","NA","Q2 2017"
"990","02","Level 4 & Above",">30 - 100","NA","Q2 2017"
"991","02","Level 4 & Above",">100 - 300","NA","Q2 2017"
"992","02","Level 4 & Above",">300","NA","Q2 2017"
"993","02","B1 & Below","30 & Below","322.73","Q3 2017"
"994","02","B1 & Below",">30 - 100","NA","Q3 2017"
"995","02","B1 & Below",">100 - 300","NA","Q3 2017"
"996","02","B1 & Below",">300","NA","Q3 2017"
"997","02","Level 1","30 & Below","193.06","Q3 2017"
"998","02","Level 1",">30 - 100","92.37","Q3 2017"
"999","02","Level 1",">100 - 300","34.55","Q3 2017"
"1000","02","Level 1",">300","NA","Q3 2017"
"1001","02","Level 2 & 3","30 & Below","75.33","Q3 2017"
"1002","02","Level 2 & 3",">30 - 100","75.36","Q3 2017"
"1003","02","Level 2 & 3",">100 - 300","NA","Q3 2017"
"1004","02","Level 2 & 3",">300","NA","Q3 2017"
"1005","02","Level 4 & Above","30 & Below","NA","Q3 2017"
"1006","02","Level 4 & Above",">30 - 100","53.79","Q3 2017"
"1007","02","Level 4 & Above",">100 - 300","NA","Q3 2017"
"1008","02","Level 4 & Above",">300","NA","Q3 2017"
"1009","02","B1 & Below","30 & Below","NA","Q4 2017"
"1010","02","B1 & Below",">30 - 100","NA","Q4 2017"
"1011","02","B1 & Below",">100 - 300","NA","Q4 2017"
"1012","02","B1 & Below",">300","NA","Q4 2017"
"1013","02","Level 1","30 & Below","228.34","Q4 2017"
"1014","02","Level 1",">30 - 100","143.46","Q4 2017"
"1015","02","Level 1",">100 - 300","51.77","Q4 2017"
"1016","02","Level 1",">300","NA","Q4 2017"
"1017","02","Level 2 & 3","30 & Below","75.19","Q4 2017"
"1018","02","Level 2 & 3",">30 - 100","94.74","Q4 2017"
"1019","02","Level 2 & 3",">100 - 300","NA","Q4 2017"
"1020","02","Level 2 & 3",">300","NA","Q4 2017"
"1021","02","Level 4 & Above","30 & Below","NA","Q4 2017"
"1022","02","Level 4 & Above",">30 - 100","NA","Q4 2017"
"1023","02","Level 4 & Above",">100 - 300","NA","Q4 2017"
"1024","02","Level 4 & Above",">300","NA","Q4 2017"
"1025","02","B1 & Below","30 & Below","NA","Q1 2018"
"1026","02","B1 & Below",">30 - 100","NA","Q1 2018"
"1027","02","B1 & Below",">100 - 300","NA","Q1 2018"
"1028","02","B1 & Below",">300","NA","Q1 2018"
"1029","02","Level 1","30 & Below","137.24","Q1 2018"
"1030","02","Level 1",">30 - 100","96.82","Q1 2018"
"1031","02","Level 1",">100 - 300","59.31","Q1 2018"
"1032","02","Level 1",">300","NA","Q1 2018"
"1033","02","Level 2 & 3","30 & Below","77.48","Q1 2018"
"1034","02","Level 2 & 3",">30 - 100","75.36","Q1 2018"
"1035","02","Level 2 & 3",">100 - 300","NA","Q1 2018"
"1036","02","Level 2 & 3",">300","NA","Q1 2018"
"1037","02","Level 4 & Above","30 & Below","NA","Q1 2018"
"1038","02","Level 4 & Above",">30 - 100","50.56","Q1 2018"
"1039","02","Level 4 & Above",">100 - 300","NA","Q1 2018"
"1040","02","Level 4 & Above",">300","NA","Q1 2018"
"1041","02","B1 & Below","30 & Below","NA","Q2 2018"
"1042","02","B1 & Below",">30 - 100","NA","Q2 2018"
"1043","02","B1 & Below",">100 - 300","NA","Q2 2018"
"1044","02","B1 & Below",">300","NA","Q2 2018"
"1045","02","Level 1","30 & Below","183.49","Q2 2018"
"1046","02","Level 1",">30 - 100","144.24","Q2 2018"
"1047","02","Level 1",">100 - 300","99.82","Q2 2018"
"1048","02","Level 1",">300","NA","Q2 2018"
"1049","02","Level 2 & 3","30 & Below","75.33","Q2 2018"
"1050","02","Level 2 & 3",">30 - 100","73.19","Q2 2018"
"1051","02","Level 2 & 3",">100 - 300","61.92","Q2 2018"
"1052","02","Level 2 & 3",">300","NA","Q2 2018"
"1053","02","Level 4 & Above","30 & Below","NA","Q2 2018"
"1054","02","Level 4 & Above",">30 - 100","NA","Q2 2018"
"1055","02","Level 4 & Above",">100 - 300","NA","Q2 2018"
"1056","02","Level 4 & Above",">300","NA","Q2 2018"
"1057","02","B1 & Below","30 & Below","NA","Q3 2018"
"1058","02","B1 & Below",">30 - 100","113.13","Q3 2018"
"1059","02","B1 & Below",">100 - 300","NA","Q3 2018"
"1060","02","B1 & Below",">300","NA","Q3 2018"
"1061","02","Level 1","30 & Below","161.47","Q3 2018"
"1062","02","Level 1",">30 - 100","94.28","Q3 2018"
"1063","02","Level 1",">100 - 300","80.04","Q3 2018"
"1064","02","Level 1",">300","NA","Q3 2018"
"1065","02","Level 2 & 3","30 & Below","81.25","Q3 2018"
"1066","02","Level 2 & 3",">30 - 100","66.57","Q3 2018"
"1067","02","Level 2 & 3",">100 - 300","NA","Q3 2018"
"1068","02","Level 2 & 3",">300","NA","Q3 2018"
"1069","02","Level 4 & Above","30 & Below","NA","Q3 2018"
"1070","02","Level 4 & Above",">30 - 100","NA","Q3 2018"
"1071","02","Level 4 & Above",">100 - 300","NA","Q3 2018"
"1072","02","Level 4 & Above",">300","NA","Q3 2018"
"1073","02","B1 & Below","30 & Below","NA","Q4 2018"
"1074","02","B1 & Below",">30 - 100","NA","Q4 2018"
"1075","02","B1 & Below",">100 - 300","NA","Q4 2018"
"1076","02","B1 & Below",">300","NA","Q4 2018"
"1077","02","Level 1","30 & Below","143.33","Q4 2018"
"1078","02","Level 1",">30 - 100","167.05","Q4 2018"
"1079","02","Level 1",">100 - 300","123.71","Q4 2018"
"1080","02","Level 1",">300","NA","Q4 2018"
"1081","02","Level 2 & 3","30 & Below","76.40","Q4 2018"
"1082","02","Level 2 & 3",">30 - 100","76.96","Q4 2018"
"1083","02","Level 2 & 3",">100 - 300","118.37","Q4 2018"
"1084","02","Level 2 & 3",">300","NA","Q4 2018"
"1085","02","Level 4 & Above","30 & Below","NA","Q4 2018"
"1086","02","Level 4 & Above",">30 - 100","110.10","Q4 2018"
"1087","02","Level 4 & Above",">100 - 300","NA","Q4 2018"
"1088","02","Level 4 & Above",">300","NA","Q4 2018"
"1089","02","B1 & Below","30 & Below","NA","Q1 2019"
"1090","02","B1 & Below",">30 - 100","217.06","Q1 2019"
"1091","02","B1 & Below",">100 - 300","NA","Q1 2019"
"1092","02","B1 & Below",">300","NA","Q1 2019"
"1093","02","Level 1","30 & Below","131.33","Q1 2019"
"1094","02","Level 1",">30 - 100","118.50","Q1 2019"
"1095","02","Level 1",">100 - 300","72.70","Q1 2019"
"1096","02","Level 1",">300","NA","Q1 2019"
"1097","02","Level 2 & 3","30 & Below","79.17","Q1 2019"
"1098","02","Level 2 & 3",">30 - 100","80.74","Q1 2019"
"1099","02","Level 2 & 3",">100 - 300","97.95","Q1 2019"
"1100","02","Level 2 & 3",">300","NA","Q1 2019"
"1101","02","Level 4 & Above","30 & Below","NA","Q1 2019"
"1102","02","Level 4 & Above",">30 - 100","54.21","Q1 2019"
"1103","02","Level 4 & Above",">100 - 300","NA","Q1 2019"
"1104","02","Level 4 & Above",">300","NA","Q1 2019"
"1105","02","B1 & Below","30 & Below","NA","Q2 2019"
"1106","02","B1 & Below",">30 - 100","260.42","Q2 2019"
"1107","02","B1 & Below",">100 - 300","NA","Q2 2019"
"1108","02","B1 & Below",">300","NA","Q2 2019"
"1109","02","Level 1","30 & Below","172.24","Q2 2019"
"1110","02","Level 1",">30 - 100","117.40","Q2 2019"
"1111","02","Level 1",">100 - 300","65.65","Q2 2019"
"1112","02","Level 1",">300","NA","Q2 2019"
"1113","02","Level 2 & 3","30 & Below","82.42","Q2 2019"
"1114","02","Level 2 & 3",">30 - 100","75.31","Q2 2019"
"1115","02","Level 2 & 3",">100 - 300","NA","Q2 2019"
"1116","02","Level 2 & 3",">300","NA","Q2 2019"
"1117","02","Level 4 & Above","30 & Below","NA","Q2 2019"
"1118","02","Level 4 & Above",">30 - 100","53.38","Q2 2019"
"1119","02","Level 4 & Above",">100 - 300","61.24","Q2 2019"
"1120","02","Level 4 & Above",">300","66.74","Q2 2019"
"1121","02","B1 & Below","30 & Below","338.56","Q3 2019"
"1122","02","B1 & Below",">30 - 100","259.79","Q3 2019"
"1123","02","B1 & Below",">100 - 300","NA","Q3 2019"
"1124","02","B1 & Below",">300","NA","Q3 2019"
"1125","02","Level 1","30 & Below","138.10","Q3 2019"
"1126","02","Level 1",">30 - 100","91.49","Q3 2019"
"1127","02","Level 1",">100 - 300","112.20","Q3 2019"
"1128","02","Level 1",">300","NA","Q3 2019"
"1129","02","Level 2 & 3","30 & Below","75.33","Q3 2019"
"1130","02","Level 2 & 3",">30 - 100","68.18","Q3 2019"
"1131","02","Level 2 & 3",">100 - 300","91.27","Q3 2019"
"1132","02","Level 2 & 3",">300","NA","Q3 2019"
"1133","02","Level 4 & Above","30 & Below","NA","Q3 2019"
"1134","02","Level 4 & Above",">30 - 100","53.96","Q3 2019"
"1135","02","Level 4 & Above",">100 - 300","NA","Q3 2019"
"1136","02","Level 4 & Above",">300","80.73","Q3 2019"
"1137","02","B1 & Below","30 & Below","340.46","Q4 2019"
"1138","02","B1 & Below",">30 - 100","252.34","Q4 2019"
"1139","02","B1 & Below",">100 - 300","NA","Q4 2019"
"1140","02","B1 & Below",">300","NA","Q4 2019"
"1141","02","Level 1","30 & Below","NA","Q4 2019"
"1142","02","Level 1",">30 - 100","170.17","Q4 2019"
"1143","02","Level 1",">100 - 300","129.51","Q4 2019"
"1144","02","Level 1",">300","NA","Q4 2019"
"1145","02","Level 2 & 3","30 & Below","80.63","Q4 2019"
"1146","02","Level 2 & 3",">30 - 100","75.34","Q4 2019"
"1147","02","Level 2 & 3",">100 - 300","NA","Q4 2019"
"1148","02","Level 2 & 3",">300","NA","Q4 2019"
"1149","02","Level 4 & Above","30 & Below","NA","Q4 2019"
"1150","02","Level 4 & Above",">30 - 100","56.56","Q4 2019"
"1151","02","Level 4 & Above",">100 - 300","NA","Q4 2019"
"1152","02","Level 4 & Above",">300","NA","Q4 2019"
"1153","02","B1 & Below","30 & Below","NA","Q1 2020"
"1154","02","B1 & Below",">30 - 100","NA","Q1 2020"
"1155","02","B1 & Below",">100 - 300","NA","Q1 2020"
"1156","02","B1 & Below",">300","NA","Q1 2020"
"1157","02","Level 1","30 & Below","181.53","Q1 2020"
"1158","02","Level 1",">30 - 100","166.75","Q1 2020"
"1159","02","Level 1",">100 - 300","108.51","Q1 2020"
"1160","02","Level 1",">300","NA","Q1 2020"
"1161","02","Level 2 & 3","30 & Below","78.04","Q1 2020"
"1162","02","Level 2 & 3",">30 - 100","73.73","Q1 2020"
"1163","02","Level 2 & 3",">100 - 300","NA","Q1 2020"
"1164","02","Level 2 & 3",">300","NA","Q1 2020"
"1165","02","Level 4 & Above","30 & Below","NA","Q1 2020"
"1166","02","Level 4 & Above",">30 - 100","NA","Q1 2020"
"1167","02","Level 4 & Above",">100 - 300","NA","Q1 2020"
"1168","02","Level 4 & Above",">300","NA","Q1 2020"
"1169","02","B1 & Below","30 & Below","NA","Q2 2020"
"1170","02","B1 & Below",">30 - 100","NA","Q2 2020"
"1171","02","B1 & Below",">100 - 300","NA","Q2 2020"
"1172","02","B1 & Below",">300","NA","Q2 2020"
"1173","02","Level 1","30 & Below","NA","Q2 2020"
"1174","02","Level 1",">30 - 100","NA","Q2 2020"
"1175","02","Level 1",">100 - 300","NA","Q2 2020"
"1176","02","Level 1",">300","NA","Q2 2020"
"1177","02","Level 2 & 3","30 & Below","NA","Q2 2020"
"1178","02","Level 2 & 3",">30 - 100","NA","Q2 2020"
"1179","02","Level 2 & 3",">100 - 300","NA","Q2 2020"
"1180","02","Level 2 & 3",">300","NA","Q2 2020"
"1181","02","Level 4 & Above","30 & Below","NA","Q2 2020"
"1182","02","Level 4 & Above",">30 - 100","NA","Q2 2020"
"1183","02","Level 4 & Above",">100 - 300","NA","Q2 2020"
"1184","02","Level 4 & Above",">300","NA","Q2 2020"
"1185","02","B1 & Below","30 & Below","NA","Q3 2020"
"1186","02","B1 & Below",">30 - 100","NA","Q3 2020"
"1187","02","B1 & Below",">100 - 300","NA","Q3 2020"
"1188","02","B1 & Below",">300","NA","Q3 2020"
"1189","02","Level 1","30 & Below","133.67","Q3 2020"
"1190","02","Level 1",">30 - 100","96.88","Q3 2020"
"1191","02","Level 1",">100 - 300","80.84","Q3 2020"
"1192","02","Level 1",">300","NA","Q3 2020"
"1193","02","Level 2 & 3","30 & Below","75.33","Q3 2020"
"1194","02","Level 2 & 3",">30 - 100","67.81","Q3 2020"
"1195","02","Level 2 & 3",">100 - 300","NA","Q3 2020"
"1196","02","Level 2 & 3",">300","NA","Q3 2020"
"1197","02","Level 4 & Above","30 & Below","NA","Q3 2020"
"1198","02","Level 4 & Above",">30 - 100","NA","Q3 2020"
"1199","02","Level 4 & Above",">100 - 300","NA","Q3 2020"
"1200","02","Level 4 & Above",">300","NA","Q3 2020"
"1201","02","B1 & Below","30 & Below","NA","Q4 2020"
"1202","02","B1 & Below",">30 - 100","NA","Q4 2020"
"1203","02","B1 & Below",">100 - 300","NA","Q4 2020"
"1204","02","B1 & Below",">300","NA","Q4 2020"
"1205","02","Level 1","30 & Below","86.11","Q4 2020"
"1206","02","Level 1",">30 - 100","98.26","Q4 2020"
"1207","02","Level 1",">100 - 300","74.72","Q4 2020"
"1208","02","Level 1",">300","NA","Q4 2020"
"1209","02","Level 2 & 3","30 & Below","67.27","Q4 2020"
"1210","02","Level 2 & 3",">30 - 100","85.20","Q4 2020"
"1211","02","Level 2 & 3",">100 - 300","NA","Q4 2020"
"1212","02","Level 2 & 3",">300","NA","Q4 2020"
"1213","02","Level 4 & Above","30 & Below","NA","Q4 2020"
"1214","02","Level 4 & Above",">30 - 100","NA","Q4 2020"
"1215","02","Level 4 & Above",">100 - 300","NA","Q4 2020"
"1216","02","Level 4 & Above",">300","NA","Q4 2020"
"1217","02","B1 & Below","30 & Below","NA","Q1 2021"
"1218","02","B1 & Below",">30 - 100","NA","Q1 2021"
"1219","02","B1 & Below",">100 - 300","NA","Q1 2021"
"1220","02","B1 & Below",">300","NA","Q1 2021"
"1221","02","Level 1","30 & Below","149.22","Q1 2021"
"1222","02","Level 1",">30 - 100","92.59","Q1 2021"
"1223","02","Level 1",">100 - 300","118.18","Q1 2021"
"1224","02","Level 1",">300","NA","Q1 2021"
"1225","02","Level 2 & 3","30 & Below","75.33","Q1 2021"
"1226","02","Level 2 & 3",">30 - 100","66.74","Q1 2021"
"1227","02","Level 2 & 3",">100 - 300","64.56","Q1 2021"
"1228","02","Level 2 & 3",">300","NA","Q1 2021"
"1229","02","Level 4 & Above","30 & Below","NA","Q1 2021"
"1230","02","Level 4 & Above",">30 - 100","NA","Q1 2021"
"1231","02","Level 4 & Above",">100 - 300","NA","Q1 2021"
"1232","02","Level 4 & Above",">300","NA","Q1 2021"
"1233","02","B1 & Below","30 & Below","NA","Q2 2021"
"1234","02","B1 & Below",">30 - 100","111.89","Q2 2021"
"1235","02","B1 & Below",">100 - 300","NA","Q2 2021"
"1236","02","B1 & Below",">300","NA","Q2 2021"
"1237","02","Level 1","30 & Below","116.31","Q2 2021"
"1238","02","Level 1",">30 - 100","137.65","Q2 2021"
"1239","02","Level 1",">100 - 300","NA","Q2 2021"
"1240","02","Level 1",">300","48.43","Q2 2021"
"1241","02","Level 2 & 3","30 & Below","67.69","Q2 2021"
"1242","02","Level 2 & 3",">30 - 100","64.59","Q2 2021"
"1243","02","Level 2 & 3",">100 - 300","NA","Q2 2021"
"1244","02","Level 2 & 3",">300","NA","Q2 2021"
"1245","02","Level 4 & Above","30 & Below","NA","Q2 2021"
"1246","02","Level 4 & Above",">30 - 100","77.26","Q2 2021"
"1247","02","Level 4 & Above",">100 - 300","NA","Q2 2021"
"1248","02","Level 4 & Above",">300","NA","Q2 2021"
"1249","02","B1 & Below","30 & Below","NA","Q3 2021"
"1250","02","B1 & Below",">30 - 100","NA","Q3 2021"
"1251","02","B1 & Below",">100 - 300","NA","Q3 2021"
"1252","02","B1 & Below",">300","NA","Q3 2021"
"1253","02","Level 1","30 & Below","100.00","Q3 2021"
"1254","02","Level 1",">30 - 100","59.86","Q3 2021"
"1255","02","Level 1",">100 - 300","NA","Q3 2021"
"1256","02","Level 1",">300","NA","Q3 2021"
"1257","02","Level 2 & 3","30 & Below","61.90","Q3 2021"
"1258","02","Level 2 & 3",">30 - 100","69.97","Q3 2021"
"1259","02","Level 2 & 3",">100 - 300","NA","Q3 2021"
"1260","02","Level 2 & 3",">300","NA","Q3 2021"
"1261","02","Level 4 & Above","30 & Below","NA","Q3 2021"
"1262","02","Level 4 & Above",">30 - 100","NA","Q3 2021"
"1263","02","Level 4 & Above",">100 - 300","NA","Q3 2021"
"1264","02","Level 4 & Above",">300","NA","Q3 2021"
"1265","02","B1 & Below","30 & Below","NA","Q4 2021"
"1266","02","B1 & Below",">30 - 100","NA","Q4 2021"
"1267","02","B1 & Below",">100 - 300","NA","Q4 2021"
"1268","02","B1 & Below",">300","NA","Q4 2021"
"1269","02","Level 1","30 & Below","137.93","Q4 2021"
"1270","02","Level 1",">30 - 100","71.76","Q4 2021"
"1271","02","Level 1",">100 - 300","97.84","Q4 2021"
"1272","02","Level 1",">300","NA","Q4 2021"
"1273","02","Level 2 & 3","30 & Below","75.33","Q4 2021"
"1274","02","Level 2 & 3",">30 - 100","75.33","Q4 2021"
"1275","02","Level 2 & 3",">100 - 300","118.63","Q4 2021"
"1276","02","Level 2 & 3",">300","NA","Q4 2021"
"1277","02","Level 4 & Above","30 & Below","NA","Q4 2021"
"1278","02","Level 4 & Above",">30 - 100","NA","Q4 2021"
"1279","02","Level 4 & Above",">100 - 300","NA","Q4 2021"
"1280","02","Level 4 & Above",">300","NA","Q4 2021"
"1281","03","B1 & Below","30 & Below","NA","Q1 2012"
"1282","03","B1 & Below",">30 - 100","45.45","Q1 2012"
"1283","03","B1 & Below",">100 - 300","NA","Q1 2012"
"1284","03","B1 & Below",">300","NA","Q1 2012"
"1285","03","Level 1","30 & Below","291.56","Q1 2012"
"1286","03","Level 1",">30 - 100","252.47","Q1 2012"
"1287","03","Level 1",">100 - 300","NA","Q1 2012"
"1288","03","Level 1",">300","NA","Q1 2012"
"1289","03","Level 2 & 3","30 & Below","125.00","Q1 2012"
"1290","03","Level 2 & 3",">30 - 100","93.01","Q1 2012"
"1291","03","Level 2 & 3",">100 - 300","90.90","Q1 2012"
"1292","03","Level 2 & 3",">300","NA","Q1 2012"
"1293","03","Level 4 & Above","30 & Below","NA","Q1 2012"
"1294","03","Level 4 & Above",">30 - 100","NA","Q1 2012"
"1295","03","Level 4 & Above",">100 - 300","NA","Q1 2012"
"1296","03","Level 4 & Above",">300","NA","Q1 2012"
"1297","03","B1 & Below","30 & Below","288.47","Q2 2012"
"1298","03","B1 & Below",">30 - 100","NA","Q2 2012"
"1299","03","B1 & Below",">100 - 300","NA","Q2 2012"
"1300","03","B1 & Below",">300","NA","Q2 2012"
"1301","03","Level 1","30 & Below","125.92","Q2 2012"
"1302","03","Level 1",">30 - 100","206.68","Q2 2012"
"1303","03","Level 1",">100 - 300","NA","Q2 2012"
"1304","03","Level 1",">300","NA","Q2 2012"
"1305","03","Level 2 & 3","30 & Below","120.50","Q2 2012"
"1306","03","Level 2 & 3",">30 - 100","46.59","Q2 2012"
"1307","03","Level 2 & 3",">100 - 300","133.40","Q2 2012"
"1308","03","Level 2 & 3",">300","NA","Q2 2012"
"1309","03","Level 4 & Above","30 & Below","NA","Q2 2012"
"1310","03","Level 4 & Above",">30 - 100","NA","Q2 2012"
"1311","03","Level 4 & Above",">100 - 300","NA","Q2 2012"
"1312","03","Level 4 & Above",">300","NA","Q2 2012"
"1313","03","B1 & Below","30 & Below","220.30","Q3 2012"
"1314","03","B1 & Below",">30 - 100","NA","Q3 2012"
"1315","03","B1 & Below",">100 - 300","NA","Q3 2012"
"1316","03","B1 & Below",">300","NA","Q3 2012"
"1317","03","Level 1","30 & Below","260.82","Q3 2012"
"1318","03","Level 1",">30 - 100","151.42","Q3 2012"
"1319","03","Level 1",">100 - 300","75.34","Q3 2012"
"1320","03","Level 1",">300","NA","Q3 2012"
"1321","03","Level 2 & 3","30 & Below","111.11","Q3 2012"
"1322","03","Level 2 & 3",">30 - 100","52.94","Q3 2012"
"1323","03","Level 2 & 3",">100 - 300","NA","Q3 2012"
"1324","03","Level 2 & 3",">300","NA","Q3 2012"
"1325","03","Level 4 & Above","30 & Below","NA","Q3 2012"
"1326","03","Level 4 & Above",">30 - 100","NA","Q3 2012"
"1327","03","Level 4 & Above",">100 - 300","NA","Q3 2012"
"1328","03","Level 4 & Above",">300","NA","Q3 2012"
"1329","03","B1 & Below","30 & Below","227.22","Q4 2012"
"1330","03","B1 & Below",">30 - 100","113.15","Q4 2012"
"1331","03","B1 & Below",">100 - 300","NA","Q4 2012"
"1332","03","B1 & Below",">300","NA","Q4 2012"
"1333","03","Level 1","30 & Below","66.57","Q4 2012"
"1334","03","Level 1",">30 - 100","61.06","Q4 2012"
"1335","03","Level 1",">100 - 300","NA","Q4 2012"
"1336","03","Level 1",">300","NA","Q4 2012"
"1337","03","Level 2 & 3","30 & Below","122.03","Q4 2012"
"1338","03","Level 2 & 3",">30 - 100","197.06","Q4 2012"
"1339","03","Level 2 & 3",">100 - 300","NA","Q4 2012"
"1340","03","Level 2 & 3",">300","NA","Q4 2012"
"1341","03","Level 4 & Above","30 & Below","NA","Q4 2012"
"1342","03","Level 4 & Above",">30 - 100","NA","Q4 2012"
"1343","03","Level 4 & Above",">100 - 300","NA","Q4 2012"
"1344","03","Level 4 & Above",">300","NA","Q4 2012"
"1345","03","B1 & Below","30 & Below","218.66","Q1 2013"
"1346","03","B1 & Below",">30 - 100","NA","Q1 2013"
"1347","03","B1 & Below",">100 - 300","NA","Q1 2013"
"1348","03","B1 & Below",">300","NA","Q1 2013"
"1349","03","Level 1","30 & Below","102.33","Q1 2013"
"1350","03","Level 1",">30 - 100","NA","Q1 2013"
"1351","03","Level 1",">100 - 300","NA","Q1 2013"
"1352","03","Level 1",">300","NA","Q1 2013"
"1353","03","Level 2 & 3","30 & Below","152.39","Q1 2013"
"1354","03","Level 2 & 3",">30 - 100","54.06","Q1 2013"
"1355","03","Level 2 & 3",">100 - 300","NA","Q1 2013"
"1356","03","Level 2 & 3",">300","NA","Q1 2013"
"1357","03","Level 4 & Above","30 & Below","NA","Q1 2013"
"1358","03","Level 4 & Above",">30 - 100","NA","Q1 2013"
"1359","03","Level 4 & Above",">100 - 300","NA","Q1 2013"
"1360","03","Level 4 & Above",">300","NA","Q1 2013"
"1361","03","B1 & Below","30 & Below","244.64","Q2 2013"
"1362","03","B1 & Below",">30 - 100","122.64","Q2 2013"
"1363","03","B1 & Below",">100 - 300","77.88","Q2 2013"
"1364","03","B1 & Below",">300","NA","Q2 2013"
"1365","03","Level 1","30 & Below","135.90","Q2 2013"
"1366","03","Level 1",">30 - 100","110.00","Q2 2013"
"1367","03","Level 1",">100 - 300","51.16","Q2 2013"
"1368","03","Level 1",">300","NA","Q2 2013"
"1369","03","Level 2 & 3","30 & Below","156.86","Q2 2013"
"1370","03","Level 2 & 3",">30 - 100","58.06","Q2 2013"
"1371","03","Level 2 & 3",">100 - 300","NA","Q2 2013"
"1372","03","Level 2 & 3",">300","NA","Q2 2013"
"1373","03","Level 4 & Above","30 & Below","NA","Q2 2013"
