"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"451","01","B1 & Below",">100 - 300","178.98","Q1 2019"
"452","01","B1 & Below",">300","NA","Q1 2019"
"453","01","Level 1","30 & Below","251.88","Q1 2019"
"454","01","Level 1",">30 - 100","191.73","Q1 2019"
"455","01","Level 1",">100 - 300","115.56","Q1 2019"
"456","01","Level 1",">300","106.57","Q1 2019"
"457","01","Level 2 & 3","30 & Below","120.83","Q1 2019"
"458","01","Level 2 & 3",">30 - 100","86.16","Q1 2019"
"459","01","Level 2 & 3",">100 - 300","88.76","Q1 2019"
"460","01","Level 2 & 3",">300","62.68","Q1 2019"
"461","01","Level 4 & Above","30 & Below","NA","Q1 2019"
"462","01","Level 4 & Above",">30 - 100","72.41","Q1 2019"
"463","01","Level 4 & Above",">100 - 300","88.73","Q1 2019"
"464","01","Level 4 & Above",">300","NA","Q1 2019"
"465","01","B1 & Below","30 & Below","300.59","Q2 2019"
"466","01","B1 & Below",">30 - 100","145.05","Q2 2019"
"467","01","B1 & Below",">100 - 300","138.09","Q2 2019"
"468","01","B1 & Below",">300","123.39","Q2 2019"
"469","01","Level 1","30 & Below","122.95","Q2 2019"
"470","01","Level 1",">30 - 100","154.64","Q2 2019"
"471","01","Level 1",">100 - 300","99.77","Q2 2019"
"472","01","Level 1",">300","82.88","Q2 2019"
"473","01","Level 2 & 3","30 & Below","99.40","Q2 2019"
"474","01","Level 2 & 3",">30 - 100","106.70","Q2 2019"
"475","01","Level 2 & 3",">100 - 300","101.18","Q2 2019"
"476","01","Level 2 & 3",">300","87.33","Q2 2019"
"477","01","Level 4 & Above","30 & Below","133.11","Q2 2019"
"478","01","Level 4 & Above",">30 - 100","72.15","Q2 2019"
"479","01","Level 4 & Above",">100 - 300","68.45","Q2 2019"
"480","01","Level 4 & Above",">300","NA","Q2 2019"
"481","01","B1 & Below","30 & Below","301.11","Q3 2019"
"482","01","B1 & Below",">30 - 100","143.16","Q3 2019"
"483","01","B1 & Below",">100 - 300","137.31","Q3 2019"
"484","01","B1 & Below",">300","62.78","Q3 2019"
"485","01","Level 1","30 & Below","261.40","Q3 2019"
"486","01","Level 1",">30 - 100","177.38","Q3 2019"
"487","01","Level 1",">100 - 300","102.23","Q3 2019"
"488","01","Level 1",">300","69.48","Q3 2019"
"489","01","Level 2 & 3","30 & Below","126.79","Q3 2019"
"490","01","Level 2 & 3",">30 - 100","115.91","Q3 2019"
"491","01","Level 2 & 3",">100 - 300","91.88","Q3 2019"
"492","01","Level 2 & 3",">300","54.37","Q3 2019"
"493","01","Level 4 & Above","30 & Below","55.56","Q3 2019"
"494","01","Level 4 & Above",">30 - 100","71.06","Q3 2019"
"495","01","Level 4 & Above",">100 - 300","96.61","Q3 2019"
"496","01","Level 4 & Above",">300","NA","Q3 2019"
"497","01","B1 & Below","30 & Below","290.63","Q4 2019"
"498","01","B1 & Below",">30 - 100","129.87","Q4 2019"
"499","01","B1 & Below",">100 - 300","123.47","Q4 2019"
"500","01","B1 & Below",">300","NA","Q4 2019"
"501","01","Level 1","30 & Below","153.85","Q4 2019"
"502","01","Level 1",">30 - 100","161.22","Q4 2019"
"503","01","Level 1",">100 - 300","123.65","Q4 2019"
"504","01","Level 1",">300","56.50","Q4 2019"
"505","01","Level 2 & 3","30 & Below","106.30","Q4 2019"
"506","01","Level 2 & 3",">30 - 100","103.03","Q4 2019"
"507","01","Level 2 & 3",">100 - 300","96.04","Q4 2019"
"508","01","Level 2 & 3",">300","NA","Q4 2019"
"509","01","Level 4 & Above","30 & Below","117.31","Q4 2019"
"510","01","Level 4 & Above",">30 - 100","68.10","Q4 2019"
"511","01","Level 4 & Above",">100 - 300","85.59","Q4 2019"
"512","01","Level 4 & Above",">300","NA","Q4 2019"
"513","01","B1 & Below","30 & Below","329.09","Q1 2020"
"514","01","B1 & Below",">30 - 100","149.48","Q1 2020"
"515","01","B1 & Below",">100 - 300","120.10","Q1 2020"
"516","01","B1 & Below",">300","NA","Q1 2020"
"517","01","Level 1","30 & Below","325.00","Q1 2020"
"518","01","Level 1",">30 - 100","177.14","Q1 2020"
"519","01","Level 1",">100 - 300","134.25","Q1 2020"
"520","01","Level 1",">300","NA","Q1 2020"
"521","01","Level 2 & 3","30 & Below","117.31","Q1 2020"
"522","01","Level 2 & 3",">30 - 100","104.77","Q1 2020"
"523","01","Level 2 & 3",">100 - 300","92.30","Q1 2020"
"524","01","Level 2 & 3",">300","87.19","Q1 2020"
"525","01","Level 4 & Above","30 & Below","NA","Q1 2020"
"526","01","Level 4 & Above",">30 - 100","114.00","Q1 2020"
"527","01","Level 4 & Above",">100 - 300","53.81","Q1 2020"
"528","01","Level 4 & Above",">300","NA","Q1 2020"
"529","01","B1 & Below","30 & Below","146.18","Q2 2020"
"530","01","B1 & Below",">30 - 100","184.80","Q2 2020"
"531","01","B1 & Below",">100 - 300","NA","Q2 2020"
"532","01","B1 & Below",">300","NA","Q2 2020"
"533","01","Level 1","30 & Below","218.09","Q2 2020"
"534","01","Level 1",">30 - 100","137.25","Q2 2020"
"535","01","Level 1",">100 - 300","123.58","Q2 2020"
"536","01","Level 1",">300","NA","Q2 2020"
"537","01","Level 2 & 3","30 & Below","89.38","Q2 2020"
"538","01","Level 2 & 3",">30 - 100","95.89","Q2 2020"
"539","01","Level 2 & 3",">100 - 300","53.35","Q2 2020"
"540","01","Level 2 & 3",">300","78.15","Q2 2020"
"541","01","Level 4 & Above","30 & Below","NA","Q2 2020"
"542","01","Level 4 & Above",">30 - 100","NA","Q2 2020"
"543","01","Level 4 & Above",">100 - 300","NA","Q2 2020"
"544","01","Level 4 & Above",">300","NA","Q2 2020"
"545","01","B1 & Below","30 & Below","205.43","Q3 2020"
"546","01","B1 & Below",">30 - 100","87.74","Q3 2020"
"547","01","B1 & Below",">100 - 300","85.49","Q3 2020"
"548","01","B1 & Below",">300","NA","Q3 2020"
"549","01","Level 1","30 & Below","91.67","Q3 2020"
"550","01","Level 1",">30 - 100","96.77","Q3 2020"
"551","01","Level 1",">100 - 300","86.94","Q3 2020"
"552","01","Level 1",">300","NA","Q3 2020"
"553","01","Level 2 & 3","30 & Below","85.71","Q3 2020"
"554","01","Level 2 & 3",">30 - 100","70.03","Q3 2020"
"555","01","Level 2 & 3",">100 - 300","82.94","Q3 2020"
"556","01","Level 2 & 3",">300","60.36","Q3 2020"
"557","01","Level 4 & Above","30 & Below","NA","Q3 2020"
"558","01","Level 4 & Above",">30 - 100","NA","Q3 2020"
"559","01","Level 4 & Above",">100 - 300","19.50","Q3 2020"
"560","01","Level 4 & Above",">300","NA","Q3 2020"
"561","01","B1 & Below","30 & Below","85.50","Q4 2020"
"562","01","B1 & Below",">30 - 100","77.39","Q4 2020"
"563","01","B1 & Below",">100 - 300","96.14","Q4 2020"
"564","01","B1 & Below",">300","NA","Q4 2020"
"565","01","Level 1","30 & Below","163.85","Q4 2020"
"566","01","Level 1",">30 - 100","107.68","Q4 2020"
"567","01","Level 1",">100 - 300","77.66","Q4 2020"
"568","01","Level 1",">300","88.79","Q4 2020"
"569","01","Level 2 & 3","30 & Below","84.94","Q4 2020"
"570","01","Level 2 & 3",">30 - 100","75.30","Q4 2020"
"571","01","Level 2 & 3",">100 - 300","65.41","Q4 2020"
"572","01","Level 2 & 3",">300","50.95","Q4 2020"
"573","01","Level 4 & Above","30 & Below","NA","Q4 2020"
"574","01","Level 4 & Above",">30 - 100","NA","Q4 2020"
"575","01","Level 4 & Above",">100 - 300","NA","Q4 2020"
"576","01","Level 4 & Above",">300","NA","Q4 2020"
"577","01","B1 & Below","30 & Below","70.20","Q1 2021"
"578","01","B1 & Below",">30 - 100","87.61","Q1 2021"
"579","01","B1 & Below",">100 - 300","57.70","Q1 2021"
"580","01","B1 & Below",">300","NA","Q1 2021"
"581","01","Level 1","30 & Below","123.94","Q1 2021"
"582","01","Level 1",">30 - 100","109.37","Q1 2021"
"583","01","Level 1",">100 - 300","119.72","Q1 2021"
"584","01","Level 1",">300","NA","Q1 2021"
"585","01","Level 2 & 3","30 & Below","100.00","Q1 2021"
"586","01","Level 2 & 3",">30 - 100","70.70","Q1 2021"
"587","01","Level 2 & 3",">100 - 300","67.49","Q1 2021"
"588","01","Level 2 & 3",">300","64.58","Q1 2021"
"589","01","Level 4 & Above","30 & Below","NA","Q1 2021"
"590","01","Level 4 & Above",">30 - 100","72.84","Q1 2021"
"591","01","Level 4 & Above",">100 - 300","NA","Q1 2021"
"592","01","Level 4 & Above",">300","NA","Q1 2021"
"593","01","B1 & Below","30 & Below","193.74","Q2 2021"
"594","01","B1 & Below",">30 - 100","86.96","Q2 2021"
"595","01","B1 & Below",">100 - 300","78.51","Q2 2021"
"596","01","B1 & Below",">300","NA","Q2 2021"
"597","01","Level 1","30 & Below","184.21","Q2 2021"
"598","01","Level 1",">30 - 100","133.74","Q2 2021"
"599","01","Level 1",">100 - 300","100.72","Q2 2021"
"600","01","Level 1",">300","116.77","Q2 2021"
"601","01","Level 2 & 3","30 & Below","83.33","Q2 2021"
"602","01","Level 2 & 3",">30 - 100","97.06","Q2 2021"
"603","01","Level 2 & 3",">100 - 300","91.56","Q2 2021"
"604","01","Level 2 & 3",">300","42.73","Q2 2021"
"605","01","Level 4 & Above","30 & Below","72.91","Q2 2021"
"606","01","Level 4 & Above",">30 - 100","NA","Q2 2021"
"607","01","Level 4 & Above",">100 - 300","NA","Q2 2021"
"608","01","Level 4 & Above",">300","NA","Q2 2021"
"609","01","B1 & Below","30 & Below","69.92","Q3 2021"
"610","01","B1 & Below",">30 - 100","86.13","Q3 2021"
"611","01","B1 & Below",">100 - 300","114.11","Q3 2021"
"612","01","B1 & Below",">300","49.27","Q3 2021"
"613","01","Level 1","30 & Below","171.43","Q3 2021"
"614","01","Level 1",">30 - 100","122.28","Q3 2021"
"615","01","Level 1",">100 - 300","81.48","Q3 2021"
"616","01","Level 1",">300","NA","Q3 2021"
"617","01","Level 2 & 3","30 & Below","88.46","Q3 2021"
"618","01","Level 2 & 3",">30 - 100","76.36","Q3 2021"
"619","01","Level 2 & 3",">100 - 300","75.35","Q3 2021"
"620","01","Level 2 & 3",">300","80.21","Q3 2021"
"621","01","Level 4 & Above","30 & Below","NA","Q3 2021"
"622","01","Level 4 & Above",">30 - 100","68.54","Q3 2021"
"623","01","Level 4 & Above",">100 - 300","49.10","Q3 2021"
"624","01","Level 4 & Above",">300","NA","Q3 2021"
"625","01","B1 & Below","30 & Below","172.08","Q4 2021"
"626","01","B1 & Below",">30 - 100","84.19","Q4 2021"
"627","01","B1 & Below",">100 - 300","217.07","Q4 2021"
"628","01","B1 & Below",">300","49.27","Q4 2021"
"629","01","Level 1","30 & Below","174.24","Q4 2021"
"630","01","Level 1",">30 - 100","126.83","Q4 2021"
"631","01","Level 1",">100 - 300","117.99","Q4 2021"
"632","01","Level 1",">300","107.11","Q4 2021"
"633","01","Level 2 & 3","30 & Below","80.31","Q4 2021"
"634","01","Level 2 & 3",">30 - 100","74.29","Q4 2021"
"635","01","Level 2 & 3",">100 - 300","66.88","Q4 2021"
"636","01","Level 2 & 3",">300","70.30","Q4 2021"
"637","01","Level 4 & Above","30 & Below","85.10","Q4 2021"
"638","01","Level 4 & Above",">30 - 100","NA","Q4 2021"
"639","01","Level 4 & Above",">100 - 300","72.25","Q4 2021"
"640","01","Level 4 & Above",">300","49.95","Q4 2021"
"641","02","B1 & Below","30 & Below","NA","Q1 2012"
"642","02","B1 & Below",">30 - 100","NA","Q1 2012"
"643","02","B1 & Below",">100 - 300","NA","Q1 2012"
"644","02","B1 & Below",">300","NA","Q1 2012"
"645","02","Level 1","30 & Below","150.70","Q1 2012"
"646","02","Level 1",">30 - 100","NA","Q1 2012"
"647","02","Level 1",">100 - 300","68.21","Q1 2012"
"648","02","Level 1",">300","NA","Q1 2012"
"649","02","Level 2 & 3","30 & Below","80.75","Q1 2012"
"650","02","Level 2 & 3",">30 - 100","82.35","Q1 2012"
"651","02","Level 2 & 3",">100 - 300","NA","Q1 2012"
"652","02","Level 2 & 3",">300","NA","Q1 2012"
"653","02","Level 4 & Above","30 & Below","NA","Q1 2012"
"654","02","Level 4 & Above",">30 - 100","NA","Q1 2012"
"655","02","Level 4 & Above",">100 - 300","NA","Q1 2012"
"656","02","Level 4 & Above",">300","NA","Q1 2012"
"657","02","B1 & Below","30 & Below","NA","Q2 2012"
"658","02","B1 & Below",">30 - 100","NA","Q2 2012"
"659","02","B1 & Below",">100 - 300","NA","Q2 2012"
"660","02","B1 & Below",">300","NA","Q2 2012"
"661","02","Level 1","30 & Below","NA","Q2 2012"
"662","02","Level 1",">30 - 100","NA","Q2 2012"
"663","02","Level 1",">100 - 300","NA","Q2 2012"
"664","02","Level 1",">300","NA","Q2 2012"
"665","02","Level 2 & 3","30 & Below","83.65","Q2 2012"
"666","02","Level 2 & 3",">30 - 100","71.16","Q2 2012"
"667","02","Level 2 & 3",">100 - 300","NA","Q2 2012"
"668","02","Level 2 & 3",">300","NA","Q2 2012"
"669","02","Level 4 & Above","30 & Below","NA","Q2 2012"
"670","02","Level 4 & Above",">30 - 100","NA","Q2 2012"
"671","02","Level 4 & Above",">100 - 300","NA","Q2 2012"
"672","02","Level 4 & Above",">300","NA","Q2 2012"
"673","02","B1 & Below","30 & Below","NA","Q3 2012"
"674","02","B1 & Below",">30 - 100","NA","Q3 2012"
"675","02","B1 & Below",">100 - 300","NA","Q3 2012"
"676","02","B1 & Below",">300","NA","Q3 2012"
"677","02","Level 1","30 & Below","137.33","Q3 2012"
"678","02","Level 1",">30 - 100","60.53","Q3 2012"
"679","02","Level 1",">100 - 300","NA","Q3 2012"
"680","02","Level 1",">300","NA","Q3 2012"
"681","02","Level 2 & 3","30 & Below","78.21","Q3 2012"
"682","02","Level 2 & 3",">30 - 100","75.37","Q3 2012"
"683","02","Level 2 & 3",">100 - 300","73.19","Q3 2012"
"684","02","Level 2 & 3",">300","NA","Q3 2012"
"685","02","Level 4 & Above","30 & Below","NA","Q3 2012"
"686","02","Level 4 & Above",">30 - 100","NA","Q3 2012"
"687","02","Level 4 & Above",">100 - 300","NA","Q3 2012"
"688","02","Level 4 & Above",">300","NA","Q3 2012"
"689","02","B1 & Below","30 & Below","NA","Q4 2012"
"690","02","B1 & Below",">30 - 100","NA","Q4 2012"
"691","02","B1 & Below",">100 - 300","NA","Q4 2012"
"692","02","B1 & Below",">300","NA","Q4 2012"
"693","02","Level 1","30 & Below","161.63","Q4 2012"
"694","02","Level 1",">30 - 100","123.66","Q4 2012"
"695","02","Level 1",">100 - 300","NA","Q4 2012"
"696","02","Level 1",">300","NA","Q4 2012"
"697","02","Level 2 & 3","30 & Below","83.33","Q4 2012"
"698","02","Level 2 & 3",">30 - 100","NA","Q4 2012"
"699","02","Level 2 & 3",">100 - 300","NA","Q4 2012"
"700","02","Level 2 & 3",">300","NA","Q4 2012"
"701","02","Level 4 & Above","30 & Below","NA","Q4 2012"
"702","02","Level 4 & Above",">30 - 100","NA","Q4 2012"
"703","02","Level 4 & Above",">100 - 300","NA","Q4 2012"
"704","02","Level 4 & Above",">300","NA","Q4 2012"
"705","02","B1 & Below","30 & Below","NA","Q1 2013"
"706","02","B1 & Below",">30 - 100","NA","Q1 2013"
"707","02","B1 & Below",">100 - 300","NA","Q1 2013"
"708","02","B1 & Below",">300","NA","Q1 2013"
"709","02","Level 1","30 & Below","209.02","Q1 2013"
"710","02","Level 1",">30 - 100","NA","Q1 2013"
"711","02","Level 1",">100 - 300","76.49","Q1 2013"
"712","02","Level 1",">300","NA","Q1 2013"
"713","02","Level 2 & 3","30 & Below","80.73","Q1 2013"
"714","02","Level 2 & 3",">30 - 100","83.96","Q1 2013"
"715","02","Level 2 & 3",">100 - 300","NA","Q1 2013"
"716","02","Level 2 & 3",">300","NA","Q1 2013"
"717","02","Level 4 & Above","30 & Below","NA","Q1 2013"
"718","02","Level 4 & Above",">30 - 100","NA","Q1 2013"
"719","02","Level 4 & Above",">100 - 300","NA","Q1 2013"
"720","02","Level 4 & Above",">300","NA","Q1 2013"
"721","02","B1 & Below","30 & Below","NA","Q2 2013"
"722","02","B1 & Below",">30 - 100","NA","Q2 2013"
"723","02","B1 & Below",">100 - 300","NA","Q2 2013"
"724","02","B1 & Below",">300","NA","Q2 2013"
"725","02","Level 1","30 & Below","150.89","Q2 2013"
"726","02","Level 1",">30 - 100","167.92","Q2 2013"
"727","02","Level 1",">100 - 300","NA","Q2 2013"
"728","02","Level 1",">300","NA","Q2 2013"
"729","02","Level 2 & 3","30 & Below","80.75","Q2 2013"
"730","02","Level 2 & 3",">30 - 100","75.35","Q2 2013"
"731","02","Level 2 & 3",">100 - 300","NA","Q2 2013"
"732","02","Level 2 & 3",">300","NA","Q2 2013"
"733","02","Level 4 & Above","30 & Below","NA","Q2 2013"
"734","02","Level 4 & Above",">30 - 100","NA","Q2 2013"
"735","02","Level 4 & Above",">100 - 300","NA","Q2 2013"
"736","02","Level 4 & Above",">300","NA","Q2 2013"
"737","02","B1 & Below","30 & Below","NA","Q3 2013"
"738","02","B1 & Below",">30 - 100","NA","Q3 2013"
"739","02","B1 & Below",">100 - 300","NA","Q3 2013"
"740","02","B1 & Below",">300","NA","Q3 2013"
"741","02","Level 1","30 & Below","152.35","Q3 2013"
"742","02","Level 1",">30 - 100","101.11","Q3 2013"
"743","02","Level 1",">100 - 300","54.91","Q3 2013"
"744","02","Level 1",">300","NA","Q3 2013"
"745","02","Level 2 & 3","30 & Below","82.88","Q3 2013"
"746","02","Level 2 & 3",">30 - 100","78.57","Q3 2013"
"747","02","Level 2 & 3",">100 - 300","NA","Q3 2013"
"748","02","Level 2 & 3",">300","NA","Q3 2013"
"749","02","Level 4 & Above","30 & Below","NA","Q3 2013"
"750","02","Level 4 & Above",">30 - 100","NA","Q3 2013"
"751","02","Level 4 & Above",">100 - 300","NA","Q3 2013"
"752","02","Level 4 & Above",">300","NA","Q3 2013"
"753","02","B1 & Below","30 & Below","NA","Q4 2013"
"754","02","B1 & Below",">30 - 100","NA","Q4 2013"
"755","02","B1 & Below",">100 - 300","NA","Q4 2013"
"756","02","B1 & Below",">300","NA","Q4 2013"
"757","02","Level 1","30 & Below","213.52","Q4 2013"
"758","02","Level 1",">30 - 100","158.27","Q4 2013"
"759","02","Level 1",">100 - 300","91.47","Q4 2013"
"760","02","Level 1",">300","NA","Q4 2013"
"761","02","Level 2 & 3","30 & Below","82.88","Q4 2013"
"762","02","Level 2 & 3",">30 - 100","NA","Q4 2013"
"763","02","Level 2 & 3",">100 - 300","NA","Q4 2013"
"764","02","Level 2 & 3",">300","NA","Q4 2013"
"765","02","Level 4 & Above","30 & Below","NA","Q4 2013"
"766","02","Level 4 & Above",">30 - 100","NA","Q4 2013"
"767","02","Level 4 & Above",">100 - 300","NA","Q4 2013"
"768","02","Level 4 & Above",">300","NA","Q4 2013"
"769","02","B1 & Below","30 & Below","NA","Q1 2014"
"770","02","B1 & Below",">30 - 100","NA","Q1 2014"
"771","02","B1 & Below",">100 - 300","NA","Q1 2014"
"772","02","B1 & Below",">300","NA","Q1 2014"
"773","02","Level 1","30 & Below","155.00","Q1 2014"
"774","02","Level 1",">30 - 100","95.83","Q1 2014"
"775","02","Level 1",">100 - 300","69.04","Q1 2014"
"776","02","Level 1",">300","NA","Q1 2014"
"777","02","Level 2 & 3","30 & Below","81.71","Q1 2014"
"778","02","Level 2 & 3",">30 - 100","90.43","Q1 2014"
"779","02","Level 2 & 3",">100 - 300","NA","Q1 2014"
"780","02","Level 2 & 3",">300","NA","Q1 2014"
"781","02","Level 4 & Above","30 & Below","NA","Q1 2014"
"782","02","Level 4 & Above",">30 - 100","NA","Q1 2014"
"783","02","Level 4 & Above",">100 - 300","NA","Q1 2014"
"784","02","Level 4 & Above",">300","NA","Q1 2014"
"785","02","B1 & Below","30 & Below","NA","Q2 2014"
"786","02","B1 & Below",">30 - 100","NA","Q2 2014"
"787","02","B1 & Below",">100 - 300","NA","Q2 2014"
"788","02","B1 & Below",">300","NA","Q2 2014"
"789","02","Level 1","30 & Below","130.34","Q2 2014"
"790","02","Level 1",">30 - 100","127.04","Q2 2014"
"791","02","Level 1",">100 - 300","38.56","Q2 2014"
"792","02","Level 1",">300","NA","Q2 2014"
"793","02","Level 2 & 3","30 & Below","83.96","Q2 2014"
"794","02","Level 2 & 3",">30 - 100","72.95","Q2 2014"
"795","02","Level 2 & 3",">100 - 300","NA","Q2 2014"
"796","02","Level 2 & 3",">300","NA","Q2 2014"
"797","02","Level 4 & Above","30 & Below","NA","Q2 2014"
"798","02","Level 4 & Above",">30 - 100","59.92","Q2 2014"
"799","02","Level 4 & Above",">100 - 300","NA","Q2 2014"
"800","02","Level 4 & Above",">300","NA","Q2 2014"
"801","02","B1 & Below","30 & Below","NA","Q3 2014"
"802","02","B1 & Below",">30 - 100","NA","Q3 2014"
"803","02","B1 & Below",">100 - 300","NA","Q3 2014"
"804","02","B1 & Below",">300","NA","Q3 2014"
"805","02","Level 1","30 & Below","152.85","Q3 2014"
"806","02","Level 1",">30 - 100","70.87","Q3 2014"
"807","02","Level 1",">100 - 300","35.84","Q3 2014"
"808","02","Level 1",">300","NA","Q3 2014"
"809","02","Level 2 & 3","30 & Below","92.04","Q3 2014"
"810","02","Level 2 & 3",">30 - 100","78.57","Q3 2014"
"811","02","Level 2 & 3",">100 - 300","NA","Q3 2014"
"812","02","Level 2 & 3",">300","NA","Q3 2014"
"813","02","Level 4 & Above","30 & Below","NA","Q3 2014"
"814","02","Level 4 & Above",">30 - 100","57.02","Q3 2014"
"815","02","Level 4 & Above",">100 - 300","NA","Q3 2014"
"816","02","Level 4 & Above",">300","NA","Q3 2014"
"817","02","B1 & Below","30 & Below","NA","Q4 2014"
"818","02","B1 & Below",">30 - 100","NA","Q4 2014"
"819","02","B1 & Below",">100 - 300","NA","Q4 2014"
"820","02","B1 & Below",">300","NA","Q4 2014"
"821","02","Level 1","30 & Below","151.89","Q4 2014"
"822","02","Level 1",">30 - 100","157.70","Q4 2014"
"823","02","Level 1",">100 - 300","70.42","Q4 2014"
"824","02","Level 1",">300","NA","Q4 2014"
"825","02","Level 2 & 3","30 & Below","83.33","Q4 2014"
"826","02","Level 2 & 3",">30 - 100","57.04","Q4 2014"
"827","02","Level 2 & 3",">100 - 300","92.48","Q4 2014"
"828","02","Level 2 & 3",">300","NA","Q4 2014"
"829","02","Level 4 & Above","30 & Below","NA","Q4 2014"
"830","02","Level 4 & Above",">30 - 100","56.99","Q4 2014"
"831","02","Level 4 & Above",">100 - 300","NA","Q4 2014"
"832","02","Level 4 & Above",">300","NA","Q4 2014"
"833","02","B1 & Below","30 & Below","NA","Q1 2015"
"834","02","B1 & Below",">30 - 100","NA","Q1 2015"
"835","02","B1 & Below",">100 - 300","NA","Q1 2015"
"836","02","B1 & Below",">300","NA","Q1 2015"
"837","02","Level 1","30 & Below","NA","Q1 2015"
"838","02","Level 1",">30 - 100","137.21","Q1 2015"
"839","02","Level 1",">100 - 300","52.74","Q1 2015"
"840","02","Level 1",">300","NA","Q1 2015"
"841","02","Level 2 & 3","30 & Below","79.64","Q1 2015"
"842","02","Level 2 & 3",">30 - 100","78.26","Q1 2015"
"843","02","Level 2 & 3",">100 - 300","NA","Q1 2015"
"844","02","Level 2 & 3",">300","NA","Q1 2015"
"845","02","Level 4 & Above","30 & Below","NA","Q1 2015"
"846","02","Level 4 & Above",">30 - 100","54.92","Q1 2015"
"847","02","Level 4 & Above",">100 - 300","NA","Q1 2015"
"848","02","Level 4 & Above",">300","NA","Q1 2015"
"849","02","B1 & Below","30 & Below","NA","Q2 2015"
"850","02","B1 & Below",">30 - 100","NA","Q2 2015"
"851","02","B1 & Below",">100 - 300","NA","Q2 2015"
"852","02","B1 & Below",">300","NA","Q2 2015"
"853","02","Level 1","30 & Below","186.67","Q2 2015"
"854","02","Level 1",">30 - 100","169.71","Q2 2015"
"855","02","Level 1",">100 - 300","101.35","Q2 2015"
"856","02","Level 1",">300","NA","Q2 2015"
"857","02","Level 2 & 3","30 & Below","87.64","Q2 2015"
"858","02","Level 2 & 3",">30 - 100","77.50","Q2 2015"
"859","02","Level 2 & 3",">100 - 300","NA","Q2 2015"
"860","02","Level 2 & 3",">300","NA","Q2 2015"
"861","02","Level 4 & Above","30 & Below","NA","Q2 2015"
"862","02","Level 4 & Above",">30 - 100","55.43","Q2 2015"
"863","02","Level 4 & Above",">100 - 300","NA","Q2 2015"
"864","02","Level 4 & Above",">300","NA","Q2 2015"
"865","02","B1 & Below","30 & Below","NA","Q3 2015"
"866","02","B1 & Below",">30 - 100","NA","Q3 2015"
"867","02","B1 & Below",">100 - 300","NA","Q3 2015"
"868","02","B1 & Below",">300","NA","Q3 2015"
"869","02","Level 1","30 & Below","182.11","Q3 2015"
"870","02","Level 1",">30 - 100","110.32","Q3 2015"
"871","02","Level 1",">100 - 300","68.55","Q3 2015"
"872","02","Level 1",">300","NA","Q3 2015"
"873","02","Level 2 & 3","30 & Below","81.71","Q3 2015"
"874","02","Level 2 & 3",">30 - 100","98.94","Q3 2015"
"875","02","Level 2 & 3",">100 - 300","59.70","Q3 2015"
"876","02","Level 2 & 3",">300","NA","Q3 2015"
"877","02","Level 4 & Above","30 & Below","NA","Q3 2015"
"878","02","Level 4 & Above",">30 - 100","101.41","Q3 2015"
"879","02","Level 4 & Above",">100 - 300","NA","Q3 2015"
"880","02","Level 4 & Above",">300","NA","Q3 2015"
"881","02","B1 & Below","30 & Below","NA","Q4 2015"
"882","02","B1 & Below",">30 - 100","NA","Q4 2015"
"883","02","B1 & Below",">100 - 300","NA","Q4 2015"
"884","02","B1 & Below",">300","NA","Q4 2015"
"885","02","Level 1","30 & Below","169.47","Q4 2015"
"886","02","Level 1",">30 - 100","116.23","Q4 2015"
"887","02","Level 1",">100 - 300","46.12","Q4 2015"
"888","02","Level 1",">300","NA","Q4 2015"
"889","02","Level 2 & 3","30 & Below","81.71","Q4 2015"
"890","02","Level 2 & 3",">30 - 100","96.30","Q4 2015"
"891","02","Level 2 & 3",">100 - 300","107.60","Q4 2015"
"892","02","Level 2 & 3",">300","NA","Q4 2015"
"893","02","Level 4 & Above","30 & Below","NA","Q4 2015"
"894","02","Level 4 & Above",">30 - 100","108.59","Q4 2015"
"895","02","Level 4 & Above",">100 - 300","NA","Q4 2015"
"896","02","Level 4 & Above",">300","NA","Q4 2015"
"897","02","B1 & Below","30 & Below","NA","Q1 2016"
"898","02","B1 & Below",">30 - 100","NA","Q1 2016"
"899","02","B1 & Below",">100 - 300","NA","Q1 2016"
"900","02","B1 & Below",">300","NA","Q1 2016"
"901","02","Level 1","30 & Below","139.93","Q1 2016"
"902","02","Level 1",">30 - 100","177.59","Q1 2016"
"903","02","Level 1",">100 - 300","113.05","Q1 2016"
"904","02","Level 1",">300","NA","Q1 2016"
"905","02","Level 2 & 3","30 & Below","76.43","Q1 2016"
"906","02","Level 2 & 3",">30 - 100","81.82","Q1 2016"
"907","02","Level 2 & 3",">100 - 300","NA","Q1 2016"
"908","02","Level 2 & 3",">300","NA","Q1 2016"
"909","02","Level 4 & Above","30 & Below","NA","Q1 2016"
"910","02","Level 4 & Above",">30 - 100","54.85","Q1 2016"
"911","02","Level 4 & Above",">100 - 300","57.16","Q1 2016"
"912","02","Level 4 & Above",">300","NA","Q1 2016"
"913","02","B1 & Below","30 & Below","NA","Q2 2016"
"914","02","B1 & Below",">30 - 100","NA","Q2 2016"
"915","02","B1 & Below",">100 - 300","NA","Q2 2016"
"916","02","B1 & Below",">300","NA","Q2 2016"
"917","02","Level 1","30 & Below","195.00","Q2 2016"
